COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ɔ ⁵⁵ ⁵⁵								
438-1	ȵ ɔ ɔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹ ³¹								
221-1	ʑ o p ⁵⁵								
202-1	k au ³¹								
935-1	s ³¹								
93-1	ts w a								
7-1	p a n ³¹								
664-1	o a a ⁵⁵								
246-1	k ɔ k ⁵⁵								
547-1	pʰ ʐ k ⁵⁵								
555-1	pʰ m m ⁵⁵								
464-1	m au ³¹								
119-1	n ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t ɔ ³¹ ³¹								
693-1	t au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m ʐ o ʔ ⁵⁵								
580-1	s o ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a ³¹								
696-1	ŋ ⁵⁵ ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a n ⁵⁵								
536-1	ʂ ɔ k ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵ ⁵⁵								
589-1	tʰ w ⁵⁵ ⁵⁵								
658-1	o m m ⁵⁵								
456-1	m ʐ a a ³¹								
183-1	k ʐ ³¹ ³¹								
785-1	k ɔ ³¹								
714-1	o ⁵⁵								
331-1	l w ³¹								
930-1	l̥ a p ⁵⁵								
161-1	k ɔ a ⁵⁵								
814-1	x ui ³¹ ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʐ w ʔ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	kʰ ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p i m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə k ⁵⁵								
29-1	p i k								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ a								
312-1	kʰ ɔ ³¹ ³¹								
490-1	n i ³⁵								
436-1	m ʐ a ³¹								
927-1	l̥ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	ʂ ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	tʰ w a ⁵⁵								
660-1	oi a p ⁵⁵								
642-1	tʰ w ŋ ⁵⁵								
257-1	kʰ ʐ a m ⁵⁵								
167-1	tɕ ʐ ɔ ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w a ⁵⁵								
574-1	s au m ³¹								
718-1	ʂ a n ³¹								
811-1	kʰ au ³¹								
458-1	tʰ u ŋ ³¹								
884-1	tʰ ɔ ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	ɔ ŋ ŋ ³¹								
36-1	p ʐ a ⁵⁵ ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n j ⁵⁵							
838-2		n i k ²¹							
438-2		m j o ʔ							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j t p							
202-2		k u ²¹							
935-2		u ²¹							
93-2		ts o ²¹							
7-2		p a̱ n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m							
464-2		m au ²¹							
119-2		ts a ŋ ²¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ au ⁵¹							
477-2		n u̱ p ²¹							
891-2		tʰ i ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s u ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a n ²¹							
536-2		ʃ o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		v o ⁵¹							
589-2		tʰ u ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a m							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		v u							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		n a̱ p ⁵⁵							
353-2		l i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		k ui ²¹							
179-2		k j o ʔ ²¹							
194-2		v o ʔ ²¹							
727-2		ʃ a ŋ							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p u m ⁵¹							
59-2		t o ʔ ²¹							
506-2		pʰ i k ⁵⁵							
29-2		p i k ²¹							
316-2		tʰ o ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ u ²¹							
490-2		n j o ⁵⁵							
436-2		m j o ²¹							
927-2		n a̱ n ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
