COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m									
96-1	a t a tʃ									
99-1	a t a k n									
114-1	t o k a tʃ i									
115-1	u p u tʃ									
133-1	t i p a a a tʃ									
144-1	a w a w a tʃ									
150-1	k a w									
234-1	k o m									
236-1	p a k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a ʔ									
2-1	w p m									
65-1	i w									
74-1	p a n a									
106-1	t u n i tʃ									
128-1	p o k a tʃ									
147-1	t u m i tʃ i									
231-1	p a n a w o									
232-1	p a p i									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w u ʔ									
97-1	m a p a k a									
109-1	u p i t i tʃ i									
121-1	k a p i j a k tʃ tʃ									
149-1	t o k									
160-1	k i r k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a r a k a w									
134-1	n a p a t									
139-1	m e n u tʃ i									
142-1	p p t a m a a tʃ									
145-1	k a t a t i tʃ i									
148-1	t a a w w a tʃ									
162-1	i n i									
166-1	i m i									
179-1	t a									
201-1	p u ʔ									
21-1	t a w tʃ									
24-1	p u p u a n									
50-1	i n a									
57-1	t o k a w a									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k u z a m t									
151-1	k i w									
154-1	w e									
192-1	t u t									
197-1	t u m									
205-1	i p a									
227-1	w a p w a t									
246-1	i w i									
251-1	w a n a ʔ									
52-2		i t e								
56-2		h m e								
96-2		a k a e								
99-2		a a i e o n								
114-2		t o k a e								
115-2		h e a								
133-2		t i p a r a								
144-2		a h a w a s a								
150-2		k a w								
234-2		k o m								
236-2		p i k e n								
241-2		a w i n								
249-2		i e e								
74-2		p a n a								
93-2		t o p a r i e i								
95-2		w i k i								
106-2		t h n i e								
119-2		a a t t e n								
128-2		p o k n								
147-2		t i m o e								
231-2		p a n a o								
232-2		p i p								
239-2		n a m a k a n								
266-2		i t i m								
51-2		i w i								
55-2		i h a m								
97-2		m a p o m a								
121-2		k a p a j a k e n								
163-2		e p e n								
167-2		p a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t a a a a s s n								
116-2		t o p a k a s i								
125-2		k a t a m a e								
135-2		k i e								
139-2		m o h o e a								
142-2		p a k a m a								
148-2		t a w a w								
162-2		i j i n								
166-2		i m i								
179-2		t a								
45-2		a h o m a m a								
84-2		p i w a n								
131-2		t o k i t a m n								
146-2		k h m m a								
154-2		w e								
192-2		t i t								
197-2		t o r i m								
235-2		s o w i								
237-2		m i m a j								
246-2		i w i								
250-2		m o p o t o t k								
52-3			tʃ tʃ s a							
56-3			o ɲ o							
96-3			i tʃ i s							
99-3			i e i k o							
114-3			tʃ o k i s							
115-3			o o o a i							
133-3			tʃ i p i o i s							
144-3			i e i v i s							
150-3			k i v							
234-3			k o m a							
236-3			p i k o k							
241-3			i v i m							
249-3			i s s							
1-3			v i tʃ i a							
2-3			n o t a							
65-3			i v i							
93-3			tʃ o p i o i s i							
95-3			e i tʃ i a							
106-3			tʃ o k i s i							
119-3			m i tʃ i s s							
128-3			k o k i s							
147-3			tʃ i ɲ i s							
231-3			p i k i e o a							
232-3			o i i i m a							
239-3			m i ɲ i k i							
266-3			i tʃ i t							
3-3			e o o i k o							
4-3			v i tʃ i a i							
55-3			i o i ɲ a							
109-3			o p i tʃ i s							
121-3			k i p i i o k s a							
149-3			tʃ o k a							
160-3			k i e e k							
207-3			ɲ i m							
112-3			tʃ o i i i i s							
125-3			k i tʃ i ɲ i s							
134-3			k i p i tʃ i							
135-3			tʃ i k i a a							
139-3			ɲ o k o s i							
57-3			tʃ o k o v i							
71-3			o m i							
131-3			tʃ o k o tʃ a ɲ s							
146-3			i e i ɲ i a							
227-3			w i p i e o o							
52-4				t t e						
56-4				u m						
96-4				a t a tʃ						
99-4				a w a k n						
114-4				t o k a tʃ i						
115-4				u r u tʃ						
133-4				t i p a a a tʃ						
