COGID	Albanian	English	French	German	Latin
560-1	g ə				
438-1	g ə r				
1222-1	c				
353-1					
201-1	n				
20-1	r				
503-1	u r				
957-1	d				
728-1	l n				
244-1	n u m				
289-1	n				
911-1	r u r				
724-1	r u				
145-1	d j				
992-1	k				
1181-1	k ə n d				
741-1					
1150-1	ʃ r v i				
585-1	t y				
814-1	j p ə				
916-1	d o				
1079-1	d				
630-1	n				
343-1	j i t				
560-2		v			
438-2		s r			
1222-2		h			
353-2		p s			
201-2		p ɪ n			
20-2		s i r			
503-2		p l			
957-2					
728-2		l r			
244-2		n ɪ			
289-2		n a s d			
911-2		s ɪ r			
724-2		θ r			
145-2					
992-2		s i			
706-2		s			
106-2		p d			
741-2		p			
421-2		l i			
227-2		p t			
920-2		h ɪ r			
1083-2		h r n			
1066-2		j ɪ			
1125-2		j n			
1197-2		m d			
473-2		n v			
284-2		n a s			
661-2		n			
701-2		r t			
315-2		r a n			
1169-2		s l			
1150-2		s i r			
982-2		s ɪ			
987-2		s i			
1055-2		s t r			
1130-2		s			
433-2		s			
625-2					
1186-2		r ɪ n			
416-2		w			
1233-2		v ɪ n			
884-2		v ɪ r m			
1016-2		m ə			
952-2					
78-2		o l a s			
514-2		o r a n			
116-2		ə t			
188-2		p ɪ r n			
745-2		p ɪ r			
1100-2		f r a d			
47-2		ɑ m			
111-2		h			
1061-2		m			
24-2		n ɪ d			
232-2		n n			
671-2		r i d			
560-3			g ɛ		
438-3			g r		
1222-3			s		
353-3			p s		
201-3			p		
20-3			p r		
503-3			p u r		
957-3					
728-3			s		
244-3			n u		
289-3			n		
911-3			r i		
724-3			r r		
145-3					
992-3			k		
1181-3			ʃ ɑ̃		
706-3					
106-3			p u r r		
741-3			p i		
421-3			n u		
227-3			p u		
920-3			k ɛ r		
1083-3			k ɛ r		
1066-3					
1125-3			g ɛ		
1197-3			m i r		
473-3			n		
284-3			n		
661-3					
701-3			r		
315-3			r		
1169-3			s u		
1150-3			s p r		
982-3			s		
987-3			s		
1055-3			s		
1130-3			s g		
433-3			s u		
585-3			f		
625-3			t		
1186-3			t		
814-3			v r		
416-3			v		
1233-3			v ɑ̃		
884-3			v ɛ r t		
916-3			ɛ		
1016-3			t m ɛ l		
952-3			p		
514-3					
1079-3			v		
1100-3			p r		
47-3			k ɔ s		
111-3			l a		
1061-3			m		
1155-3			k l s		
343-3			v ɛ ɛ r		
671-3			r		
560-4				m n	
438-4				k r	
1222-4				h	
353-4				f ʃ	
201-4				f n	
20-4				f a r	
503-4				f l n	
957-4				n	
728-4				l n	
244-4				n eː m	
289-4				n t	
911-4				r t	
724-4				d r	
145-4				t	
992-4				h eː	
1181-4				h a n	
706-4				a	
106-4				f a d ə	
421-4				f l aː ə r	
227-4				f s	
920-4				h a r	
1083-4				h a r n	
1066-4				g	
1125-4				g eː n	
1197-4				m eː d ə	
473-4				n eː	
284-4				n eː r	
661-4				v ə	
701-4				r t	
315-4				r a n d	
1169-4				ʃ a l t	
1150-4				ʃ a r r	
982-4				z eː t	
987-4				ʃ	
1055-4				ʃ t eː r	
1130-4				ʃ r	
433-4				ʃ a	
585-4				t	
625-4				t n	
1186-4				t eː n	
814-4				m r	
416-4				v a s	
1233-4				d eː n t	
884-4				d eː r m	
78-4				a l eː	
514-4				b ə r	
116-4				eː t	
188-4				f a r	
745-4				f aː d ə r	
1100-4				f r s	
630-4				n eː t t	
1155-4				h a	
24-4				n a s	
232-4				n au	
671-4				r ai s	
560-5					w i a n
438-5					o r i
1222-5					k r i
353-5					p i s i
201-5					s a n i
20-5					k u i r
503-5					p u aː
957-5					n a
728-5					k a t
244-5					n u m i
289-5					n u
911-5					s a t i
724-5					t r a a
145-5					d i
992-5					k aː
1181-5					k a n aː
706-5					s i i
106-5					p o t i
741-5					p i k
421-5					f l o r i
227-5					p u t
920-5					k o r i
1083-5					k o r n u
1066-5					g e
1125-5					g e e
1197-5					m o t i
473-5					n u i i
284-5					n u s i
661-5					s n
701-5					s a t i
315-5					s n i
1169-5					s u l
982-5					s e i
987-5					s n aː i
1055-5					s t e i l
1130-5					s u l i
433-5					s o n u i
585-5					t e
625-5					t e n i
1186-5					t e n
814-5					w r r
416-5					k i
1233-5					w e n i
884-5					w o r m i
916-5					s
1016-5					a n o m a l a
952-5					a
78-5					o a t
1079-5					b iː a
116-5					s t
188-5					p o r n
745-5					p t o i
47-5					k m e n e
111-5					l a k u
1061-5					m e i d e
630-5					n k u
1155-5					k u l
24-5					n e i
232-5					n u n
343-5					w i l i
