COGID	dutch	english	french	german
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
-425	r ɔ ts	r ɔ k		
1565	m eː r	m ɔː r		m eː r
2277	w ɔ l	w ʊ l		v ɔ l ə
646	l ɔ ŋ	l ʌ ŋ		l ʊ ŋ ə
2006	p ɔ t	p ɔ t		
1261	z eː v ə	s ɪ v		z iː b ə n
1240	h iː l	h iː l		
1047	b r ɔ n			b r ʊ n ə n
2253	k ɛ r v ə	k ɑː v		
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
1002	k l ɛɪ	k l eɪ		
864		s aɪ d		z ai t ə
127	v eː			v iː
1199	s l œy j ə r			ʃ l ai ə r
1989	h oː j	h eɪ		h ɔy
626	w eː v ə	w iː v		v eː b ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1181	m ʉ ts			m ʏ ts ə
-12	p ɛɪ p	p aɪ p		pf ai f ə
186	s x ʉ l t			ʃ ʊ l t
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
528	j øː k			j ʊ k ə n
615	v ɪ ŋ ə r	f ɪ ŋ ɡ ə r		f ɪ ŋ ə r
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
205	ɑ r m + b ɑ n t			a r m + b a n t
467	d ʉ n	θ ɪ n		d ʏ n
1472	m ɔ d ə r	m ʌ d		
2024	p ɑ n	p æ n		pf a n ə
164	x iː r			ɡ ai ə r
2091	b ə + w aː r ə			b ə + v aː r ə n
850	t ɔ p	t ɔ p		
260	m uː			m yː d ə
2111	x r aː v ə			ɡ r aː b ə n
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
576	z uː k ə	s iː k		z uː x ə n
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
922	b ɛ t	b ɛ d		b ɛ t
1633	ɛɪ z ə r	aɪ r ə n		ai z ə n
655	b r oː t	b r ɛ d		b r oː t
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
-1041	r iː v iː r	r ɪ v ə r		
855	l aː x	l əʊ		
1212	r oː k			r au x
758	l ʉ x t			l ʊ f t
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
1638	k oː p ə r	k ɔ p ə r		
1972	d eː l			t ai l
474	d ɪ k	θ ɪ k		d ɪ k
1267	n iː r			n iː r ə
633	n aː l t	n iː d l̩		n aː d ə l
630	v ɑ ŋ ə			f a ŋ ə n
1921	s l aː n			ʃ l aː ɡ ə n
-78	p ɛɪ m + b oː m	p aɪ n		
323	l eː v ə	ə + l aɪ v		l eː b ə n
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
1571	m eː n ə x t ə			m ɛ ŋ ə
-1337	v ɔ r k	f ɔː k		
837	b l ɛɪ v ə			b l ai b ə n
1692	v ɑ l ə	f ɔː l		f a l ə n
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
280	b oː x			b oː ɡ ə n
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
608	v uː t	f ʊ t		f uː s
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1333		n ɪ ə r		n aː ə
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
1066	j ɛɪ	j uː		
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
1075	b l aː z ə	b l əʊ		b l aː z ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
1532	k n eː d ə	n iː d		k n eː t ə n
1661	m ɛ l k	m ɪ l k		m ɪ l x
1300	x ɛ r s t			ɡ ɛ r s t ə
1237	ɛ ŋ k ə l	æ ŋ k l̩		
305	p aː l			pf aː l
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
51		b r ɪ k	b ʀ i k	
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
2245	t ɔ ŋ	t ʌ ŋ		ts ʊ ŋ ə
-2270	r ɛ s t ə			r ɛ s t
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
1223	p ɛ d ə l	p æ d l̩		p a d ə l
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
-2290	s t ɔ f			ʃ t ɔ f
276	l ɑ m	l ɑː m eɪ		l aː m
70	b øː k	b iː tʃ		b uː x ə
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1243	m aː l + t ɛɪ t	m iː l		m aː l ts ai t
