COGID	dutch	english	french	german
1469-1	s ɑ n t			
2047-1	s ɔ n ə			
2054-1	d ɔ n + ə			
1375-1	l ɪ x t t ə			
760-1	w ɪ n t			
756-1	s n aː			
726-1	m ɔ d ə r			
1351-1	x r ɛɪ n p r + ɛɪ r			
1353-1	x r ɛɪ n + d ə r			
412-1	v ɛ n ɣ r r ɛɪ p aː d			
406-1	m ɔ iː ɣ r r d n			
1005-1	s ɪ eː p ɔ + aː d			
1012-1	s t eː p + d ə r			
1016-1	w ɪ d ɔ			
1069-1	ɪ x			
509-1	v ɔ l ə			
693-1	m ɛ l ɑ			
2179-1	n eː s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	v ɔ r ə			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k n ə			
945-1	h ɛ r			
1534-1	l iː k ə			
384-1	s ɛ k ə			
1650-1	n oː t			
1663-1	s ɑ l t			
2279-1	l ɛɪ n			
471-1	s ə ə ə			
1385-1	z aː d ə			
792-1	j ɔ x			
1111-1	m ɑ s t			
197-1	s uː d			
2020-1	l ɑ ŋ			
867-1	v ə n d			
1970-1	v l l			
1230-1	d ɛ ʉ d t ə			
2017-1	n oː p ɑ			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h øː ɣ ə l			
829-1	k l ɪ f			
1025-1	w ɔ t ə r			
1027-1	z aː			
1832-1	r oː f			
-1816-1	oː s n n			
-335-1	l ə x uː n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m uː n			
2062-1	s t ɔ r m			
2065-1	r ɛɪ n ə + b oː x			
1368-1	s ɑ d ə			
1365-1	d oː w			
754-1	r ɛɪ n ə			
768-1	w eː t ə r			
1211-1	v oː x r			
106-1	m ɑ n			
-98-1	b eː b iː			
719-1	v aː d ə r			
1341-1	s ɔ n			
-2027-1	ɛ n n t			
-2026-1	n ɛ v ɛɪ			
409-1	z w iː ɣ iː r + + uː n			
402-1	d w x ɣ r r ɛɪ n ɔ ɣ ts ə r			
1014-1	s t eː p + d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː ɛ			
2194-1	ɔ k s			
2199-1	k ɑ l f			
2197-1	s x p			
1523-1	s uː w			
1521-1	b ɔ x			
512-1	m ɛ r j			
2141-1	h uː n			
2147-1	x ɑ n t			
814-1	k r ɛɪ ɪ			
810-1	d oː b ə			
1755-1	s ɔ n			
1758-1	m œy s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l ɔ s			
1307-1	n ɪ t			
1305-1	v l øː			
711-1	w ɔ s p			
1442-1	v l iː ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k eː l eː x			
1810-1	h oː t			
1805-1	v l eː s x			
1813-1	h aː r			
1811-1	b l uː d			
690-1	r ʉ f			
2177-1	h oː p			
246-1	oː ɣ + r ɛɪ oː r ɑu			
1469-2		s æ n d		
2047-2		s ɪ n		
2054-2		d ʌ n d r		
1375-2		l ɪ t t		
760-2		w aɪ n		
756-2		s m eɪ		
726-2		m aʊ d ə		
1351-2		ɡ r ɛ d f aʊ eɪ d ə		
1353-2		ɡ r ɛ əʊ t m aʊ d ə		
412-2		s w aɪ p t r iː æ		
406-2		s w l + r		
1005-2		s t ɪ f r r d d		
1012-2		s t iː v æ m aʊ d ə		
1016-2		w ɛ aɪ ɪ ə		
1069-2		aɪ k		
509-2		f ɛ l		
693-2		m ɪ l æ		
2179-2		s ɪ		
1753-2		f ɪ s		
1131-2		w əʊ f v		
1198-2		b r r		
2032-2		h ʌ r		
2241-2		s ɪ s		
2244-2		l ɪ p		
610-2		k ɪ ə		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s aɪ t		
1650-2		n ɛ t		
1663-2		s t l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		r ɪ		
1111-2		m ɔː s		
197-2		s ɪ t		
2020-2		l æ		
867-2		h ʌ n d ə		
1970-2		f ʊ l		
1230-2		d r + d		
2017-2		n iː f æ		
968-2		w ɛ l l̩		
1674-2		l ɑː n d		
1671-2		h ɪ l̩		
829-2		k l ɪ v		
1025-2		w ɛ t ə r		
1027-2		s ə		
1832-2		r ɪ		
-1816-2		ɛ s eɪ l n		
-335-2		l eɪ aɪ ɪ		
1043-2		s t r m		
423-2		s t əʊ n		
2049-2		m iː n		
2062-2		s t ʌ r m		
2065-2		r aɪ n b		
1368-2		ʃ əʊ t aɪ d		
1365-2		d ɔː		
754-2		r aɪ		
768-2		w ɛ d r		
1211-2		f ɔː ə r		
106-2		m æ n		
-98-2		b iː b ə		
719-2		f æ d ə r		
1341-2		s n̩ n		
-2027-2		d ɑː n d		
-2026-2		n iː f		
409-2		ʃ w aɪ r r		
402-2		ʃ w aɪ + d ɔː d ɡ r		
1014-2		s t ɪ l æ d aɪ ə r		
1059-2		w aɪ		
120-2		s t ɔː l		
2194-2		əʊ k		
2199-2		k ɔː l v		
2197-2		ʃ ɑː f p		
1523-2		s ɪ f		
512-2		m ɪ r ə		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		θ ɪ f		
1758-2		m ɪ s		
1760-2		r æ		
1620-2		f aɪ n		
1282-2		w ɛ l v aɪ s		
1136-2		f əʊ k		
1309-2		l h s		
1307-2		n iː t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s k ɪ		
1810-2		h æ t		
1805-2		f l əʊ s		
1813-2		h ʊ ə		
1811-2		b l + t		
690-2		r ɪ p		
2177-2		h iː f		
246-2		w æ aɪ n k r ɔː		
1469-3			ʃ o t t	
2047-3			ʃ u n	
2054-3			n u t ʀ ʀ	
1375-3			l ə t	
760-3			p p n t	
756-3			ʀ n y b	
726-3			u t ʀ ʀ	
1351-3			b ʀ ɔ t p t ʀ b ʀ	
1353-3			b ʀ ɔ t u t ʀ ʀ	
412-3			p ɔ p b ʀ b ə p ʀ ɔ	
406-3			ɛ u p b ʀ u t n b ʀ ɔ	
1005-3			ʀ i b p ɔ p ɔ i ʀ	
1012-3			ʀ i b p u t ʀ ʀ	
1016-3			p t b ʀ	
1069-3			p	
509-3			p u l e	
693-3			s ə l a	
2179-3			n y t i	
1753-3			p ə v	
1131-3			p u l p	
1198-3			p ə t ʀ	
2032-3			p u t	
2241-3			n y ʃ	
2244-3			l ə p	
610-3			k n b l	
945-3			ʃ a t s	
1534-3			l y k	
384-3			ʃ v k e	
1650-3			n u t	
1663-3			ʃ o t e	
2279-3			l a n y	
471-3			ʃ o e	
1385-3			ʃ o t	
792-3			e t k	
1111-3			ɔ t i	
197-3			ʃ o t ʀ	
2020-3			l a t l	
867-3			p u t t ʀ ʀ	
1970-3			p u l	
1230-3			n y t ʀ	
2017-3			n b t	
2183-3			ɛ i b	
1521-3			p ɛ k	
1755-3			p u t ʀ	
1760-3			ʀ a t	
1469-4				z a n t ə
2047-4				ts ʊ n ə
2054-4				d + n t ə r
1375-4				l a x t t
760-4				v ɪ n d
756-4				z ə + f n
726-4				m ʊ t ə r
1351-4				ɡ r a n t ə ə ɛ n ə
1353-4				ɡ r a n + t ʊ d ə r
412-4				f a s t ə ai n n h l x ə
406-4				pf ʊ f n r s ɪ n + l x ə
1005-4				z a x pf ə ə ɛ n ə
1012-4				ʃ t iː p t t ʊ d ə r
1016-4				v ɪ b ʏ ə +
1069-4				ɪ k ə
509-4				f ʏ l ə n
693-4				m ɪ a + iː ʃ ə
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b ə r t ə
2032-4				h oː n n ə
2241-4				n a s
2244-4				l l f t n
610-4				k n ə ə n
945-4				h ɛ r
1534-4				l ɪ k ə n
384-4				ts a k ə n
1650-4				n oː t ə
1663-4				z a l ts
2279-4				l ɪ n n n
471-4				z a ə n
1385-4				z a t ɛ n ə
792-4				v ʊ k
1111-4				m a s t
197-4				z a t ə n
2020-4				l a ŋ
867-4				ts ə n d ə t
1970-4				f ɔ l ə
1230-4				t ɛ r t x t k
2017-4				n a v a x
968-4				v eː r t l
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v a s ə r
1027-4				z iː
1832-4				r ʊ f
-1816-4				au z t ə n n
-335-4				l aː ɡ ʊ ə ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t ai n
2049-4				m a n
2062-4				ʃ t a m m
2065-4				r ai ɡ ə n + b oː ɡ
1368-4				ʃ ai aː d ɔy f
1365-4				b au au n
754-4				r ai ɡ ə n
768-4				v eː d ə r
1211-4				f ʊ ə
106-4				m a n
-98-4				b ɪ b ɪ ə
719-4				f aː d ə r
1341-4				z ʊ n
-2027-4				a n t ə ə n
-2026-4				n eː p ŋ ə n
409-4				ʃ ʊ oː n + n oː ɡ a ə
402-4				ʃ uː s n r d ʏ x s ə r ə
1014-4				ʃ t iː f ə t oː s ə r
1059-4				v ɪ
120-4				ʃ t a l ə
2183-4				ʃ t uː a x
2194-4				a s
2199-4				k ɔ l f t
2197-4				ʃ uː pf f t
1523-4				z iː k ə
1521-4				b ʏ k ə
512-4				m ɛ r iː ə
2141-4				h ɛ n
2147-4				ɡ a n t
814-4				k r ai
810-4				t au p
1755-4				h ʊ n ə
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l f ɪ ʃ t
1136-4				f a s
1309-4				l ai s
1307-4				n ɪ t
1305-4				f l au
711-4				v a ʃ p t
1442-4				f l iː ɡ ə
62-4				m ʏ k ə
-73-4				m ʊ ts r uː s
1810-4				h ɪ t
1805-4				f l ɛ ʃ
1813-4				h aː r
1811-4				b l ʊ t
690-4				r ɪ pf
2177-4				h oː + t
246-4				au s k r + b ə n
