COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2615	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i
2055					u kʰ e n		u kʰ e n	
2081		d̪ o ŋ b a	d̪ o ŋ b a			d̪ o ŋ k a n	d o ŋ kʰ e n	
1888	ʃ a m p i	ʃ a m pʰ i	ɕ a m p i	ɕ a m p i	ʃ a m pʰ i	ʃ a m p i	ʃ a m pʰ i	ʃ a m p i
819		z a m b a	z a m b a		z a m b a	z a m b a	z a m b a	z a m b a
107	d i m i n z u	d i m i n	l i d i m i		d i m i n	d i m i n	d i m i n	d i m i n
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
1502	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u
1654	l i	l i	l i	l i	l i	l i		l i
2149					n u p kʰ ə n		n u p kʰ ə n	
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
2203					a kʰ ə n		n a kʰ ə n	
2006	s e m tʃ e n							s e m tʃ e n
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
2054		ŭ ɾ u	ŭ ɾ u			ŭ ɾ u		
1118		tʃʰ u i						tʰ u l i
2397			ɾ i g a ɲ j e w o			ɾ i g a ŋ j a p ʃ o		
2358			ʔ i w o			ʔ i w o		
863	s e		s e	s e				
2158					p i r kʰ ə n		p i r kʰ ə n	
2690	s i	s i j a	s i	s i	s i	s i j a	s i	s i
1612		dʒ i p a n			dʒ i d p æ n			dʒ i p a n
637			a u	a u	a u	a w u	a u	a u
153	l i ʃ i ŋ			l i ʃ i ŋ				
1770		tʃ j a ŋ			o tʃ a n			
1112					t a ŋ l e m		t a ŋ l e m kʰ e n	
1069	tʃʰ o ŋ	tʃ o ŋ z a	tʃ o w a ŋ z a	tʃʰ o ŋ d a z a	tʃ o w a ŋ	tʃ o w a ŋ z a	tʃ o w a ŋ	tʃ o w a ŋ
267		dʒ i	dʒ i		dʒ i	dʒ i	dʒ i	dʒ i
2489		pʰ a k p o	pʰ a k p o					
1627	d̪ u l u l a			d o l u				
311		d a			d a	d a	d a	
2219		ʃ e ʃ u				ʃ e ʃ u		
2296				tʰ o g tʃʰ a m				t o k p a n
238	kʰ a l u			kʰ a l u				kʰ a l u
2277			ŋ j e w o			ŋ j e w o		
1253	a m a	a m a	a m a	a m a	a m a	a m a	a m a	a m a
2181	d̪ i n l a	d̪ i	d̪ i		d̪ i l o	d̪ i l o	d̪ i l o	d̪ i l a n
