COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
436	tsʰ a m ³	x a m ³				tsʰ a m	
435	kʰ j a m ⁵⁴		kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
576						h m aː	h a ⁵
141	tsʰ a ŋ ³		tsʰ a ŋ ²	tsʰ a ⁵³		tsʰ a ŋ	
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
109	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
560	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
367	k a̰ ḭ ʔ ⁵³			g e ʔ ⁴²			g ə ³
349	d u k ⁴²		d o k ³	d au t ⁴²			
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
130	dʒ j æ p ⁴²		g j æ p ³	ɣ e ʔ ³			
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
176	g u ŋ ³¹		g o ŋ ⁵²			k a ŋ	
431	g u ŋ ⁴³		g o ŋ ³¹	g au ŋ ³¹		kʰ j w iː	g u ŋ ³
555			j o ŋ ³	j æu ŋ ⁴		l j a ɲ	ɹ a ³
32	t ḭ ³²	p i ³	b i ³²				
138	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
551	d w a m ³					t u m	
533			m au ²			h m au ŋ	m a ³²
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
126		n a ʔ ⁵²	n ɔ̃ ʔ ³				ŋ ɔ ³
129					kʰ w e ⁵⁵		kʰ w i ³²
43	l a̰u ⁵¹		l au ⁵¹				l au ⁵³
482	x j ɔ ³		ʃ o ⁴²		j a ʔ ⁵⁵	r a	ʃ ɔ ⁵³
543	j a m ³		j æ̰ m ³			r a m	
369			d w ɛ m ³²	d u k ⁵	tʰ u ³¹		t a̰u ³¹
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
459	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
34		ɣ i ³	g e ⁵¹	ɣ i t ⁴			ʔ ʊ̰ t ⁵
345			g i ³	kʰ i ⁵⁴			g i ³¹
344				m ø ʔ ⁵⁴	m j e ʔ ³¹	m w a t	m ʊ t ³²
488	j a m ⁵		j æ̰ m ⁴			ʔ ə	ʔ a̰ m ³¹
245		p au ⁵²	b j e ³¹	b au ³¹			b w i ³²
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
554	dʒ ṵ a̰ t ⁵⁴		dʒ w e ʔ ⁵³				
111			k o̰ k ⁵⁴		k o ʔ ⁵⁵		
541			pʰ j ə k ⁵³	j a k ³		p r a ɲˀ	pʰ j ɪ k ⁵
105	m i ⁵		m ɯ̃ ⁵²				
385				n a ⁵²		ŋ a mˀ	
502	b u ³		b o ³	b o ³	p a ³¹	p aː	
530	s ai k ⁵⁴		s ə k ⁵³	s a k ⁵		s a ts	s ɪ k ⁵⁴
232	p ṵ ʔ ⁵⁴		b u ʔ ⁵³	b au ³			b u ³
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
297				pʰ o ʔ ⁴			pʰ ə ³
492	g ɔ ⁵		g ɔ ³	g au ŋ ³			
536	d e ³		d u ³¹	d au ³		t u	ts ṵ ŋ ⁵³
558		j e ³	ɹ ɛ ⁵³				j ɔ̰ ⁴⁵
115	dʒ ɔ ³		d z ə ⁴³				
423	j au ³¹		j au ³¹	j o̰ k ⁵		k j aˀ	ʔ ʊ̰ t ⁵
202	n j e ŋ ³¹			n j ɛ n ³¹			
110	s a n ³		s ɨ ⁵		ʃ e ʔ		tʃʰ ɪ ŋ ⁵³
134				dʒ au ŋ ⁵¹			dʒ u ŋ ⁵³
354	dʒ ei ³		dʒ e ⁴³				
427	b w a ³¹		b oe ʔ ³				
140		sʰ a ²³		ʃ ɪ ⁴			ʃ ɔ ⁴³
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
208	n o ŋ ⁵		n o ŋ ⁴⁵			n au k	
434						t w i k	tʰ w i ⁵³
318			d z ɔ ³				dʒ ɔ ⁵³
484	kʰ j ɨ ŋ ⁵⁴		kʰ ə ŋ ⁵³	kʰ i ŋ ⁵⁴			
519	h ai ³		h ɛ ³		h ai ŋ ⁵⁵		
392	n o̰ ³		n j ɔ̃ ³¹	m j a ŋ ³			
293						pʰ j a	pʰ j ɔ ⁵³
514	w i ³⁴					w a	
287			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
454	d z w i ³		d z ɨ ²¹	d z ø i ⁵			d z w i ⁵³
373	tʃʰ u ŋ ⁵			tʃʰ æu ŋ ⁴³		tsʰ w i	
334	h j æu ⁵	k j a̰ ⁵²	ʃ au ⁵				w ɔ ⁴
405	j a p ³¹			j e ʔ ³	ɹ e ʔ ⁵⁵	r a p	j a̰ p ³¹
565				ŋ a ³⁴			ŋ ɔ t ³²
361	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²		h l j a k	j ɔ ʔ ³²
221	g w e ³		g w e ⁵³				
258	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
437			n j æ̃ m ⁵⁴	m j æ ṵ k ⁵³		h ɲ a p	
466						h l ai	l u m ⁵³
59			g j ɛ m ⁵³	dʒ a m ⁴			
368				h o k ⁵⁴		h a ts	
63		kʰ i ³	g a m ³¹	g e ⁴¹			g a m ⁵³
172	kʰ u ŋ ⁵		kʰ o ŋ ⁵		k ə		kʰ u ŋ ³¹
351	d j ɛ ⁵		p j a̰ ʔ ⁵³	pʰ ø ⁵		p r a ts	
479					j ɔ ŋ ⁵⁵	h r a ts	
268	pʰ ɔ ʔ ³¹			pʰ o ³			
535	b a ŋ ³¹		b a ŋ ³¹	b o ³⁴		p aˀ	b ɔ ³
260			n o ŋ	m ḭ ⁴²		m iˀ	
101			pʰ j u ²¹	pʰ j u ⁵¹	pʰ j u ⁵⁵		pʰ j u ⁵¹
74			ʃ i ⁵		s i ³¹		ʃ ɪ ³
267	s ai n ⁴³			s a ŋ ²¹			
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
247			f w e ʔ ⁵³	f a k ⁵			
520		tʃʰ ḛ ³	d z i ⁵¹	tʃʰ e ⁴¹			ʃ i ⁵³
207	j u k ⁴³		g j ɛ t ⁴			r i t	
33	dʒ ei ⁴²				tsʰ i ⁵⁵	r e	
549	dʒ a m ³		dʒ æ m ⁵⁴				
311			b ai n ⁴	p ḛ n ²			
85						h b i n	pʰ ɛ n ³
517		ts õ ²³	dʒ a ŋ k ⁵³	dʒ a ³⁴		r a ŋ	dʒ a̰ ŋ ⁵³
420			m j ũ ³	m j u ŋ ⁵⁴		m j aːu	
158	b au ³				p u ³¹	p w iː	b au ³¹
13	k a n ²			g e n ⁴			g a n ²
457	b ai ʔ ³¹		b ə k ²	b a k ³²		p a ts	
114	n j æ̰ ṵ ʔ ⁵²		n j au k ⁵³				
31	d z o̰ ŋ ³²	ts a ŋ ³	ts o̰ ŋ ³²				
412	t a̰u ⁵			t o̰ k ⁵⁴			
155			dʒ ɛ ⁵				d z u ŋ ³
433			j ø k ³			r w i k	
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
117				kʰ a ²	k ə	k j aː	
288	b ai ʔ ⁴¹					p au k	
37			l ai ³²	l ai ³²		l ai	l ai ³¹
88	n j ṵ k ³⁵		m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
160		k o ŋ ⁵²	g a ŋ ³²	g a ³²			g ɔ ŋ ³²
15			g w ɛ m ³			k r w iː	g u m ⁵³
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
17			p a ŋ ⁵³	b a ʔ ²¹			
243	j ei ³¹		j e ⁵¹		ɹ i	r e	
298						ts au ŋ	dʒ ɔ ŋ ³⁴
374		k j ḛ ʔ ³	kʰ oi ⁴³			k j u	
444				j a ⁴		p r a	p j a̰ ŋ ⁵³
14			l æ̰ p ⁵³			h l j a p	l a̰ p ⁴
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
503	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³²		tsʰ u	tsʰ u ⁴³
299		p ṵ ⁵²		b au ²			b u ³¹
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
407	s u ⁵	ts o̰ ²³	s ɔ ⁴	s u ⁵			s ɔ ⁵²
328			d z ə ŋ ⁵¹	ts a̰ ŋ ⁴¹			d z i ŋ ⁵
355				tʃʰ ɔ ³			tʃʰ ɪ ³²
118				m j a ŋ ³²			m ɔ ³
280	kʰ au ³		g o ŋ ⁵¹	kʰ au ŋ ²	kʰ ə		
304				k a̰ ŋ ³²		kʰ a ɲ	
504	g j i ⁵		g i ⁴				g i ⁴³
378	n j ḛ k ⁵²		m j ɛ̰ ʔ ⁵²	m ḭ t ⁵⁴		m eˀ	m ḭ ⁵³
377	t ɔ̰ ⁴⁵		d ɔ ³⁴	t o̰ ʔ ⁵			t ɔ̰ ⁵⁴
462		p ḛ ʔ ²³	p j æ̰ p ³¹				b j ɔ ʔ ³
353	ts a̰u ⁵		d z au ⁵³	d z o̰ ʔ ⁵⁴	sʰ o ³¹		d z au ³²
