COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼː ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ l o																		
381-1	ʔ a tʃː																		
417-1	r u j																		
451-1	sː ə b a t																		
454-1	ʔ a tʃʼ i r																		
484-1	sː ɨ d ɨ sː t																		
535-1	ʔ a sː ɨ r																		
543-1	sː ə sː t																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə b ə r ə																		
65-1	tʼː u b																		
212-1	ʔ ɨ n																		
244-1	ʔ a r b t t																		
248-1	m u l a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a l																		
408-1	b ə r a																		
414-1	d ə b a kʼ u l a																		
601-1	ʔ ə r bː b																		
642-1	n ɨ f a s																		
60-1	n ə fː ə s ə																		
115-1	ʔ a m a m																		
209-1	sː ə m u t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼː ə bː w																		
638-1	s ɨ rː e																		
645-1	kʼ a l																		
160-1	tʼː ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w ə r																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	tʼː ə tʼː ə																		
409-1	g a t ə r ə																		
598-1	k b e tʃː																		
646-1	ʔ a ɲː ə																		
210-1	fː ə k w n r ə																		
215-1	ʔ a tʼː e b ə t t																		
285-1	m ɨ d a d																		
332-1	ʔ ə g i r																		
380-1	ʔ a k w a																		
412-1	sː a ʔ a n																		
64-1	d a b o																		
67-1	w i r																		
251-1	fː ɨ kʼ																		
294-1	m u kʼ kʼ																		
597-1	ʔ ɨ m ə l ə																		
7-1	ʔ a l g a																		
158-1	kʼ ə m i s																		
372-1	kʼ ə n f ə r																		
374-1	b ə kʼ b tʃʼ o																		
375-1	s ə b																		
411-1	t ə r a sː s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə l kʼ a m a																		
113-1	b u n																		
330-1	kʼ ə l d																		
448-1	kʼ ə d a m s ə n b ə t																		
449-1	ʔ a jː ə																		
491-1	d ɨ n g ə t																		
596-1	n ə g ə																		
4-1	g ɨ n i ə																		
8-1	kʼ ə b ə tʃː o																		
106-1	m ə s a																		
