COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
70		n ə fː ə r a				n ə f ə r ə										ħ a f ə n a			
348						ʕ a jː ə r ə										ʕ a j ə r a			
485	tʃʼ ɨ s	tʃ i s																	
654			t ə h u t	t ɨ h u d ə											t uː h a				
341			kʼ ə n d m ə m	kʼ ə n ə m ə	kʼ ə nː ə m ə m		kʼ ɨ n e m a	kʼ ə n d m ə m	kʼ ə n ə m ə		kʼ ə n ə m ə								
466						b ɨ ʕ u l				b a ʔ a w									
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
108	d ɨ mː ə t	d ɨ m ə t				d ɨ mː ə t										d ɨ mː u	d ɨ mː u		
537	k ə zː i j a	w o d g ɨ z e							x ə g ɨ z ɨ j ə										j a n e g i
447	tʃʼ ə w	tʃ ə w				s e w										s e w e	tʃʼ ə w		
347						ʔ ɨ fː o										ʔ a f o			
131										ʔ a d u rː u					ʔ aː d ə n			ʔ a d ə n	ʔ a d u rː u
506						m ə n b ə r				w ə m b ə r		w ə n b ə r					m ə n b ə r		
287	ʔ ɨ sː u	k ɨ s u															n ɨ sː u		
463				b ə ʔ ə d							b ə ʔ ə d								
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
35										tʼ əi̯					tʼ e m			t ɨ m	
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
245	kʼ ə b ə r o		kʼ ə w ə r ə		kʼ ə w ə r ə		kʼ ə w ə r ə	kʼ ə w ə r ə	kʼ w ə b ə r ə					kʼ ə w ə r ə					
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
298			h u t		h u t	w ɨ ʔ ɨ t u	x u t	h u t	x u t a		h u d a		h u t i			h ɨ t u			ʔ u t
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
219			g ə p a t		g ə bː a t		g ə pː a t	g ə p a t	g ə p a t		g ə p a d		g ə bː a t	g ə bː a t					
101																ħ u	ħ a w		
221			dʒ ə p ə r ə				dʒ ə pː ə r ə	dʒ ə p ə r ə	dʒ ə pː ə r ə		dʒ ə p ə r ə		ʒ ə bː ə r ə						
