COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ o n ¹								
495-1	ŋ u ³								
838-1	ˀn o k ⁴								
438-1	l m a k ⁴								
334-1	l a k ⁴								
360-1	l i ²								
394-1	m ɛ ²								
221-1	j u p ⁴								
202-1	k u ²								
935-1	u ²								
93-1	ˀt a ŋ ²								
7-1	p a n ²								
664-1	o a ŋ ¹								
246-1	k a k ⁴								
547-1	s a k ⁴								
555-1	j u m ¹								
464-1	m o ²								
119-1	ˀt a ŋ ¹								
835-1	ˀn a k ⁴								
79-1	t o ²								
693-1	ŋ u n ¹								
477-1	ˀn a p ⁴								
891-1	t a ŋ ³								
528-1	r o ŋ ¹								
797-1	s r a k ⁴								
493-1	n a k ⁴								
217-1	r a k ⁴								
896-1	ts a t ⁴								
452-1	m j a k ⁴								
580-1	ˀt i k ⁴								
833-1	ˀn a p ⁴								
390-1	o a ŋ ²								
696-1	ŋ o ¹								
86-1	ˀt u ŋ ¹								
384-1	m a ŋ ³								
61-1	ˀt a ŋ ¹								
536-1	s a k ⁴								
731-1	s ɛ ²								
779-1	t i n ¹								
589-1	t a ŋ ¹								
658-1	o m n ¹								
456-1	m j a ŋ ²								
183-1	k r i ²								
785-1	k a ²								
714-1	u ¹								
331-1	l a ²								
930-1	ˀŋ a p ⁴								
161-1	k a ŋ ¹								
814-1	k ui ²								
179-1	k r a k ⁴								
194-1	r a k ⁴								
727-1	s a ŋ ¹								
260-1	k j a p ⁴								
144-1	k o m ¹								
53-1	b a m ¹								
59-1	t a k ⁴								
506-1	p ɛ k ⁴								
29-1	b i k ⁴								
316-1	t a k ⁴								
389-1	m r a ŋ ¹								
118-1	m o ³								
312-1	k o ²								
490-1	n i ³								
436-1	l m a ²								
927-1	ˀn a ŋ ¹								
383-1	m a k ⁴								
211-1	j a m ¹								
873-1	s i ŋ ¹								
877-1	s a n ³								
344-1	l a m ¹								
666-1	ŋ o ²								
595-1	t a ŋ ³								
660-1	w a p ⁴								
642-1	tʃ a ŋ ³								
257-1	k r a m ¹								
167-1	k j a ²								
880-1	ˀt a k ⁴								
484-1	n a ŋ ¹								
574-1	s u m ²								
718-1	s a n ²								
811-1	k u ²								
458-1	t u ŋ ²								
884-1	t o ³								
205-1	k u k ⁴								
499-1	n ɛ ¹								
706-1	s a ¹								
920-1	u ŋ ²								
36-1	p j a ŋ ¹								
12-1	p ɛ n ¹								
350-1	l a ŋ ³								
4-1	p a n ¹								
342-1	r u k ⁴								
280-1	k u n ³								
612-1	t a ŋ ²								
459-1	m r i ŋ ¹								
569-1	s ui ²								
283-1	k r u ³								
148-1	k a k ⁴								
652-1	o a n ¹								
220-1	a j a ŋ ¹								
562-1	s a ŋ ²								
31-1	p r a k ⁴								
386-1	m a k ⁴								
804-1	k r a ŋ ²								
369-1	l a k ⁴								
125-1	t u ²								
314-1	k r a ŋ ¹								
823-1	l a k ⁴								
471-1	ˀɲ a m ²								
40-1	b r ˀr ŋ ³								
393-1	m a ŋ ³								
272-1	k j a ŋ ³								
463-1	m u ¹								
1-1	b o ¹								
214-1	j a m ²								
123-1	ˀt a k ⁴								
512-1	p a k ⁴								
518-1	p r ¹								
878-1	t a ²								
849-1	p a t ⁴								
524-1	p u k ⁴								
90-1	t a ŋ ³								
541-1	r o n ²								
933-1	ˀŋ u ²								
