COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ w a ⁵⁵								
495-1	ŋ au ³⁵								
838-1	n̥ ə ʔ ⁵⁵								
438-1	ȵ̥ a ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	ȵ i ³¹								
221-1	ʐ o p ⁵⁵								
202-1	k au ³¹								
935-1	ʂ o ³¹								
93-1	ts a ³¹								
7-1	p a n ³¹								
664-1	ɔ w a ŋ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	ʑ au m ⁵⁵								
464-1	ȵ au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n̥ a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ w a ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ o t ⁵⁵								
452-1	ȵ au ʔ ⁵⁵								
580-1	ʂ w a ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ u ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	x a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ʂ ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	tʰ ɔ ⁵⁵								
589-1	tʰ w a ŋ ⁵⁵								
658-1	ɔ m ⁵⁵								
456-1	ȵ w a ŋ ³¹								
183-1	k ʐ i ³¹								
785-1	x w a ³¹								
714-1	ʂ o ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ a p ⁵⁵								
161-1	k w a ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w a ʔ ⁵⁵								
194-1	ʐ w a ʔ ⁵⁵								
727-1	ʂ w a ŋ ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k ə m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə k ⁵⁵								
29-1	p i ⁵⁵								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	ȵ ʐ w a ŋ ⁵⁵								
118-1	ȵ ɔ ³⁵								
312-1	x ɔ ³¹								
490-1	n i ³⁵								
436-1	ȵ w a ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	a m ³⁵								
873-1	s i ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	tʰ w a ŋ ³¹								
660-1	ɔ t ⁵⁵								
642-1	pʰ w a ŋ ³¹								
257-1	x a m ⁵⁵								
167-1	k ʐ w a ³¹								
880-1	tʰ ɔ ʔ ⁵⁵								
484-1	n w a ŋ ⁵⁵								
574-1	ʂ u m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	tʰ au ŋ ³¹								
884-1	tʰ ui ³⁵								
205-1	k au ⁵⁵								
499-1	n i ⁵⁵								
706-1	ʂ w a ⁵⁵								
920-1	au ŋ ³¹								
36-1	p w a ŋ ⁵⁵								
12-1	p i ⁵⁵								
350-1	l w a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
280-1	x ʐ ui ⁵⁵								
612-1	tʰ w a ŋ ³¹								
459-1	ȵ i ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ au ³⁵								
148-1	x a n ³¹								
652-1	o i ⁵⁵								
220-1	ȵ̥ a ŋ ³¹								
562-1	ʂ ə ŋ ³¹								
31-1	pʰ ʐ w a ⁵⁵								
386-1	ȵ a ʔ ³¹								
804-1	x ʐ o ŋ ³¹								
369-1	l ə k ⁵⁵								
125-1	t au ³¹								
314-1	x ʐ a ŋ ⁵⁵								
823-1	l̥ a t ⁵⁵								
471-1	ȵ̥ a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w a ŋ ³⁵								
272-1	x ʐ a ŋ ³⁵								
463-1	ŋ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	i m ³¹								
665-2		ŋ o ⁵¹							
495-2		n i̱ ⁵⁵							
838-2		n i k ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j u p ²¹							
202-2		k j u̱i ²¹							
935-2		u ²¹							
93-2		ts a̱ ŋ ²¹							
7-2		p i n ²¹							
664-2		w a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j o̱ m ⁵¹							
464-2		m j u̱i ²¹							
119-2		ts i ŋ ⁵¹							
835-2		n e̱ ʔ ⁵⁵							
79-2		t o ²¹							
693-2		ŋ j ui ⁵¹							
477-2		n e ʔ ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		ts o̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		k o ʔ ⁵⁵							
833-2		ŋ ŏ̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t o̱ n ²¹							
536-2		s o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		a ²¹							
589-2		t a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		s a m ⁵¹							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		ŋ e̱ ʔ ⁵⁵							
353-2		l i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		k o ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ²¹							
727-2		ʃ a̱ ŋ ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p i̱ m ⁵¹							
59-2		t o ʔ ²¹							
506-2		pʰ i k ⁵⁵							
29-2		p i k ²¹							
316-2		t o̱ ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ʔ ²¹							
312-2		kʰ o ²¹							
490-2		n i ⁵⁵							
436-2		m j o ⁵¹							
927-2		ŋ a̱ n ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s e ²¹							
344-2		l a̱ m ⁵¹							
666-2		ŋ o ²¹							
595-2		t a̱ ŋ ⁵⁵							
660-2		w a p ²¹							
642-2		pʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		t e̱ ʔ ⁵⁵							
337-2		w a ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s u m ²¹							
718-2		ʃ e̱ n ²¹							
811-2		k j u̱i ²¹							
458-2		t au ŋ ²¹							
884-2		t i ⁵⁵							
205-2		k u ʔ ²¹							
499-2		n e ⁵¹							
706-2		ʃ o ⁵¹							
920-2		u ŋ ²¹							
36-2		p i ŋ ⁵¹							
12-2		p i ⁵¹							
350-2		l a̱ ŋ ⁵⁵							
4-2		p a n ⁵¹							
342-2		j u ʔ ²¹							
280-2		k j i ²¹							
638-2		tʃʰ a p ⁵⁵							
729-2		ʃ i ²¹							
72-2		t a ŋ ²¹							
612-2		t a ŋ ²¹							
459-2		m j i ŋ ⁵¹							
569-2		s ui ²¹							
283-2		kʰ j ui ⁵⁵							
