COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
6005	n ɔ r̃ ɔ	n ɔ r̃ ɔ j̃														
4783									r a					r u		
3704				k aː n a								k aː n a				k a n aː
5144				n iː					n iː							
1670					b a lː a			b a g a l a								
1169	g a z i													g a s u		
1503				d a ŋ a					d a ŋ a							
5017	d a j̃					d a j										
2699					n aː g a			nʷ aː g a								
5794							j ɛ						j aː			
1479									t ɔ g u	t ɔ g u		t ɔ g u				
3906				i n e n			i n e n		i n e r̃ u							
5792				t ɛ m									d ɛ			
3071			d u g ɛ								t ɔ g ɔ				t o g o	
5573										t a m b a r a			t a m b a l a			
1795													j			j
4655						o b i									o b i	
435												k u m u ɲ u	k u m u n dʒ o			
5955	j a									j aː				j̃ a		
2303		dʒ i ŋ dʒ ɛ				dʒ e n dʒ a	d ɛ n dʒ ɛ									
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
2029						n aː									n aː	
571						s u n dʒ i					s u n dʒ o					
3754			k ɛ m n ɔ		k aː n u			k aː m n ɔ								
3666						n a l a					ɔː l a		ɔ l ɔ			
5624					p ɛː n ɛː ŋ g a						p ɛ n ɛ ŋ g a					
2336			p ɔː l ɔ		p ɔ l ɔ			p ɔː l ɔ								
3522									o j					e j̃		
5574												p ɛ r̃ ɛ				p ɛ r̃ ɛ
5587					p u r u g e			p u r g u								
5018					ɔ n d ɔ			ɔ n d ɔ								
3258								j o g o			j o g e					
4384				k o w								k oː		k o w		
2515	m												m			
3663				ɔ ɣ ɔ					ɔ g ɔ							
4161						ŋ g o					ŋ g e					
4610		g oi					g o									
1337				l e m								l e w e				
3180						d u n d ɛ		d u n d ɛ								
3195	m	m														
597					g e n i			g eː n i								
5226				j aː									j a a			
2335	m										m ɔː					
3361										z a					z a	
4443					ɲ a ŋ g u			ɲ a g u								
3908								n t a			n d aː		n̩ d ɛ			
1723			d i w ɛ		n iː w ɛ			n iː g ɛ								
4485												t ũ		a t u		
5060			k a m g a								k a m					
2580			k i b a					k i b a								
828	j							j e								
5198	m	m														
910	m	m														
5939				ɛː r u			ɛː r i		ɛː r u							
5693					d u g u			d u g u								
4						k u n dʒ ɛ					k u n dʒ o					
3922	j	j														
5020							ɛː		ɛ							
5865			g u b a					g u b a								
2419	k u j a	k u j ɔ					k i j a									
5983			w a j a		w a j a			w a j a								
3957	a r i j e					a l i j a					a l i j a					
