COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	t u j															
1089-1	n aː g															
1319-1	n s															
1398-1	s u g u r u															
1557-1	g u k e															
1626-1	w a g a															
1840-1	t u ŋ															
2247-1	g o															
4677-1	k u r e j															
5162-1	m u n ɛ															
5406-1	t aː n d u															
359-1	t a k i															
1577-1	g u k e															
2196-1	n a r a															
2230-1	s u g oː															
2533-1	b a k a															
3605-1	k a n t a															
3866-1	o s u															
4553-1	t a g i															
4822-1	k u m b o															
5254-1	t u r ɔ															
503-1	k i r̃ a															
1356-1	m a j															
1881-1	n uː m s															
3218-1	t uː ɔ b															
3372-1	n a m a															
3718-1	a k a															
4135-1	b a n u															
4694-1	g u s u															
807-1	k d m b															
2320-1	k a t ɛ															
2476-1	k uː															
3719-1	m u															
4081-1	t a m b i															
4313-1	n ɛ m															
4460-1	s o j															
5810-1	t u w̃ u															
93-1	t s															
260-1	b ɛ k a															
385-1	t ɛ m b ɛ															
890-1	a m b k b															
1336-1	t e g e															
1703-1	b aː															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	t ɛ g ɛ															
4591-1	t r k i															
5301-1	dʒ ɛ r u															
5605-1	t u m a															
463-1	t u m b u															
1432-1	t a w̃ u															
1474-1	t ɔ j̃															
1788-1	s i															
2044-1	t u m b oː															
2713-1	t ɛ m d d k ɛ ɛ															
3219-1	t aː s b															
3425-1	j oː															
4184-1	n k j															
4629-1	n u w ɔ															
4759-1	n i j i															
4904-1	n u w d															
4960-1	g u n aː dʒ u															
4980-1	t ɔ															
5059-1	g u j o															
5339-1	dʒ a g a															
5549-1	t a t a															
5905-1	t u n u															
5922-1	b u k a															
5938-1	a t u n a															
1-1	t ɛ															
483-1	g d s u															
629-1	t dʒ															
667-1	ɛ t ɛ															
1254-1	s a m t u k u															
1415-1	n k															
1542-1	n s															
1683-1	s u j															
1898-1	dʒ u r̃ o															
2901-1	t u ŋ t															
2957-1	m a n t i															
3048-1	b i j ɛ															
3251-1	s a r̃ a															
3885-1	t ɛ k ɛ															
4402-1	j i															
5622-1	t e t i j															
6006-1	dʒ i k d															
135-1	t u n d u															
158-1	m ɔ s u															
194-1	b ɛ j															
221-1	ɛ s u															
650-1	b ɛ s i															
1152-1	t i b ɛ															
1374-1	k ɔ w g															
1452-1	g aː k a															
1862-1	i s u															
2083-1	k a n u															
2108-1	n a j															
2636-1	m															
2924-1	dʒ o r u															
2941-1	b u ɲ u															
3405-1	ɛ m ɛ															
3751-1	t ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n d															
5583-1	t a j g i															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	t ɔ j ɔ															
851-1	t oː j															
1941-1	k u s i															
2179-1	n t i															
2351-1	t a t a															
2496-1	n ɔ j̃															
3482-1	m u s i t ɛ															
3497-1	n aː															
3588-1	k ɔ k ɔ															
4202-1	g oː s d															
4293-1	dʒ ɔ t ɔ															
4921-1	s a m b a															
408-1	j e m b u															
545-1	u k u															
978-1	t d m															
1052-1	n aː m b u															
1070-1	u g o															
1942-1	j ɛ															
2456-1	k ɔ ɲ u															
2514-1	t u s u															
2666-1	s u g o															
2817-1	a j g aː															
3132-1	t u w g															
3300-1	ɛ w e															
3976-1	s z															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	t ɔ t															
4648-1	j oː															
5318-1	t ɔ k ɔ															
5673-1	t a m d															
5887-1	j aː n															
446-1	g o ŋ g e o															
521-1	k k dʒ i															
1108-1	k ɔ j o															
1124-1	i r i															
1745-1	dʒ a j a															
1823-1	g o ɔː															
2143-1	b a															
2265-1	u w̃ ɔ															
2392-1	n̩ o s u															
2579-1	t oː j															
2774-1	k a ŋ u															
3339-1	k a aː a															
