COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n u ³⁵								
838-1	l ¹ ⁵⁵								
438-1	ȵ i ɔ ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	ȵ i ³¹								
221-1	i p p ⁵⁵								
202-1	k au ³¹								
935-1	ȵ ³¹								
93-1	ts ə ³¹ ³⁵								
7-1	p a a ³¹								
664-1	ɔ ə ŋ								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə ʔ ⁵⁵								
555-1	a n ⁵⁵ ⁵⁵								
464-1	ȵ au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	tʰ o ³¹								
693-1	ŋ au ⁵⁵								
477-1	ʂ a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	k o ⁵⁵								
797-1	k ʐ u ʔ ⁵⁵								
493-1	n i ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	ȵ i u ʔ ⁵⁵								
580-1	s u ʔ ⁵⁵								
833-1	s i ⁵⁵								
390-1	ȵ ə ŋ ³¹								
696-1	ŋ ³⁵ ⁵⁵								
86-1	tʰ ə ŋ ⁵⁵								
384-1	ȵ i ³⁵ ³⁵								
61-1	tʰ a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	s i ³¹								
779-1	a ⁵⁵ ⁵⁵								
589-1	ʈʂ ə ŋ								
658-1	ɔ a m ⁵⁵								
456-1	ȵ i ə ŋ ³¹								
183-1	k ʐ a								
785-1	ʈʂ ɔ ³¹								
714-1	ʈʂ ⁵⁵								
331-1	l ɔ ³¹								
930-1	ʂ a p ⁵⁵								
161-1	k ə ŋ ⁵⁵								
814-1	x au ³¹								
179-1	k ʐ ɔ ʔ ⁵⁵								
194-1	k ɔ ʔ ⁵⁵								
727-1	ʂ ə ŋ								
260-1	m̥ ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p au m ⁵⁵								
59-1	k ɔ ʔ ⁵⁵								
506-1	p ə ʔ ⁵⁵								
29-1	p ə ʔ ⁵⁵								
316-1	k ɔ ʔ ⁵⁵								
389-1	ȵ ʐ ə ŋ ⁵⁵								
118-1	ȵ w ³⁵								
312-1	k ɔ ³¹								
490-1	n i ³⁵								
436-1	ȵ i w ³¹								
927-1	ŋ a m ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	ɔ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ w ³¹								
595-1	pʰ ɔ m								
660-1	ɔ a ʔ ⁵⁵								
642-1	k ə ŋ ³⁵								
257-1	k ɔ a m ⁵⁵								
167-1	k ʐ ɔ ³¹								
880-1	tʰ p p ⁵⁵								
484-1	n ə ŋ ⁵⁵								
574-1	s au m ⁵⁵								
718-1	ʂ a a ³¹								
811-1	x au ³¹								
458-1	t ə ŋ ³¹								
884-1	tʰ ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	a i ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p ɔ a m								
