COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a á a a									
1285-1	á ɔ a a									
1303-1	ŋ ɔ m a a									
2197-1	s a l a									
2828-1	n i a a									
3572-1	s ɔ á i									
1095-1	l i m a									
1755-1	á ɛ									
1789-1	ŋ a l l ŋ ŋ a a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m m a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	ɲ ʊ i i									
630-1	β ɛ n l									
814-1	ŋ ɔ m m ɛ									
1216-1	g a β a									
1228-1	m ɔ a									
1418-1	s i m a a									
1475-1	g ɔ a									
2026-1	t ɔ ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i β a a									
4040-1	g ɛ a i									
4373-1	l i m i									
4384-1	i á ɔ									
84-1	s ʊ k a a									
116-1	ɛ i a a									
181-1	g ɔ ɔ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a a									
1122-1	β i á a									
1159-1	j a									
1350-1	l j a									
1374-1	a s a p n									
1396-1	s ɔ β ʊ a									
1430-1	i s ɔ									
1666-1	t a á k									
1767-1	k ɔ k ɔ									
1906-1	i ŋ g i l a									
2177-1	ŋ g a									
2286-1	l a a									
2317-1	ɛ ʊ á a a									
2419-1	s ɛ k a									
2750-1	ɛ s i									
3018-1	s i l a									
3275-1	k a a a a									
3441-1	s a ŋ g a a									
3464-1	β ɔ a a									
3639-1	t ɛ t ɛ m z a									
3885-1	s u m ɔ a									
3981-1	i a a									
4192-1	ɛ i m m l									
4260-1	s ɔ a a									
4350-1	l ɛ ɛ l ɔ									
43-1	ʃ i ʊ ʊ a									
93-1	ŋ ɔ a ɔ									
200-1	m i									
374-1	l l l a									
459-1	l ʊ m a									
508-1	p ɔ ɛ ʊ a									
528-1	m i l i									
575-1	t a a									
871-1	t a a a									
1137-1	s i k ʊ									
1339-1	z ɔ i a									
1585-1	a l a a									
1712-1	z u l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	u u m l									
2334-1	p i g ɔ									
2393-1	m a ɔ a									
2537-1	l ɔ β ɔ									
2665-1	i ɔ g i i									
2738-1	m ɛ ɛ l									
2872-1	k ɔ s i									
2893-1	s i k ʊ a									
2997-1	g a s s a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l ɔ n n l n									
4028-1	ɔ ɲ n									
4137-1	m i l a									
4238-1	i s ɔ s i									
4316-1	t a t ʊ									
4429-1	a s l a									
4440-1	β i l i a									
4485-1	s ʊ a									
4574-1	β a a l a a									
4688-1	dʒ ɛ									
143-1	β ʊ									
240-1	ɔ ɔ ʊ a									
388-1	g a g a									
401-1	n a									
599-1	t á a m i i									
