COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
122				t a b e r u	t a b e r u					t a b e r u
13			o i d o ɴ				o r a r a	o r a tɕ i		
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
113	w a θ a					b a t a			w a t a	
184	u a ts ɨ					u m a ts ɨ				
3			o iː				o r a	o r e		
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
280	n a g a m u ɴ								n a g a m u ɴ	
211				eː	eː		eː	eː		iː
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
215		j o kː j a	j o k a							
287	h a g i	h a g i				k a r a p a dz ɨ				
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
178	m i tɕ a					m t a			ɴ ts a	
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
-136				n e r u	n e r u		n e r u	n e b u r u		
32				j o k e	j oː k e					
437					k o w a ŋ a r u					k o w a ŋ a r u
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
85	z u b u					dz uː			z uː	
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
255		tɕ iː t o					tɕ iː t o			
345	w a r a b ɨ					j a r a b i			w a r a b i	
369	k i r i r u ɴ	k i r e r o	k i r u	k i r e r u	k i r e r u	tʃː i	j oː			k i r e r u
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
2				a s i	w a t e					w a t a s i
265							m o j a	m o j a		
230	ʔ a ɴ tɕ u		a iː	a n o h i t o	a n o h i t o		a r e	a n o h i t o	ʔ a n u tsː u	a n o h i t o
443		s a g e r u		s a g e r u						
286								m u k oː z u n e	h w i ɕ a	
248	ʔ a m a								ʔ a m a	
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
289		u d e		u d e		u d i	o d e	u d e		u d e
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
167	θ e d a					t i d a			t iː d a	
340	m a ɕ u					m aː s o			m aː ɕ u	
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
386						m a tː oː β u			m a tː oː b a	
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
81	x o g a								k uː g a	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
90		ts u b u r i							ɕ i b u r u	
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
191	ʔ oː s a r i								ʔ oː s a ɴ	
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
86			s iː b o							s i pː o
39			h u t e	h u t o i			ɸ u t eː			
158					a ŋ e r u					a ŋ e r u
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
306	n a r i					n a ɭ			n a i	
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
387				eː	eː		eː			iː
307		m i	m iː	m i	m iː		m i	m i		m i
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
88	h i g i					pˢ ɨ g i				
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
38					oː k iː	u k u		oː k iː		oː k iː
5					a ɴ t a					a n a t a
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
403		h oː r u		h oː r u	h o r u					
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
433	s i b u r u r i								ʃ i p u j u ɴ	
457					n a w a			n a w a		
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
426		k a m a r u		k a m u						
269	ʔ i x i	i k e		i k e			e k e	i k e		
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
58		s a k a n a			s a k a n a					s a k a n a
406		n a g u r u						n a g u r u		n a ŋ u r u
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
123			k uː				k uː	k uː		
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
117				k i m o					tɕ i m u	
261		s o r a		s o r a						s o r a
155	i r u r i	i t e							i ts oː n	
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
10	ʔʲ a					vː a			ʔʲ aː	
21	n uː					n a u			n uː	
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
355					g o ts ui	u d a				
