COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɔ a m a									
893-1	a a i a l a									
1285-1	ɔ ɔ a a									
1303-1	ɔ g ɔ m a									
2197-1	ɔ k a l a									
2828-1	ɔ i ɔ a									
3572-1	s ɔ ɔ a									
1095-1	l i m a									
1755-1	ɔ ɔ a									
1789-1	k a l a a ŋ g a									
3207-1	k u l a									
3519-1	t ɔ m a									
3686-1	ɔ i m p a									
4249-1	k u m a									
4451-1	ɔ i s a									
448-1	ʊ ʊ a a l a									
630-1	β k ʊ l a									
814-1	g ɔ ɔ m l a									
1216-1	g a ʊ i l a									
1228-1	p ɔ a a									
1418-1	ʊ i m u ʊ l a									
1475-1	g ʊ a									
2026-1	t ɔ i a									
2775-1	ɔ u ɔ m l a									
3397-1	k ɔ l a									
3826-1	ɔ ɔ k a									
4003-1	a i ʊ β a									
4040-1	g ɔ ɔ a									
4373-1	l i m a									
4384-1	i ʊ a									
84-1	s u k u l a									
116-1	ʊ i k a									
181-1	g ɔ ɔ ŋ g a									
419-1	l ɔ g a									
587-1	ɔ ɔ ʊ ʊ a									
660-1	l ɔ l a									
848-1	ɔ ɔ l a									
1083-1	l i l a									
1122-1	ʊ i ʊ a									
1159-1	ɔ a									
1350-1	l j a a									
1374-1	ʊ a a a l a									
1396-1	ɔ ɔ ɔ a									
1430-1	i ʊ s a									
1666-1	t a a ʊ a									
1767-1	k ɔ k a									
1906-1	i ŋ g i l a									
2177-1	ɔ g a h a									
2286-1	l a									
2317-1	ɔ ɔ ɔ a									
2419-1	s ʊ k a									
2750-1	ʊ ʊ ʊ a									
3018-1	k i l a									
3275-1	ʊ a a ʊ a									
3441-1	s a a i g a									
3464-1	ʊ ɔ ʊ a									
3639-1	t ʊ t ʊ m a l a									
3885-1	s u m a									
3981-1	i ʊ m a l a									
4192-1	ʊ i a m l a									
4260-1	s ɔ a a									
4350-1	l ʊ ʊ l l a									
43-1	ɔ ɔ ɔ ʊ a									
93-1	ʊ ɔ ʊ a									
200-1	β i a									
374-1	a k a l ʊ l a									
459-1	l u m a									
508-1	p ɔ ʊ a									
528-1	β i l a									
575-1	t a a									
871-1	ɔ ɔ m a									
1137-1	ʊ ʊ ʊ a									
1339-1	ɔ ɔ ɔ a									
1585-1	a a l a									
1712-1	k u l a									
1872-1	p ɔ a									
2088-1	β i s a									
2166-1	ʊ u ʊ m l a									
2334-1	ʊ i k a									
2393-1	m a ʊ a									
2537-1	l ɔ m a									
2665-1	i ʊ ŋ g a									
2738-1	β ʊ ʊ l a									
2872-1	k ɔ s a									
2893-1	ɔ ɔ ɔ ʊ a									
2997-1	k a ʊ i l a									
3075-1	g u l u l a									
3675-1	l ʊ ʊ a l a									
4028-1	ɔ ɔ a									
4137-1	m ʊ l a									
4238-1	i ʊ s ɔ l a									
4316-1	t ɔ t a									
4429-1	p a s a									
4440-1	ɔ i l a									
4485-1	s a									
4574-1	β ʊ a a l a									
4688-1	ɔ ɔ ɔ ʊ a									
143-1	ʊ u a									
240-1	ɔ ʊ g a									
388-1	ʊ ʊ ʊ u m a									
401-1	ʊ a									
599-1	t ʊ ʊ m l a									
649-1	l ʊ ʊ t a									
755-1	g u l a									
836-1	s u ʊ m l a									
969-1	ʊ ʊ a									
994-1	ɔ ɔ ɔ ʊ l a									
1006-1	ɔ u ɔ ŋ g a									
1032-1	ʊ ɔ l ɔ l a									
1043-1	ɔ a l a									
1110-1	t ʊ m a									
1263-1	t ʊ p a									
1273-1	l ɔ ɔ t a									
1329-1	i ʊ a a l a									
1362-1	ʊ i a									
1606-1	ɔ ʊ t a									
1617-1	ɔ ɔ ɔ a									
1629-1	ʊ ʊ i a									
1744-1	i β a a									
1895-1	ʊ a									
1917-1	ʊ u m a									
1969-1	ɔ ɔ ɔ ʊ a									
1989-1	s a g a									
2037-1	ʊ k ʊ t a									
2128-1	g ʊ ʊ m l a									
2186-1	g a ʊ a									
2483-1	g u l a									
2592-1	l ɔ l a									
2615-1	ʊ a a									
2700-1	g a ʊ i l a									
2784-1	ʊ ʊ l a									
2797-1	l ɔ m a									
2884-1	ʊ p j a a									
2904-1	ʊ ʊ ʊ ʊ ʊ l a									
2972-1	ʊ ʊ a									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u ʊ a									
3261-1	ʊ ʊ ʊ a									
3364-1	ɔ ɔ t a									
3385-1	ʊ a									
3419-1	t ʊ a									
3430-1	u ʊ a									
3583-1	ʊ ɔ ʊ ʊ a									
3664-1	ʊ ʊ ʊ a									
3706-1	t a ʊ ʊ ʊ a l a									
3756-1	s i a ʊ l a									
3837-1	h ɔ ʊ ɔ m a									
3865-1	s ʊ s a									
4406-1	t i a									
4530-1	l ɔ ɔ a									
4552-1	ʊ ʊ ʊ ʊ a									
4621-1	ʊ a ʊ i a									
2689-2		p i m a								
893-2		p a a a n a								
1303-2		p k o m a								
2197-2		s o i n a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		p i m a								
1789-2		g p a a a n g a								
3207-2		p u n a								
3519-2		t u m a								
3686-2		p i m n a								
4249-2		g u m i								
4451-2		v i s i								
448-2		p u a a n a								
630-2		p e e n e								
814-2		p o o m n e								
1216-2		g a v a n a								
1228-2		p i n a								
1418-2		p a o a n n a								
1475-2		g o a								
2026-2		t i i a								
3826-2		p o g a								
4003-2		p i a v a								
4373-2		p i n a								
4384-2		p i o								
84-2		s u g u n u								
116-2		v i g a								
419-2		p o g a								
587-2		o o ŋ g o								
660-2		p a n a								
848-2		g i n a								
1122-2		v u n a								
1159-2		p i								
1350-2		p i n a								
1374-2		p o o a n a								
1906-2		i a g i n a								
2419-2		s ŋ g a								
2750-2		p i n a								
3441-2		s e a ŋ g a								
3464-2		v o n a								
3639-2		t p t a m n n a								
3981-2		p a o a n a								
4192-2		v i a m n a								
4350-2		p e e a n o								
278-2		p i								
3971-2		k i m a								
55-2		p i m a								
43-2		p a a n a								
93-2		g o n o								
459-2		p u m a								
1137-2		p ŋ g a								
1585-2		p a n a								
1872-2		p i i								
2166-2		p u u m n a								
2872-2		g o n a								
2997-2		g a a a s a								
3075-2		g u o u n a								
3675-2		p a e a n e								
4137-2		p a n a								
4238-2		p a o a n a								
4316-2		t a t u								
4574-2		p o a a n a								
3067-2		p t u								
3531-2		p a a ŋ n a								
1033-2		p p a a a n n a								
3185-2		v i ŋ k a								
794-2		v a e a k a								
143-2		v u a								
240-2		p a g a								
388-2		e a a u m a								
599-2		t a a m n i								
969-2		p s a								
994-2		p a a a g a								
1606-2		o o t o								
1629-2		g a i a								
1895-2		p o								
2592-2		p o n a								
2884-2		p a i n a								
3148-2		i t a								
3261-2		p e n e								
3583-2		p o o n a								
3837-2		g o o o m a								
4621-2		p a a n i								
1929-2		p u n a								
3940-2		p i n a								
860-2		p a a a n a								
2057-2		p i n a								
552-2		p u n a								
959-2		p e n o								
1495-2		v u t a								
2689-3			i k a							
893-3			l i k a							
1285-3			f i k a							
1303-3			f i o k a							
2197-3			f i i l a							
2828-3			l i k a							
3572-3			o k a							
1095-3			l i k a							
1755-3			i k a							
1789-3			l a i k a							
3207-3			i l a							
3519-3			u k a							
3686-3			f i i k a							
4249-3			i k a							
4451-3			i k a							
448-3			f o n k a							
630-3			f a i l a							
1216-3			a n k a							
1228-3			f i k a							
1418-3			f f m a i k a							
1475-3			i k a							
3397-3			f o l a							
4003-3			f i k a							
4040-3			f i k a							
4373-3			i k a							
4384-3			i k o							
181-3			f o o i k o							
419-3			l o k a							
587-3			o n k o							
660-3			l i l a							
1083-3			l i l a							
1350-3			l i k a							
1374-3			a i k a							
1396-3			f o k a							
1666-3			f i i k o							
1767-3			f o k o							
1906-3			l i l a							
2177-3			f i i k a							
2286-3			l i							
2317-3			f u k a							
2750-3			i k a							
3275-3			f a k a							
3464-3			o k a							
3639-3			f a m n l a							
3981-3			f l m i k a							
4192-3			f a m k a							
4260-3			f i k a							
4350-3			l a l l o o							
278-3			k i							
745-3			f i k o							
3971-3			i k a							
93-3			o k o							
200-3			i k a							
374-3			f f a l a k a							
508-3			f o k a							
528-3			f i l a							
1137-3			n k a							
1585-3			i l a							
1712-3			f u l o							
2088-3			f i k a							
2334-3			f i k o							
2393-3			f i k a							
2665-3			f i k a							
2738-3			f a i l a							
3675-3			l a a n l a							
4137-3			n l a							
4440-3			f i l a							
4574-3			a a i l a							
4688-3			f i i k a							
2798-3			i k a							
3067-3			i k a							
3531-3			a n k a							
3767-3			l o							
4632-3			f i k a							
401-3			k i							
649-3			l a a k a							
755-3			f i l a							
1032-3			f o l o l a							
1043-3			f i l a							
1273-3			l o o k a							
1362-3			a k a							
1895-3			k i							
2615-3			a k a							
2784-3			f u l a							
2904-3			f f a a k a							
3385-3			k i							
3430-3			u k a							
3664-3			f a k a							
3756-3			f a a k a							
24-3			f u k a							
542-3			f a a k a							
564-3			f i k a							
928-3			f i k a							
1181-3			a k a							
1241-3			f u a k a							
1607-3			f a l a							
1929-3			u k a							
2852-3			f u k a							
3198-3			f a a k a							
3502-3			f i k a							
3598-3			f i k a							
3698-3			f l a i l a							
3735-3			f i l a							
3940-3			n l a							
2689-4				b o i a						
893-4				b o o o i i						
1285-4				b o i a						
3572-4				b ɔ i a						
1755-4				b i a						
1789-4				b ɔ o o o o i a						
3686-4				b o o i a						
4451-4				b o i u						
1216-4				b o o o i i						
4003-4				b o o i i						
419-4				b o i i						
1122-4				b o i i						
1430-4				b o i i						
1666-4				b o o i a						
1767-4				b ɔ i i						
55-4				b o o a						
94-4				b ɔ e a						
2717-4				b g o o g a						
1339-4				b o i a						
4632-4				b o o a						
2784-4				b o i i						
3160-4				b o r i						
675-4				b u o g a						
860-4				b o o o g a						
1151-4				b a						
1631-4				b u l a						
2057-4				b o o o						
2689-5					s l					
893-5					s l l l					
1285-5					s a					
1303-5					s a o l					
2197-5					s a l					
2828-5					s i l					
3572-5					s o l i					
1095-5					s i l					
3207-5					f u l					
3519-5					s u l					
3686-5					s i l l					
4249-5					k u l i					
448-5					s u l l					
630-5					β a l					
814-5					s o l l					
1228-5					s a					
1418-5					s i l l l l					
2026-5					s a					
2775-5					s u l l					
3397-5					β o l					
3826-5					s o k					
4040-5					s a l i					
4373-5					s i l i					
4384-5					i a o					
84-5					s u l u l					
116-5					s i l					
587-5					s l l					
848-5					k a l					
1159-5					s a					
1350-5					s a					
1396-5					s a f					
1430-5					i a l					
1767-5					s o l					
2286-5					s a					
2317-5					β u β					
2419-5					s a l					
2750-5					s a l i					
3018-5					s i l					
3275-5					s a l					
3441-5					s a l l					
3885-5					s a l					
4192-5					β i i l l					
4260-5					s a					
4350-5					s a l					
278-5					β a					
745-5					s a k					
3971-5					k l					
55-5					s l					
94-5					s o k					
2717-5					s a l l l					
4139-5					s a l					
200-5					β i					
374-5					s a l l					
508-5					β a f					
528-5					β i l i					
575-5					s a					
1137-5					s i l					
1339-5					s a					
1872-5					p a					
2537-5					s o l					
2738-5					β a l					
2872-5					s o l i					
2893-5					s a k u					
3675-5					s a l					
4028-5					s a					
4238-5					i a l o l i					
4429-5					s a l					
4485-5					s u					
2798-5					s a l					
3531-5					s l i l					
3767-5					s o					
4632-5					s a l i					
1033-5					s o l l o					
3185-5					s i i l					
649-5					s a l					
1110-5					s a l					
1263-5					s a l					
1273-5					s a l					
1329-5					s a l l					
1617-5					s a k					
1917-5					s a l					
1969-5					s a l					
2483-5					s a l					
2615-5					s a					
2700-5					s a l l					
2884-5					s p l					
2972-5					s a					
3030-5					s i p					
3261-5					s a l					
3419-5					s a					
3664-5					β a l					
3706-5					s a l l					
3865-5					s a l					
4406-5					s a					
4530-5					s u k					
4552-5					s a l l i					
24-5					s u l					
542-5					β a l l l					
1181-5					f a l					
1241-5					s u u l l					
1607-5					s a l					
1929-5					s u l					
3598-5					β a l					
3698-5					i a l l l					
3735-5					s u l					
3940-5					s a l					
1631-5					k u l					
2057-5					s i l					
552-5					s u l					
959-5					s a l					
1318-5					k u l l					
1411-5					s i					
1495-5					s u l					
1578-5					s a l					
1303-6						k ɔ n d ɔ				
1755-6						l g a				
448-6						t u n d ɔ				
1475-6						s u b				
3397-6						k u l ɔ				
2286-6						l i				
278-6						s i				
2717-6						t ɔ n d ɔ				
4137-6						k ɔ b				
3767-6						l i				
1033-6						t k n l ɔ				
2689-7							a m e			
893-7							a t o			
1285-7							a w m i			
1303-7							ŋ k o m e			
2197-7							s a a			
2828-7							a i ŋ e			
3572-7							s o i			
1095-7							t i m e			
1755-7							i m e			
1789-7							k a a n ɣ e			
3519-7							t u m e			
3686-7							i m g e			
4249-7							k u m i			
4451-7							a i s i			
814-7							ŋ o o m e e			
1216-7							ɣ a a			
1475-7							ɣ a			
2026-7							t e e			
2775-7							v u a m b a			
3826-7							t o k a			
4003-7							i n v a			
4040-7							ɣ u ŋ i			
84-7							a ɣ u u			
116-7							s i k a			
181-7							ɣ o o n ɣ e			
419-7							a o ɣ e			
587-7							o o ŋ ɣ o			
660-7							a a			
848-7							k a			
1122-7							a i a			
1159-7							ŋ e			
1374-7							a s a b e			
1396-7							s o u			
1430-7							i ŋ s a			
1906-7							i o ɣ i a			
2177-7							ɣ u g i			
2419-7							s k a			
3018-7							s i a			
3275-7							a n ŋ e			
3441-7							s a ŋ ɣ a			
3464-7							a o a			
3639-7							t i t i m o			
3885-7							a i m e			
4192-7							i i m b e			
745-7							u k a			
3971-7							k m e			
55-7							ŋ m e			
2717-7							n ŋ b a			
4139-7							i ŋ e			
93-7							k o m o			
459-7							a u m a			
575-7							t m i			
1712-7							a u a			
2088-7							a i s a			
2166-7							u a m b a			
2334-7							a i ɣ e			
2393-7							m o m o			
2537-7							a o m e			
2665-7							i a n ɣ e			
2997-7							ɣ a n s a			
4028-7							v w e			
4316-7							t t u			
4429-7							a o s a			
4688-7							i i n w e			
3067-7							o t u			
3185-7							v i i k a			
794-7							v i e k a			
143-7							u i			
388-7							a a u m o			
599-7							t a m b i			
836-7							s u a m b i			
969-7							i s a			
1110-7							a o m e			
1263-7							a o h a			
1329-7							i o a n b a			
1362-7							ɣ i i			
1606-7							o o t o			
1629-7							k i i			
1744-7							i o u a			
1917-7							a u m e			
1989-7							s o a			
2037-7							ɣ u t a			
2128-7							ɣ o a m b e			
2186-7							ɣ u m a			
2700-7							ɣ o a ŋ ɣ a			
2797-7							a o m a			
2904-7							o a a t b i			
2972-7							s m e			
3148-7							i t a			
3364-7							a o t a			
3419-7							t m e			
3430-7							u m a			
3583-7							o o a			
3706-7							t a ŋ a n b a			
3756-7							s i i n s e			
3837-7							k o a o m a			
4406-7							t i i			
4621-7							a n g i			
564-7							o n g a			
928-7							k o m a			
1181-7							v m a			
1241-7							u u ŋ b e			
2852-7							k o m a			
3198-7							o m n b a			
3502-7							o m a			
675-7							u n g a			
1151-7							m i			
959-7							e m o			
1411-7							v i			
1495-7							t a			
2689-8								n ô m a		
1285-8								n w d a		
1303-8								t ô m a		
2197-8								t ô d a		
2828-8								t ô n a		
3572-8								t ô n i		
1755-8								t d e		
1789-8								g ô ô n g o		
3207-8								t u d a		
3519-8								t u m a		
3686-8								t ô m d a		
4249-8								t u m i		
4451-8								t ô d i		
814-8								t ô m d ɛ		
1228-8								t ô d a		
2026-8								t ô d a		
2775-8								t u m d i		
3826-8								t ô d		
4040-8								t ô n i		
181-8								t ô n d o		
660-8								t ô d a		
848-8								t ô d a		
1083-8								t ô d a		
1159-8								t e		
1350-8								t ô d a		
1396-8								t ô d		
1666-8								t ô n a		
2177-8								n ô d i		
2317-8								t u p a		
4260-8								t ô d		
745-8								t ô d a		
3971-8								t ô m a		
94-8								t ŋ g a		
2717-8								ŋ g ŋ g o		
4139-8								m ô n a		
43-8								t ô d a		
575-8								t d e		
871-8								t ô d a		
1339-8								t ô d a		
1585-8								t ô d a		
1872-8								t d a		
2893-8								t ô k u a		
4028-8								t d e		
4316-8								t ô d a		
4440-8								t ô d a		
4485-8								t a		
4688-8								t ô d a		
2798-8								n d a		
794-8								t ô k a		
994-8								t ô d a		
1006-8								t ô n d a		
1043-8								t ô d a		
1617-8								t ô d a		
1969-8								t ô d a		
3364-8								t ô d a		
4530-8								t u d a		
928-8								t ô d a		
2852-8								t ô d a		
675-8								t ô ŋ g o		
860-8								t ô ŋ g a		
1631-8								g u d a		
552-8								t u d a		
1318-8								t u n d a		
1578-8								t w a		
2689-9									s ʊ n e	
893-9									u i m g a	
1285-9									s e n a	
1303-9									k ʊ o n e	
2197-9									s a n a	
2828-9									r o n e	
3572-9									s o n e	
1095-9									r ʊ g e	
1789-9									k ʊ m g a	
3207-9									k o n a	
4249-9									k ʊ n e	
4451-9									r a b	
630-9									s a l a	
814-9									s o m b o	
1228-9									s b n a	
1418-9									s a m m a l a	
1475-9									k g a	
2026-9									s b n a	
2775-9									s i m b a	
3397-9									k o l o	
3826-9									s o k a	
4003-9									r ʊ m g i	
4040-9									s i n e	
4373-9									s i l	
4384-9									u l o	
116-9									r i k a	
181-9									s o m g o	
1083-9									s o n a	
1374-9									s b a g e	
1430-9									u i g i	
1666-9									s ʊ n o	
1767-9									s o k o	
1906-9									u i g a	
2177-9									s e m b i	
2419-9									s a k a	
2750-9									u i l	
3018-9									k i g a	
3441-9									s a m g a	
3885-9									s ʊ g e	
3981-9									u i m a l a	
4260-9									s i n a	
4350-9									s ʊ l o	
278-9									l i	
745-9									s i b o	
55-9									s ʊ g e	
94-9									s o b a	
4139-9									r o n a	
200-9									s l	
528-9									k i l	
871-9									s o n a	
2088-9									r i g i	
2166-9									s b m g a	
2334-9									r i g o	
2393-9									s i g e	
2537-9									s o g e	
2665-9									u ʊ m g	
2738-9									s ʊ m l a	
2872-9									k o l	
2997-9									s b m g i	
3075-9									s i l a	
4238-9									u i o l	
4429-9									s i g i	
4440-9									s i n	
4485-9									b i	
4574-9									s b a	
2798-9									s n i	
3067-9									s g a	
3767-9									l o	
4632-9									s i l o	
1033-9									s o m a m o l u	
3185-9									r a g a	
240-9									u i g o	
401-9									l a	
755-9									s i l a	
836-9									s i m g	
1006-9									s e m g a	
1744-9									u i g a	
1989-9									s i g i	
2037-9									s ʊ m g a	
2128-9									s i m g a	
2186-9									s i g e	
2483-9									k i l a	
2592-9									s o l a	
3030-9									s i l a	
3160-9									s i r a	
3385-9									l	
3865-9									s i l	
4552-9									u ʊ m l	
564-9									s i m g a	
3502-9									s i g e	
3598-9									s i l a	
3698-9									s i m m l a	
3735-9									k i l a	
1151-9									g i	
1318-9									s i m b a	
1411-9									g i	
2689-10										pʰ ɔ f a
893-10										o b t ɛ
1285-10										n w ɛ
