COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɔ a i a									
893-1	a i i a a a									
1285-1	i i a i									
1303-1	l a ɔ m a									
2197-1	ɔ a a l a									
2828-1	ɔ i n a									
3572-1	a ɔ n i									
1095-1	l i m a									
1755-1	i i ɛ									
1789-1	k a l a a ŋ g a									
3207-1	k ɔ l a									
3519-1	t ʊ m a									
3686-1	a i m i a									
4249-1	a ʊ m i									
4451-1	ɔ i i i									
448-1	ɔ ʊ a a n i									
630-1	β k ʊ l a									
814-1	l ɔ ɔ m b a									
1216-1	g i β i a a									
1228-1	b w a i									
1418-1	a i m a a a a									
1475-1	g u a									
2026-1	t w i i									
2775-1	l u ɔ i b a									
3397-1	k ɔ l a									
3826-1	i ɔ i a									
4003-1	i i i a a									
4040-1	a a n i									
4373-1	l i ɔ i									
4384-1	i i ɔ									
84-1	a a a ʊ l a									
116-1	i i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	i ɔ g a									
587-1	ɔ a ŋ d ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	i i i a									
1159-1	i a									
1350-1	l j a a									
1374-1	u i a a a a									
1396-1	a ɔ i ʊ									
1430-1	i i i ɔ									
1666-1	l ɔ i n ɔ									
1767-1	k ɔ i a									
1906-1	i ŋ g i l a									
2177-1	ŋ g a a i									
2286-1	l a									
2317-1	ɔ ɔ i a									
2419-1	s i k a									
2750-1	ʊ a a i									
3018-1	k i l a									
3275-1	k a l a a									
3441-1	s a a ŋ g a									
3464-1	ɔ ɔ t a									
3639-1	g ɛ t a m a a a									
3885-1	s u m a									
3981-1	ɔ ɔ m a a a									
4192-1	t a a m a a									
4260-1	ɔ w a i									
4350-1	l a ɔ l a ɔ									
43-1	l ɔ ɔ a a									
93-1	m ɔ a ɔ									
200-1	ʊ i a									
374-1	a a a l a a a									
459-1	l u m a									
508-1	p ɔ a ʊ									
528-1	k i l i									
575-1	t a i									
871-1	ɔ ɔ i a									
1137-1	a ʊ k ʊ									
1339-1	p i i i									
1585-1	a ɔ l a									
1712-1	a ɔ l ɔ									
1872-1	p a i									
2088-1	β i s a									
2166-1	s u i m b a									
2334-1	ʊ i k ɔ									
2393-1	m a n a									
2537-1	l ɔ m ɔ									
2665-1	i i ŋ g i									
2738-1	β a a l a									
2872-1	k ɔ i i									
2893-1	ɔ i a i l									
2997-1	k a i i s a									
3075-1	k u l a b a									
3675-1	l j ɔ a l a									
