COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j j ŋ						
19-1	n j ʔ						
44-1	l u ʔ ⁵						
50-1	h ai ŋ ŋ						
62-1	s a k ⁵						
70-1	b a n ³						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁴²						
127-1	kʰ w ei ³						
132-1	w ɔ ʔ ³¹						
133-1	n au ³						
135-1	n au ⁵						
142-1	d z i ³						
143-1	ŋ ɔ ʔ ³¹						
149-1	k u ³¹						
152-1	ŋ ɔ ³						
157-1	b ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ ³						
195-1	n a ³						
200-1	k a n						
216-1	s a ŋ ⁵						
218-1	l a ʔ ³						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	s w ei						
253-1	m j ³¹						
270-1	m j ³						
278-1	m j ŋ ŋ ³¹						
279-1	j a ³						
285-1	j a m ³						
308-1	d j ⁵ ⁵						
322-1	m j ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u ʔ ⁵						
362-1	j i ³¹						
391-1	j ə p ⁵						
394-1	m ɔ ʔ ³						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ p ⁵						
460-1	s a ʔ ⁴²						
463-1	j i ³¹						
464-1	ʔ u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u k						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	h j n n						
516-1	w a ³						
522-1	n ɔ ʔ ⁵						
523-1	pʰ j ṵ ³						
524-1	n a ³¹						
540-1	kʰ ɔ ⁵						
3-1	b w n ³¹						
6-1	k j ³						
7-1	dʒ a m ³						
20-1	n a p ⁴²						
51-1	n a n ³¹						
64-1	g u ŋ ³¹						
65-1	g u k ⁵⁴						
66-1	d z u ⁵						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j ʔ ʔ ³						
78-1	m au ³¹						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ ʔ						
93-1	l a m						
94-1	n j ei ³¹						
100-1	s w n ⁵						
116-1	l u ³						
119-1	w a m ³						
124-1	pʰ j ɔ ³						
136-1	l i i ³¹						
137-1	kʰ j au ŋ						
144-1	s w t ³¹						
145-1	d u ŋ ³						
146-1	m au ʔ						
150-1	j j ɔ ʔ ³¹						
154-1	m w s ³						
165-1	g j a ³¹						
166-1	pʰ j ɔ ³¹						
169-1	g j a̰ ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	n j ɔ ʔ ⁴³						
193-1	b u ³						
205-1	n a t						
206-1	m w ei ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ m ³						
217-1	j u ³¹						
224-1	n j au ⁵ ⁵						
228-1	b au ŋ						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j ɛ ³						
256-1	ʔ a						
257-1	pʰ ɔ ʔ						
272-1	m ɔ ⁵						
273-1	ʔ a ³						
274-1	m a ŋ						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ³¹						
294-1	ʔ u ⁵						
301-1	j a ʔ ³						
306-1	kʰ j u p ⁵⁴						
307-1	ŋ a p ⁵						
321-1	tʰ a ŋ ³¹						
331-1	m j w ³						
332-1	l a m ³						
335-1	g j ɔ ³						
336-1	n a m ³¹						
340-1	ŋ au ³						
342-1	m j au ʔ ³						
360-1	dʒ w p ⁵³						
376-1	s ɛ ³						
389-1	n j k ³						
395-1	n u ³¹						
401-1	ʃ ei ³						
404-1	d z u ŋ ³						
408-1	d u ³						
409-1	l ɔ ³¹						
413-1	d w n n ³						
421-1	n j u ³ ³						
425-1	b j ei						
430-1	tʃʰ i ⁵						
442-1	d u ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ⁵						
458-1	ʃ u ⁵						
469-1	kʰ au ⁵						
470-1	d a ⁵						
475-1	ŋ ɔ ⁵						
477-1	n j ɛ t						
478-1	ʃ i t ⁵						
480-1	g au ⁵						
485-1	n j ɔ ⁵						
495-1	ŋ a ³¹						
499-1	m j a ŋ						
500-1	n j w n						
501-1	tʰ u ³						
506-1	dʒ a p ³¹						
507-1	n w ʔ ⁵						
509-1	l ɔ ŋ ⁵						
510-1	b j ai ŋ ⁵						
511-1	l a ʔ ³						
521-1	h au n ³						
525-1	n j au ŋ						
538-1	tʃʰ w j ³						
539-1	dʒ j n ⁴²						
544-1	k j u ʔ						
550-1	tʰ ɔ ʔ ⁵³						
562-1	m j u ŋ						
568-1	g o ³¹ ³						
2-1	kʰ u ŋ ³						
11-1	s ai ŋ ⁵						
12-1	j ɔ ŋ ³¹						
22-1	g u ŋ						
28-1	b a ³¹						
29-1	tʰ u ʔ ⁵						
30-1	w a ŋ ³¹						
35-1	l a ŋ ³¹						
38-1	dʒ u ⁵						
42-1	pʰ ə t ³¹						
46-1	tʃʰ a ³¹						
52-1	d ɔ ʔ ⁵						
55-1	b a m ³¹						
69-1	s u ʔ ⁵						
79-1	k j m m						
83-1	tʃʰ au ⁵						
86-1	j j ʔ						
89-1	s a ŋ ³						
90-1	pʰ ɔ ʔ						
91-1	ʔ a n ³						
92-1	kʰ a t						
106-1	g u k ³¹						
120-1	tʃʰ a ³¹						
125-1	k ɔ n ³						
148-1	d a ŋ ³						
173-1	pʰ ə t ⁵						
179-1	k u ³¹						
186-1	ŋ a ³						
187-1	l a ŋ ³						
197-1	n a t ⁵³						
209-1	kʰ u ŋ ³¹						
210-1	m w m ³						
211-1	d au ³¹						
213-1	n i k ⁵						
215-1	dʒ w t ⁵³						
220-1	tʰ u ŋ ³						
237-1	ʃ j ³						
239-1	n a m ³¹						
242-1	tsʰ u ³						
248-1	kʰ j ⁵						
255-1	b j au						
271-1	tʃʰ au ⁵ ³						
275-1	n u ŋ ⁵						
277-1	tʃʰ a ŋ ³						
295-1	kʰ u ʔ ⁵⁴						
302-1	tsʰ a̰u ⁵						
