COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j ɛ ³						
19-1	n j ³						
44-1	l u ʔ ⁴³						
50-1	h j ŋ ³						
62-1	s ai k ⁵⁴						
70-1	b a n ³						
75-1	n j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³¹						
127-1	kʰ j ei ³						
132-1	w ɔ ʔ ³²						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z ɔ ³						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ³						
152-1	ŋ ɔ ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ³¹						
192-1	n ṵ ³						
195-1	n a ³						
200-1	kʰ a ɛ ³						
216-1	s a ŋ ⁵						
218-1	l ɔ ʔ ³²						
225-1	s a ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w ei ⁴³						
253-1	m j ei						
270-1	m ei ⁵						
278-1	m j ŋ ŋ ³¹						
279-1	w ɔ ⁴³						
285-1	j a m m						
308-1	d j a ³						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u ʔ ³						
362-1	j ɛ ³						
391-1	j ṵ p ⁵						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ p ⁵						
460-1	s a t ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	g j ³						
496-1	h j ɛ ŋ ³						
516-1	w a ³						
522-1	n ɔ ʔ ⁴³						
523-1	pʰ j u ³						
524-1	n a ³						
540-1	kʰ j ⁵						
3-1	b w ei ³						
6-1	k j ³						
7-1	dʒ ɔ m ³¹						
20-1	n a p ⁴³						
51-1	ŋ w ɛ ³						
64-1	g u ŋ ³						
65-1	k u k ⁵						
66-1	d z u ³¹						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	n j ɛ ³						
78-1	m j ³						
82-1	pʰ u ŋ ³						
87-1	ŋ ɔ ʔ ³						
93-1	l a m ³						
94-1	m j ei						
100-1	s u ɛ ³						
116-1	l j ³						
119-1	w a m ³¹						
124-1	pʰ j u ³						
136-1	l i ei ³¹						
137-1	kʰ j au ei ³						
144-1	s w t ⁵³						
145-1	d u ŋ ³						
146-1	m au ⁵						
150-1	g j ɔ ʔ ³¹						
154-1	m j ɛ ³¹						
165-1	kʰ j ŋ ³¹						
166-1	pʰ j ɔ ³¹						
169-1	g j a̰ ŋ ³¹						
170-1	d j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³¹						
181-1	n j ɔ ʔ ⁴³						
193-1	b ə ³						
205-1	n ṵ ʔ						
206-1	m j ⁵						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ m ³						
217-1	ʔ u ³						
224-1	n j au ⁵ ⁵						
228-1	b au ŋ						
238-1	j au ⁵						
241-1	ʃ ɔ ³						
246-1	g j u ³						
256-1	ʔ a ³						
257-1	pʰ ə ³						
272-1	m ɔ ⁴³						
273-1	ʔ a ³						
274-1	m a ŋ						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ³						
294-1	ʔ u ³						
301-1	j ɔ ʔ ³						
306-1	kʰ j u p ⁵						
307-1	ŋ a p ⁵						
321-1	tʰ a ŋ ³¹						
331-1	m j ɔ ³						
332-1	l a m ³						
335-1	g j ɔ ³						
336-1	n a m ³						
340-1	ŋ au ³						
342-1	m j au ⁵ ³						
360-1	dʒ u a ³						
376-1	s a ʔ						
389-1	n a̰ ḭ k						
395-1	n ɔ ³¹						
401-1	ʃ ɛ t						
404-1	d z u ŋ ³						
408-1	d ɔ ³						
409-1	l ɔ ³						
413-1	d w ɛ n						
421-1	n j u k ³						
425-1	b j ei ³						
430-1	tʃʰ i ³						
442-1	d u ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ⁴³						
458-1	ʃ u ⁵						
469-1	kʰ au ⁵						
470-1	d a ³						
475-1	ŋ j ³						
477-1	n j ɛ t ⁵³						
478-1	ʃ ɛ t ⁵						
480-1	g au ⁵						
485-1	m j ɔ ⁵						
495-1	ŋ j ³						
499-1	m j a̰ ŋ ³¹						
500-1	n j ɔ ɔ						
501-1	tʰ u ³						
506-1	dʒ a p ³						
507-1	n ṵ ʔ ³						
509-1	l a ŋ ³						
510-1	d j u ŋ ⁵						
511-1	l ɔ ʔ ³						
521-1	h au ³¹						
525-1	n j au ei ³						
538-1	tʃʰ au ³ ³						
539-1	dʒ a n ³¹						
544-1	k j u ʔ ⁵³						
550-1	tʰ ɔ ʔ ⁵³						
562-1	n j u ŋ ³						
568-1	g au ŋ						
2-1	kʰ u ŋ ³¹						
11-1	s a ŋ ³						
12-1	j ɔ ³ ³¹						
22-1	g u ŋ ³¹						
28-1	b a ³¹						
1-2		m a ⁵²					
4-2		l a ⁵²					
18-2		m j i ⁵²					
19-2		n i ⁵²					
44-2		l a ²³ ⁵²					
50-2		f a ŋ ²³					
62-2		ts a ʔ ⁵²					
70-2		p a n					
75-2		m j a ʔ ⁵²					
97-2		ts o ŋ					
112-2		ts a ⁵²					
122-2		m j au ʔ ⁵²					
127-2		kʰ w i					
132-2		w a ʔ ⁵²					
133-2		n a ²³					
135-2		n au ²³					
142-2		ts a a ⁵²					
143-2		ŋ a ʔ					
149-2		j au ⁵²					
152-2		ŋ a ³					
157-2		p a ⁵²					
183-2		ʔ au ²³					
184-2		n au ʔ ⁵²					
185-2		ts ẽ m					
189-2		m j a ʔ ⁵²					
192-2		n a ⁵²					
195-2		n a ²³					
200-2		k a̰ ⁵²					
216-2		ts a ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		ts i ŋ ⁵²					
235-2		kʰ j ⁵²					
244-2		ts a ⁵²					
253-2		m i ²³					
270-2		m i ⁵²					
278-2		m j i ŋ					
279-2		w a ⁵²					
285-2		j a m ²³					
308-2		p w ⁵²					
322-2		m i ⁵²					
