COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	n j ɛ n						
19-1	n j ³						
44-1	l u ʔ ⁵						
50-1	h j ŋ ³¹						
62-1	s ai k ⁵						
70-1	b a n ³¹						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³						
127-1	kʰ w ei ³						
132-1	w ɔ ʔ ³²						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z i ³ ³¹						
143-1	ŋ ɔ ʔ ʔ						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	d ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n ṵ ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n j ³						
195-1	n ɔ ³						
200-1	k a n ³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ⁵³						
244-1	s a t ⁵						
253-1	m j ⁵						
270-1	m j ⁵						
278-1	m j ŋ ŋ ³¹						
279-1	w a ³						
285-1	j a m m						
308-1	d j ⁵						
322-1	m ei ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u k						
362-1	j i ³¹						
391-1	j ṵ p ⁵						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ p ⁵³						
460-1	s a t ⁵³						
463-1	w a ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ n ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	h j ŋ ŋ						
516-1	w a ³						
522-1	n ɔ ʔ ⁵						
523-1	pʰ j u ³						
524-1	n ɛ ³¹						
540-1	kʰ ɔ ⁵						
3-1	b j ³¹						
6-1	k j ³						
7-1	dʒ ṵ m ³¹						
20-1	n a p ³						
51-1	ŋ a ³						
64-1	g u u ³						
65-1	k ṵ k ⁵⁴						
66-1	d z u ⁵						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j k ³¹ ³						
78-1	m au ³¹						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ ³¹						
93-1	l a m ³						
94-1	m j ei ³						
100-1	s w n ⁵						
116-1	l a ³						
119-1	w a n ³						
124-1	d j u ³						
136-1	l i ei ³¹						
137-1	kʰ j au ³¹						
144-1	s au t ⁵³						
145-1	d u ŋ ³¹						
146-1	m au ⁵						
150-1	g j ɔ ʔ ³						
154-1	n j ³¹ ³						
165-1	kʰ j ɛ ³						
166-1	pʰ j ɔ ³						
169-1	k j a̰ ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	m j ɔ ʔ ⁵						
193-1	b u ³						
205-1	n au t ⁵⁴						
206-1	n au ⁵ ⁵						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ n ³						
217-1	ʔ u ⁵						
224-1	n j au ⁵						
228-1	d au ⁵						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j a ³						
256-1	ʔ a ³						
257-1	pʰ ɔ ³						
272-1	m ɔ ⁵						
273-1	ʔ a ³						
274-1	m a ŋ						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m j ²³					
19-2		n j ⁵²					
44-2		l a̰ː ⁵²					
50-2		ʃ a ŋ ²³					
62-2		s a ⁵² ⁵²					
70-2		p a n					
75-2		m j a ʔ ⁵²					
97-2		tʃʰ õ ²³ ⁵²					
112-2		ts a ²³					
122-2		m j a ʔ ⁵²					
127-2		kʰ a i					
132-2		w a ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ²³					
142-2		ts a̰ i					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ a					
152-2		ŋ a					
157-2		p a ⁵²					
183-2		ʔ a ⁵²					
184-2		n au ʔ ⁵²					
185-2		ts ẽ m					
189-2		m j a ʔ					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		ts i ²³					
216-2		s a ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ²³					
235-2		kʰ j ⁵²					
244-2		s a̰ i					
253-2		m i ⁵²					
270-2		m i ²³					
278-2		m j ŋ ⁵²					
279-2		w a ⁵²					
285-2		j a m ⁵²					
308-2		p j ²³					
322-2		m i ²³					
325-2		kʰ au ⁵²					
337-2		m j a ŋ					
341-2		ts aː a					
347-2		s u ʔ ⁵²					
362-2		j i ⁵²					
391-2		j a ʔ ⁵²					
394-2		m a ʔ ⁵²					
397-2		tʃʰ i ⁵²					
443-2		n j a̰ ʔ ⁵²					
460-2		s ẽ ʔ ⁵²					
463-2		x i ³					
464-2		ʔ au ŋ ²³					
473-2		s a m ⁵²					
476-2		kʰ j a k					
481-2		x i					
494-2		k i ⁵²					
496-2		ʃʰ j ŋ ³					
516-2		w i ²³					
522-2		n a ʔ					
523-2		pʰ j au ⁵²					
524-2		n i					
540-2		kʰ a ²³					
3-2		p au ⁵²					
6-2		k i ⁵²					
7-2		ts a m					
20-2		n a ʔ					
39-2		m j i ⁵²					
51-2		ŋ a					
72-2		ʔ a					
94-2		m i ⁵² ³					
100-2		s a̰ n ⁵²					
116-2		l a ⁵²					
136-2		l a ⁵²					
137-2		kʰ j au ⁵²					
139-2		m i ⁵²					
150-2		k j a ʔ ⁵²					
154-2		m j i ³					
166-2		pʰ j a ⁵²					
169-2		k j ṵ̃ ŋ					
170-2		p j a ⁵²					
171-2		j a ŋ					
174-2		l a m					
181-2		m j a ʔ ²³					
205-2		n a̰u t					
206-2		m au ⁵²					
214-2		l a m ⁵²					
217-2		ʔ a ⁵²					
224-2		n j ṵ ŋ ⁵²					
228-2		p au ²³					
246-2		k j a					
256-2		ʔ a					
257-2		pʰ a ²³					
273-2		ʔ a ⁵²					
1-3			m au ³				
4-3			l a ⁴				
18-3			m j e n				
19-3			n j ⁵³				
44-3			l o ʔ ³				
50-3			h j ŋ m				
62-3			s ə k ⁵³				
70-3			b æ n ³				
75-3			m j ɔ ʔ				
