ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Amami	θ ɨ ɴ	θ ɨ - - - ɴ -	-260
2	Kagoshima	t e i ɴ	t e - - i ɴ -	-260
3	Kyoto	t e ɴ	t e - - - ɴ -	-260
4	Miyako	t i n	t i - - - n -	-260
5	Oki	t e ɴ	t e - - - ɴ -	-260
6	Sado	t e ɴ dʑ i k u	t e ɴ dʑ i k u	-260
7	Shuri	t i ɴ	t i - - - ɴ -	-260
8	Kochi	n e r u	n e - - r u	-136
9	Kyoto	n e r u	n e - - r u	-136
10	Oki	n e r u	n e - - r u	-136
11	Sado	n e b u r u	n e b u r u	-136
12	Kagoshima	h iː z a	h iː z a	-107
13	Oki	ɸ u z a	ɸ u z a	-107
14	Amami	w a ɴ	w a ɴ -	1
15	Hachijo	w a r e	w a r e	1
16	Miyako	b a n	b a n -	1
17	Shuri	w a ɴ	w a ɴ -	1
18	Kochi	a s i	- a - - s i	2
19	Kyoto	w a t e	w a t - - e	2
20	Tokyo	w a t a s i	w a t a s i	2
21	Kagoshima	o iː	o - iː	3
22	Oki	o r a	o r a	3
23	Sado	o r e	o r e	3
24	Kyoto	a ɴ t a	a ɴ - t a	5
25	Tokyo	a n a t a	a n a t a	5
26	Amami	ʔʲ a	ʔʲ a	10
27	Miyako	vː a	vː a	10
28	Shuri	ʔʲ aː	ʔʲ aː	10
29	Amami	w a x j a	w a x - - - j a	11
30	Hachijo	w a r e ɴ i s a	w a r e ɴ i s a	11
31	Miyako	b a n t iː	b a - - n - t iː	11
32	Shuri	w a tː aː	w a - - - - tː aː	11
33	Kochi	a s i r aː	- a s - - i r aː - -	12
34	Kyoto	w a t e r a	w a t - - e r a - -	12
35	Tokyo	w a t a s i t a tɕ i	w a t a s i t a tɕ i	12
36	Kagoshima	o i d o ɴ	o - i d o ɴ	13
37	Oki	o r a r a	o r a r a -	13
38	Sado	o r a tɕ i	o r a tɕ i -	13
39	Kagoshima	n a iː	n a - iː	20
40	Kochi	n a n i	n a n i	20
41	Kyoto	n a n i	n a n i	20
42	Oki	n a n i	n a n i	20
43	Sado	n a n i	n a n i	20
44	Tokyo	n a n i	n a n i	20
45	Amami	n uː	n - uː	21
46	Miyako	n a u	n a u	21
47	Shuri	n uː	n - uː	21
48	Amami	ʔ a r a ɴ	ʔ a r a ɴ	23
49	Miyako	a r a ŋ	- a r a ŋ	23
50	Kochi	j o k e	j o k e	32
51	Kyoto	j oː k e	j oː k e	32
52	Amami	ɕ o g o ɕ a ɴ	ɕ o g o ɕ a ɴ	34
53	Miyako	u k aː ʃ a	- u k aː ʃ a -	34
54	Kyoto	oː k iː	oː k iː	38
