COGID	dutch	english	french	german
108	m ɛɪ s j ə			m ɛː t x ə n
1240	h iː l	h iː l		
159	h aː v ɪ k			h aː b ɪ x t
1851		f l əʊ		f l iː s ə n
320		d aɪ		t oː t
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
1892	x ɪ f			ɡ ɪ f t
1261	z eː v ə	s ɪ v		z iː b ə n
2271	v ɪ l t	f ɛ l t		f ɪ l ts
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
810	d œy f	d ʌ v		t au b ə
1805	v l eː s	f l ɛ ʃ		f l ai ʃ
940	m aː x			m aː ɡ ə n
232	k oː p ə			k au f ə n
716		b ɑː k		b ɔ r k ə
-934	l ɑ m p	l æ m p		l a m p ə
2228	h ɑ l s			h a l s
1828	s x œy m			ʃ au m
1181	m ʉ ts			m ʏ ts ə
1810	h œy t	h aɪ d		h au t
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
240	v ə r + k oː p ə			f ɛ r + k au f ə n
164	x iː r			ɡ ai ə r
1620	v ɪ n	f ɪ n		f ɪ n ə
1286	v ɛ r	f ɑː r		f ɛ r n
642	b ɑu w ə			b au ə n
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
785	w iː l	w iː l		
2091	b ə + w aː r ə			b ə + v aː r ə n
-2027	t ɑ n t ə	ɑː n t		t a n t ə
205	ɑ r m + b ɑ n t			a r m + b a n t
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
899	l ɑ d ə r	l æ d ə r		l ai t ə r
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
2293	l eː r	l ɛ ð ə r		l eː d ə r
514	h ɛ ŋ s t			h ɛ ŋ s t
626	w eː v ə	w iː v		v eː b ə n
1199	s l œy j ə r			ʃ l ai ə r
1091	uː v ə r			uː f ə r
2055	b l ɪ k s ə m			b l ɪ ts
711	w ɛ s p	w ɔ s p		v ɛ s p ə
423	s t eː n	s t əʊ n		ʃ t ai n
2003	k eː t ə l	k ɛ t l̩		k ɛ s ə l
7	w oː n ə			v oː n ə n
659	b oː d ə m	b ɔ t ə m		b oː d ə n
1689		l ɪ f t	l ə v e	
296	b œy ɣ ə			b ɔy ɡ ə n
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
1211	v yː r	f aɪ ə r		f ɔy ə r
814	k r aː j	k r əʊ		k r ɛː ə
1972	d eː l			t ai l
1333		n ɪ ə r		n aː ə
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
1509	s n ɔ t	s n ɔ t		
684	t ɛɪ t			ts ai t
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
1758	m œy s	m aʊ z		m au s
