COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3132	d u ŋ g u	d u ŋ g u		d u ŋ					d u ŋ	d u ŋ	d u ŋ g a				d u ŋ	
3320		m													m	
484			w e n a m a					w e n a m a								
5018					ɔ n d ɔ			ɔ n d ɔ								
4223						d e b i									d ɛ b u	
4764													j e			j eː
241			d ɔ g u		d ɔ g ɛ			d ɔ g u								
4986				j ɔ r ɔː n iː					j ɔ r ɔ	j o			j u l ɔ			
4101				a r̃ a					a r̃ a	a r̃ a		a r̃ u	a n a	a r̃ a	a r̃ u ŋ	a r̃ a
3016							b a r i j ɛ							b a r̃ i		
2373			k ɔ dʒ i					k ɔ dʒ i								
5983			w a j a		w a j a			w a j a								
3373				n ɔ w̃ ɔ								n ɔ w̃ ɔ				
1172						g u l				g u l o	k ɔ l ɔ		g u l o			g u l o
5865			g u b a					g u b a								
1033												k i g i	k i g i			k i g i
450										dʒ e n dʒ e					dʒ e n dʒ u	
1111					w ɛː			wː ɛː								
3774				t u r u					t u r u	t u r ɛː		t u r u	t u r u	t u r u		t u r u
26					b ɛ l i						b e l		b ɛ l u			
3467				ɛː					ɛː							
60	a r	a r														
1508										g u n				g ɔ ŋ		
4099	b o n d u	b o l u					b o n d i									
1171				dʒ ãː								dʒ aː				
3772	t u m a	t u w̃ ɔ					t u m a				t o m a				t u m a	
3			k a n i		k a n i			k a n								
3683	tʃ i r̃ e	tʃ i r̃ i		tʃ i r̃ e						tʃ i n e				tʃ i r̃ o		
347				tʃ ɛ r ɛ						tʃ ɛ r ɛ	tʃ ɛ r ɔ			tʃ ɛ r u		
1027				w e					w e							
685				b ɔ r̃ ɔ					s ɔ r̃ ɔ	b o n			b o o	s o r̃ u		b oː n ɔ
2674									i r e				g i n ɛ			g ɛ r̃ ɛ
1074					n o g e	n i g i l		n u g u			n u g o		n i g e			
3665						n o							n ɔ			
3135			n a m b a l a					b a l a								
5583	t a ŋ g i		t a ŋ g e	t a ŋ a			t a ŋ i		t a ŋ g a	t a ŋ g i	t a ŋ g o	t a ŋ a				t a ŋ a
2553				b a ŋ a								b a ŋ u	b a ŋ u		b aː	b a ŋ a
829		tʃ e l eː							k e l e							
5573										t a m b a r a			t a m b a l a			
5200					ɛ l	ɛ l i				ɛ l ɛː		ɛ l u	ɛ l ɛ		ɛ l	ɛː l
3721				w a					w a							
2550		b a ŋ g i								b a ŋ g i						
1578	n u m	n u m							n u m	n o m g o					n o m	
4843	o r u	o r u					o r i		o r u m							
4480		k u j o			k u j e											
5303						p i j ɛ l i					p i j ɔ l u				p i j ɛ l	
3050											j o				j o	
2283	b ɛ r u	b ɛ r i		b ɛ r u			b ɛ r i									
3807	p iː r̃ i				b ãː		p iː								p i l	
5109				l a ɣ a					l a g a			l a g a				l a g a
