COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
468-1	l a b a			
222-1	a b o b o n e			
208-1	a b u ɾ b u d u			
962-1	a g o ɾ l e			
203-1	a g u d i			
138-1	a i l e			
504-1	ɗ o s a			
662-1	ɓ ʔ d a			
478-1	g eː a e			
409-1	a ɾ e			
410-1	g u n d i			
256-1	ɓ a l e			
622-1	n d u			
546-1	n d u			
547-1	s e t a			
847-1	n e n d ə g			
95-1	b a ɗ e			
105-1	b i n i			
510-1	b o s e			
951-1	m b ə m a			
1116-1	m b a m a			
149-1	ɓ uː tʃ ʔ i			
376-1	ɓ a l i			
815-1	k o ɾ e			
453-1	ɗ u ŋ e			
67-1	ɗ a ʃ e			
47-1	ɗ o k o s a			
869-1	ɗ ɔː l e			
57-1	k a g u			
303-1	g a a ʔ i e			
443-1	k eː ɾ e			
884-1	g u n d i			
166-1	g u n d i			
918-1	a b e ɾ e			
831-1	h a ʃ e			
616-1	b iː e			
84-1	h o s e l e			
346-1	h o h o l o			
601-1	h i g i			
177-1	k ʔ a e a			
341-1	k ʔ o l e			
1066-1	e a n dʒ o ŋ i			
318-1	k a s i			
241-1	m a ʃ o			
556-1	h a n d u ŋ u			
191-1	ɓ ʔ m b ə l			
458-1	a a ʔ i dʒ ʔ i			
1-1	h a h i ɾ			
751-1	ɾ o			
864-1	a ŋ o n i			
154-1	a m a n ʃ i			
278-1	a m i l o ʔ			
766-1	s o ɾ e			
251-1	a g u ɾ u			
582-1	k ʔ o ŋ			
6-1	a l i			
1106-1	ŋ g o			
473-1	h ə n			
1111-1	h a l u			
957-1	m a ɾ e			
41-1	b i e			
24-1	dʒ iː			
25-1	l e ɾ e			
879-1	a b a ɾ a b e t			
837-1	m a ʃ i			
233-1	b i b b o o			
938-1	ɓ ʔ l a			
369-1	a ɾ e			
946-1	ɓ a ŋ g o			
889-1	iː ʔ eː e			
820-1	a ʃ o ɾ e			
438-1	n d ə n e			
468-2		l a b a		
222-2		a b o b o ʔ i		
208-2		a b u r b u d u		
962-2		a g o r r a		
203-2		a g u d i		
138-2		ʃ i l e		
504-2		ɗ o ʃ ɛ f		
662-2		ɓ u d a		
478-2		g u ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ ə l e		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n n d i g e		
95-2		b a ɗ i		
105-2		b ɛ n i		
510-2		b o ʃ a		
951-2		m b ə m a		
1116-2		m b a m a		
149-2		ɓ u s ʔ i		
376-2		ɓ ə l i		
815-2		g o r a		
453-2		ɗ u ŋ e		
67-2		ɗ a ʃ e		
47-2		d o k o l a n		
869-2		ɗ oː l a		
57-2		k a g u		
303-2		g a s ʔ i a		
443-2		g r r a		
884-2		g u n d i		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː ʃ i		
616-2		b iː e		
84-2		h o ʃ a l a		
346-2		h oː h o l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f e n e e ŋ a		
318-2		f e i		
241-2		m a ʃ i		
556-2		h a n d u		
191-2		ɓ i m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n m i r		
751-2		r o		
864-2		a ŋ o n a		
154-2		a m a n s i		
278-2		m m i o		
766-2		ʃ oː r a		
251-2		a g u r u		
582-2		u ʔ u ŋ		
6-2		a l i		
1106-2		n g o		
473-2		ɪ ŋ e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s i		
25-2		l a r e		
879-2		a b a r a b ɛ e		
566-2		aː a a n a r r s s		
742-2		a g u		
1044-2		ʃ i m b i l		
13-2		a aː m a m i		
720-2		aː s ɛ l a		
837-2		m aː ʃ i		
233-2		ɓ ʔ iː b o		
938-2		ɓ ə l a n		
369-2		a r e		
946-2		ɓ a ŋ g o		
889-2		ɓ ə l a		
820-2		a ʃ o r e		
405-2		b eː d a		
134-2		ɓ ə ɗ a e		
1078-2		m i h i		
429-2		b o ŋ o o		
187-2		b i s k ʔ e		
438-2		n d i n e		
468-3			θ a b a	
222-3			a b a b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r r a	
203-3			a g u d i	
138-3			a ʃ l i	
504-3			ɗ ɔ ʃ ɛ a a	
662-3			ɓ ʊː d a a	
478-3			g ɔ d a	
409-3			a r i	
410-3			g u n d i	
256-3			ɓ w l i	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			a n n i g g	
95-3			b ɛ d i	
105-3			b ɛ n i	
510-3			b ɔ ʃ a	
951-3			m b ə m a r i	
1116-3			m b ə m a	
149-3			ɓ u s ʔ i	
376-3			ɓ ɛ l i	
815-3			k ɔ r a a	
453-3			ɗ u n i	
67-3			a a ʃ a	
47-3			d ɔ k ɔ l a a	
869-3			ɗ ʊː θ a	
57-3			k a g u	
303-3			g a s ʔ i a	
443-3			g ɛː r a	
884-3			g u n d i	
166-3			g u n d i	
918-3			a b ɛ r i	
831-3			h a ʃ a	
616-3			b iː a	
84-3			h ɔ ʃ ɛ l a	
346-3			h ɔ h ɔ l u	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n d i ŋ a	
318-3			f d a i	
241-3			m a ʃ o ʃ	
556-3			h a n d u ŋ u	
191-3			m ɪ m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a n h i r	
751-3			r ɔ	
864-3			a ŋ ɔ n i	
154-3			a m a n n i	
278-3			a m i l u ʔ a	
766-3			ʃ ɔː r a	
251-3			a g ʊ r u	
582-3			ɔ ʔ u ɲ	
6-3			a l i	
1106-3			n g ɔ	
473-3			i ɲ a	
1111-3			h a l u	
957-3			m a r i	
24-3			h i	
25-3			θ a r i	
879-3			a b a r a b ɛ d	
566-3			a a f w n r i s ʔ s	
742-3			a g ɔ ʔ	
1044-3			ʃ ʃ m b i l u	
13-3			a l h a m i s	
720-3			a s ɛ l a	
233-3			m i b i o o	
938-3			ɓ u l a a a	
369-3			a r i	
889-3			iː iː l e	
405-3			b i d i	
134-3			ɓ ʊ d i ʔ i	
1078-3			m iː h i	
429-3			b ɔ ŋ ɔ o ʃ	
187-3			b u s ʔ ʔ e	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ uː θ a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ ɛ l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				h ɛ n ɛ ə g i
95-4				b ɛ ɗ i
105-4				b i n i
510-4				b o ʃ a
951-4				m b ə m a
1116-4				m b ə m a
149-4				ɓ u s z i
376-4				ɓ ɛ l i
815-4				g o r a
453-4				ɗ u n e
67-4				ɗ a ʃ e
47-4				θ o k o l a a
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a s ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b ə r e
831-4				h a ʃ e
616-4				m iː e
84-4				h o ʃ ɛ l e
346-4				h o h u l u
601-4				s i g i
177-4				k ʔ a a a
341-4				k ʔ o l a
1066-4				f e n z i n a
318-4				f uː s i
241-4				m aː ʃ o
556-4				h a n d u
191-4				ɓ eː m b ɛ l
458-4				a s ʔ i s ʔ i
1-4				h a n d ə r
751-4				r o
864-4				a ʔ o n i
154-4				a m a n n i
278-4				a m i l o
766-4				ʃ oː r a
251-4				a g o r u
582-4				o ʔ o n
6-4				a l i
1106-4				n g o
473-4				ɲ i n e
1111-4				h a l u
957-4				m a r e
41-4				b eː
566-4				a a a n a a r o o o
742-4				aː g o
1044-4				ʃ i m b i l
13-4				h a h a z i
720-4				aː s ɛ l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				aː ʃ o r i
405-4				b ə ɗ a
134-4				ɓ ɛ a ɗ i i
1078-4				m e h i
429-4				b o ʔ o ʃ
187-4				b u z ʔ i k
438-4				n d ɛ n e
