COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n															
1398-1	s u g u															
1557-1	g i e															
1626-1	w̃ a g a															
1840-1	t i u u															
2247-1	g oː															
4677-1	k u r e j															
5162-1	m i n ɛ															
5406-1	t aː n d															
359-1	k a l u															
1577-1	g i e															
2196-1	n a z a															
2230-1	s u g															
2533-1	b a a															
3605-1	k a n d g															
3866-1	uː u															
4553-1	t a g a															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k i u a															
1356-1	m a															
1881-1	n ɛ m															
3218-1	p a uː u															
3372-1	n a m a															
3718-1	a a															
4135-1	b a n u															
4694-1	g u uː u															
807-1	k ɔ m															
2320-1	k a ŋ ɛ															
2476-1	k a															
3719-1	m															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s u j															
5810-1	p u r ɛ															
93-1	d ɔ															
260-1	b ɛ g i															
385-1	uː ɛ m b															
890-1	a m u															
1336-1	t e g e															
1703-1	b dʒ															
1769-1	t ɛ m b															
2162-1	b ɛ r i															
2635-1	s															
3031-1	d ɛ g ɛ															
4591-1	t dʒ i															
5301-1	p r u															
5605-1	t u m ɛ															
463-1	d u m b u															
1432-1	t a r i															
1474-1	t ɔ ŋ															
1788-1	s i															
2044-1	d i m b															
2713-1	t m d i l															
3219-1	p a uː a															
3425-1	j a															
4184-1	a ɛ															
4629-1	n u ŋ a															
4759-1	n j															
4904-1	n u ŋ a															
4960-1	g i n aː dʒ e															
4980-1	t ɔ															
5059-1	g u j															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i n u															
5922-1	b i g ɛ															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g s u															
629-1	t															
667-1	ɛ w ɛ															
1254-1	uː a z d u u u															
1415-1	ɲ															
1542-1	n ɔ															
1683-1	s i j															
1898-1	p u z															
2901-1	t u ŋ dʒ u															
2957-1	m a n d															
3048-1	b i j e															
3251-1	j a u a															
3885-1	t ɛ i															
4402-1	j i															
5622-1	p ɛ r e j															
6006-1	p u u a															
135-1	t u n d															
158-1	m ɔ ɔ u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b ɛ uː															
1152-1	t ɛ w ɛ															
1374-1	k ɔ ŋ̍ g ɔ															
1452-1	g aː g a															
1862-1	i uː u															
2083-1	k a n															
2108-1	n a j															
2636-1	m															
2924-1	p o r u															
2941-1	b i z i															
3405-1	ɛ m i															
3751-1	p ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u w ɔ															
4888-1	s a m n a															
5583-1	t a ŋ̍ g															
5751-1	t u j															
5981-1	a r̃ a															
114-1	d ɔ b a															
851-1	g a															
1941-1	k ɛ r u															
2179-1	n d i															
2351-1	p a b a															
2496-1	n u															
3482-1	m i s i l ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g r															
4293-1	uː ɔ b ɔ															
4921-1	s a m b a															
408-1	j a m b u															
545-1	ɛ u															
978-1	t a m															
1052-1	n aː m b u															
1070-1	l u g a															
1942-1	j e															
2456-1	k ɔ l ɔ															
2514-1	d u uː u															
2666-1	s u g															
2817-1	a ŋ̍ g															
3132-1	d u ŋ̍ g															
3300-1	ɛ w̃ ɛ															
3976-1	z u															
4152-1	k u u i															
4361-1	t e g e															
4570-1	g ɔ k															
4648-1	j e															
5318-1	d ɔ r ɔ															
5673-1	d ɛ m															
5887-1	j a m															
446-1	g e ŋ g e r															
521-1	k oː t a															
1108-1	s a															
1124-1	i r e															
1745-1	dʒ a j ɛ															
1823-1	g o r															
2143-1	b a															
2265-1	u r ɔ															
2392-1	n o s u															
2579-1	d oː j															
2774-1	k a n u															
3339-1	k a r a															
3550-1	u n i															
4024-1	uː ɛ b a															
4219-1	t m b															
4240-1	w e r i															
4259-1	g ɔ m															
4738-1	g u n d a															
5197-1	ɛ r u															
5447-1	g u uː e															
5531-1	ɛ r̃ e															
5733-1	n e															
5828-1	j a n a															
562-1	s u m ɔ															
998-1	w̃ ɛ															
1022-1	p i n i															
1023-1	j															
1205-1	j e															
1275-1	t															
1578-1	n ɔ m															
2063-1	i r ɛ															
2334-1	ɛ uː u															
2798-1	e r̃ ɛ															
3252-1	m b															
3463-1																
3683-1	k i r̃ e															
3772-1	t u m a															
3790-1	g a w̃															
4052-1	b a s a															
4220-1	k a															
4440-1	t i															
4479-1	k oː															
4711-1	j a r i															
4778-1	s a s i r															
4821-1	k u															
4941-1	ɔ j ɔ															
5272-1	t e g i															
5423-1	ɔ s ɔ															
5424-1	k ɔ r ɔ															
563-1	s u m															
613-1	m aː j															
684-1	ɲ a e i															
742-1	uː a r a															
1204-1	k e r i															
1373-1	k u s															
1787-1	n															
1988-1	p uː n l i															
2283-1	b ɛ r i															
2372-1	b e z															
2441-1	n aː															
2598-1	j e j															
2773-1	b a r m i															
3011-1	b a n a															
3176-1	uː ɔ r ɔ															
3283-1	a r̃ a															
3318-1	n s n d i															
3658-1	d m ɛ															
3807-1	p u															
4037-1	s a n uː a															
4498-1	ɛ u u															
4843-1	o r u m															
5078-1	p m															
5357-1	k ɔ															
5390-1	d u l															
5790-1	ɔ r u															
21-1	g dʒ b uː															
42-1	k u uː															
61-1	k ɛ n ɛ															
239-1	t u m n̩ i															
309-1	l i j a w															
327-1	u i															
482-1	dʒ oː uː u															
594-1	u s u n i															
701-1	m															
909-1	j i															
928-1	ɔː m b ɔ															
1184-1	s r ɔ ɔ															
715-2		d u														
1089-2		n a														
1319-2		n														
1398-2		s u g u														
1557-2		g i i														
1626-2		w a g a														
1840-2		t i ŋ														
2247-2		g														
4677-2		k u i j														
5162-2		m i u i														
5406-2		t a l i														
359-2		g a u														
1577-2		g i e														
2196-2		n a l a														
2230-2		s u g i														
2533-2		b a a														
3605-2		k a l a a														
3866-2		dʒ u														
4553-2		t a g u														
4822-2		k u m b														
5254-2		d u ɔ														
503-2		k i u a														
1356-2		m a b														
1881-2		n u m														
2084-2		j a p i														
2420-2		k u l ɔ														
3218-2		p u dʒ u														
3372-2		n a m a														
3718-2		a a														
4135-2		b a r̃														
4694-2		g u dʒ u														
807-2		k m														
2320-2		k a ŋ i														
2476-2		k a														
2842-2		d i g u														
4081-2		dʒ a m b i														
4313-2		n i m														
4460-2		s u j														
5514-2		n i n i														
5810-2		p i i														
93-2		d ɔ														
260-2		b i g i														
385-2		g i m b														
890-2		a m l u														
1336-2		t i g i														
1703-2		b a														
1769-2		t i m b i														
2162-2		b ɛ i														
2635-2		s o														
2735-2		a a n a														
3031-2		d i g i														
4591-2		t ɛ i														
5301-2		p i u														
5605-2		t i m ɛ														
296-2		dʒ a m														
463-2		d u m b														
762-2		b a n a g k u														
1432-2		t a r u														
1474-2		t ɔ ŋ														
1788-2		s i														
2044-2		d i m b														
2713-2		t ɛ m i i d i														
3219-2		p a dʒ u														
3425-2		j dʒ														
4184-2		n aː														
4629-2		n u ŋ u														
4759-2		n i j̃														
4904-2		n u ŋ a														
4960-2		g i n aː dʒ i														
4980-2		t														
5059-2		g u j														
5125-2		ɔ n dʒ u														
5339-2		p a g a														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t i r̃														
5938-2		a g u n a														
1-2		p ɛ														
483-2		g u dʒ u														
629-2		t														
667-2		ɛ w ɛ														
1254-2		dʒ a m d u u u														
1415-2		n														
1542-2		n														
1683-2		s i														
1898-2		p u r̃														
2551-2		i														
2901-2		t u ŋ ɛ														
2957-2		m a n i i														
3048-2		b i j														
3251-2		s a u a														
3885-2		t i i														
4402-2		j i														
5081-2		b i ŋ i														
5622-2		p ɛ l i j														
6006-2		p u i														
43-2		s a														
135-2		t u n a														
158-2		m ɔ dʒ u														
194-2		b ɛ														
221-2		ɛ dʒ u														
650-2		b i dʒ i														
1152-2		t i w ɛ														
1374-2		k ɔ ŋ g														
1452-2		g aː a														
1862-2		i dʒ u														
2108-2		n a b														
2636-2		m														
2880-2		k u n dʒ g														
2924-2		p o r														
2941-2		b i i														
3405-2		i m i														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n i														
5180-2		s i m b i														
5751-2		t i j i														
5981-2		a r̃ a														
114-2		d ɔ j̃ ɔ														
702-2		ɔ g ɔ n ɔ ŋ ɔ														
851-2		g ɔ														
872-2		i n dʒ														
952-2		k u ɔ														
2179-2		l i i														
2351-2		p a b a														
2496-2		n u n														
4609-2		k ɔ ɔ														
4740-2		g u n ɔ														
4921-2		s a m b a														
5982-2		g u dʒ u														
978-2		t a m														
999-2		j i														
1052-2		n a m														
1989-2		m i n ɛ														
2456-2		k ɔ l ɔ														
2666-2		s u g i														
2817-2		a ŋ g														
3132-2		d u ŋ g														
3300-2		i w ɛ														
3977-2		m ɛ dʒ dʒ														
3978-2		m ɛ dʒ dʒ														
4260-2		ɔ m b														
4278-2		k u n dʒ u														
4334-2		s ɔ l														
4361-2		t e g														
4570-2		g ɔ														
4648-2		j i														
5673-2		d i m														
5887-2		j a m														
446-2		g e ŋ g e														
1108-2		o														
1124-2		i i														
1237-2		i n dʒ ɛ														
1745-2		dʒ a j ɛ														
1823-2		g o														
2143-2		b a														
2265-2		u l ɔ														
2392-2		l a s u														
2579-2		d u j														
2902-2		j i														
3197-2		k dʒ														
3339-2		k a g a														
3550-2		i i i														
3943-2		p a l i														
4240-2		w e r														
5197-2		ɛ r u														
5531-2		ɛ r̃ r̃														
5733-2		n iː														
409-2		g ɔ u														
562-2		s u m ɔ														
1022-2		p i l i														
1205-2		j e														
1275-2		t a														
1524-2		k														
1578-2		n u m														
2063-2		i ɛ														
2798-2		iː r̃ i														
3088-2		dʒ ɛ u u														
3683-2		tʃ i r̃ e														
3772-2		t u m a														
4711-2		j a ɛ														
4778-2		s a s i														
4821-2		k u														
4941-2		ɔ j̃ ɔ														
5272-2		t e g u														
5319-2		t s u														
5375-2		m a l a														
5423-2		ɔ s ɔ														
5424-2		k ɔ r ɔ														
5465-2		m u ŋ														
5497-2		i w														
178-2		k n u m														
563-2		s u m ɔ														
684-2		ɲ a i i														
742-2		dʒ a a														
787-2		n i n ɛ														
1126-2		n iː														
