COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r ɨ r									
18-1	θ a r ɨ r									
35-1	h i ts u θ u									
36-1	h u ts a ts ɨ r									
48-1	n a g a r									
60-1	θ θ r i r									
63-1	a ʔ r a m i r									
64-1	k i r									
67-1	h a j									
68-1	n g r									
71-1	ts i r									
76-1	h u n g r									
83-1	θ ɨ n u r									
87-1	h a n g e									
95-1	m i m i i									
98-1	h a n a r									
99-1	k u ts i r									
-102-1	ʔ i θ a r									
103-1	θ u m g r									
110-1	θ g r									
116-1	m u n g r									
120-1	n u m u r									
132-1	k i k u r									
139-1	k u r u h u r									
140-1	u dʑ u g u r									
156-1	θ a h u r u									
168-1	θ ɨ k i r									
169-1	h u h i r									
170-1	m i z u r									
173-1	ʔ h ʔ i									
180-1	k u m u r									
185-1	h a i i									
186-1	m u ɨ r u r									
187-1	m ʔ ts i i									
190-1	a k a a									
193-1	k iː r u i									
194-1	a i r u r									
195-1	k u r u r									
216-1	m a r ui r a									
221-1	n a u									
239-1	ʔ θ u i									
252-1	m i h u r									
253-1	h θ h ɨ r									
254-1	ʔ θ ɨ θ u i									
266-1	k a z a e									
267-1	n a g a r ɨ r u r									
268-1	u m ʔ i									
272-1	a m g g									
276-1	a r a u r									
281-1	m u h i i									
304-1	θ ɨ ɨː a i i i									
305-1	ts iː ts i									
308-1	h a n a r									
309-1	k u a a r									
310-1	θ u r									
311-1	n ʔ i i									
342-1	h u k i									
346-1	k u r a r									
347-1	k i r u r									
348-1	h i r u r									
351-1	θ θ i a r									
361-1	θ m u r i									
379-1	k u h a θ a i									
394-1	h i d a r i i									
395-1	m i g i r i									
400-1	h i ui a r u i									
412-1	ʔ a k ɨ r u r									
413-1	ts ɨ k ʔ a a dʑ u r									
414-1	h u r u r									
422-1	h u k u r ɨ r u i									
423-1	k a ɴ g a ɨ r u i									
430-1	h a k u r									
435-1	h u i u r									
446-1	a i θ a r i									
447-1	ɨ g r r i									
458-1	θ u h i r									
56-1	h u θ u r									
62-1	ʔ n u i									
70-1	θ a n g r									
96-1	m g r									
101-1	h a r									
114-1	k u r i i									
119-1	k i m u r									
134-1	ʔ i dʑ u r u r									
138-1	ʔ i n u r									
146-1	a r ɨ k u r									
161-1	h ɨ r									
182-1	k ɨ r u u i i									
188-1	g a m a r									
196-1	g u r u i									
262-1	h i r u m a									
300-1	h g h u i									
313-1	d g r									
350-1	ʔ g h a r									
352-1	ts i k a r									
396-1	h u r ui u a r									
401-1	θ ʔ ɨ r									
420-1	θ θ θ r ɨ r									
424-1	u ts a u r									
442-1	h i m g ts ɨ i ɨ r u									
455-1	ʔ i ʔ h g r u r									
15-1	a r ɨ i i									
49-1	u ɴ ɴ g g r									
130-1	m i r u r									
149-1	k u r u r									
175-1	a u n a r									
199-1	a θ ui r									
230-1	a n u h i r u									
233-1	a n u h ʔ r u a r i									
264-1	k i r i r									
274-1	n u r ɨ ts a r									
298-1	k g g a ɕ a r									
303-1	h a r a ɕ a ts a r									
354-1	a ts ui i									
369-1	k i r g r u									
376-1	w a r ui r									
415-1	m u a u r u r									
418-1	n g e i									
456-1	ts ɨ n a r									
59-1	u ʔ r i									
118-1	a i r a j r									
142-1	θ u r u r i									
14-2		k o r e								
18-2		d a r e								
35-2		h i ts o tɕ u								
36-2		h u ts a tɕ u								
48-2		n a g a kʲ a								
60-2		t o r i								
63-2		ɕ i r a m e								
64-2		k i								
67-2		h a d								
68-2		n e g								
71-2		tɕ i								
76-2		h o n e								
83-2		tɕ u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		ɕ i b a								
103-2		tɕ u m e								
110-2		t e								
116-2		m u n e a								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o ɕ u								
140-2		o dʑ o g u								
156-2		t a dʑ e r u								
168-2		tɕ u k i								
169-2		h o ɕ i								
170-2		m i dʑ u								
173-2		i ɕ i								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a e								
193-2		k dʑ r o u								
194-2		ɕ i r o kʲ a								
195-2		k u r o kʲ a								
216-2		m a r u a								
221-2		n a m								
239-2		i tɕ u								
252-2		m i dʑ u								
253-2		b o dʑ u								
254-2		i tɕ u tɕ u								
266-2		k a dʑ e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e g a								
276-2		a r a u								
281-2		m u ɕ i								
304-2		tɕ u b a k								
305-2		tɕ i tɕ kʲ								
308-2		h a n a								
309-2		k u ɕ a								
310-2		t o								
311-2		n i								
342-2		b u k u								
346-2		k u r a kʲ a								
347-2		k i r u								
348-2		h i r o kʲ								
351-2		t oː e a								
361-2		o m o kʲ a a								
379-2		k u ɕ a r a a								
394-2		h i d a r i								
395-2		m i g i								
400-2		h i b a r u								
412-2		ɕ a k e r u								
413-2		tɕ u k i ɕ a s u								
414-2		h o r u								
422-2		h u k u r e r u								
423-2		k a m g a e r u								
430-2		h a k u								
435-2		h u k u								
446-2		ɕ i t a a								
447-2		u e b								
458-2		t o ɕ i								
56-2		h i t o								
65-2		k a a a								
70-2		t a n e								
75-2		k a a a								
114-2		k u b i								
119-2		k i m o								
161-2		j u								
171-2		k a i a								
188-2		b a m a								
196-2		h o r u								
262-2		h i r u m a								
300-2		h e ɕ o								
313-2		d e kʲ								
350-2		ɕ e b a kʲ a								
352-2		tɕ i k a kʲ a								
396-2		h u r u kʲ								
401-2		o ɕ u kʲ								
420-2		o tɕ o r u								
424-2		u t a u								
442-2		ɕ i m e ts u k e r u								
455-2		i k i tɕ o r u								
22-2		n a kʲ								
24-2		m i a n a								
49-2		o n n g k								
78-2		a b u r a m kʲ								
89-2		k e								
149-2		k u r u								
183-2		h i								
192-2		a o i								
250-2		h o k a n o m								
264-2		k i r i								
298-2		k e g a a a								
303-2		h a r a a a t a								
314-2		m o ɕ i								
354-2		u tɕ u a								
369-2		k i r e r u								
376-2		w a r u kʲ								
415-2		m u ɕ u b u								
451-2		h o k o r u								
456-2		tɕ u n a								
72-2		n i k u								
80-2		t a m a g o								
104-2		a s i								
118-2		ɕ i u dʑ oː								
150-2		n e t oː r u								
204-2		i b a u								
14-3			k o r e							
18-3			d a r e							
35-3			h i t o ts							
36-3			h u t h ts							
48-3			n a g a							
60-3			t o							
63-3			s r a m							
64-3			k iː							
67-3			h a							
68-3			n e							
71-3			h iː							
76-3			h o n e							
83-3			ts u n o							
87-3			h a n e							
95-3			m i m							
98-3			h a n a							
99-3			k u h i							
-102-3			s u sː a							
103-3			ts u m e							
110-3			t e							
116-3			m u n e							
120-3			n o m u							
132-3			k i k u							
139-3			k o r o s							
140-3			o u o g							
156-3			t a tsː e i							
168-3			ts u k i							
169-3			h o s i							
170-3			m i z u							
173-3			u s k							
180-3			k u m o							
185-3			h a e							
186-3			m o e r							
187-3			m i h							
190-3			a k a							
193-3			k iː r o							
194-3			s i o							
195-3			k u o							
216-3			m a r i							
221-3			n h							
239-3			u ts u							
252-3			m i ɕ u							
253-3			o o ɕ u							
254-3			u ts u ts u							
266-3			k a z e							
267-3			n a g a r e r u							
268-3			u m i							
272-3			a m e g							
276-3			a a ui							
281-3			m ui s i							
304-3			ts u a							
305-3			h i							
308-3			h a n a							
309-3			k u s a							
310-3			t o							
311-3			n							
342-3			o u k							
346-3			k u a							
347-3			k i u							
348-3			h r o							
351-3			t oː k e							
361-3			o m o a							
379-3			k u s a iː a							
394-3			h d a r							
395-3			i i g							
400-3			h i b a r u							
412-3			s a k e r u							
413-3			u u k s a s							
414-3			h o r u							
422-3			h u k u r e r u							
423-3			k a ɴ g a e r u							
430-3			h a k u							
435-3			h u k							
446-3			s t a							
447-3			u e e							
458-3			t o s i							
56-3			h sː o							
62-3			u n u							
65-3			k a w a							
70-3			t a n e							
75-3			k a w a							
96-3			m e							
101-3			h a							
114-3			k u i							
119-3			k i m o							
134-3			s i iː o							
138-3			s n ui							
146-3			a r u k u							
161-3			h u							
171-3			k a w a							
182-3			k e o u							
188-3			o a m a							
262-3			h r u m a							
300-3			h e s o							
313-3			d e							
350-3			s e a							
352-3			h i k a							
396-3			h u r i s							
401-3			o s u							
420-3			o h o r u							
424-3			u t a ui							
442-3			s m e u u k							
455-3			u k i sː e							
15-3			a e							
22-3			n a							
49-3			o n n g g							
78-3			a u a							
89-3			k e							
130-3			m i r							
149-3			k u r							
175-3			s u n a							
183-3			h iː							
192-3			a o							
199-3			a ts i							
230-3			a n o h t o							
233-3			a n o h t o t a							
250-3			h o k a n o							
264-3			k i							
274-3			n ui r e t a							
298-3			k e g a w a							
303-3			h a r a w a t a							
314-3			m o s i							
354-3			a ts i							
369-3			k i e							
376-3			w a r i							
418-3			n u							
456-3			u u n a							
59-3			e d							
72-3			n i k u							
80-3			t a m a g o							
104-3			a s i							
118-3			s i ɴ z oː							
142-3			t o u							
150-3			n e t n							
204-3			i b a							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o t u						
36-4				h u t a t u						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a h						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a z u r u						
168-4				t u k i						
169-4				h o s i						
170-4				m i z u						
173-4				i s i						
180-4				k u m o						
185-4				h i i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k ui r o						
194-4				s i r o						
195-4				k u r o						
216-4				m a r ui						
221-4				n a						
239-4				i t u						
252-4				m i z u						
253-4				j o z u						
254-4				i t u t u						
266-4				k a z e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e g						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				t i h						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				j u k i						
346-4				k u r a						
347-4				k i r u						
348-4				h i r o i						
351-4				t oː i a						
361-4				o m o i						
379-4				k u s a r a						
394-4				h i d a r i						
395-4				m i g i						
400-4				h i ui a r u						
412-4				s a k e r u						
413-4				t u k i s a s						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k a ɴ g a e r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a						
447-4				u eː						
458-4				t o s i						
56-4				h u t o						
62-4				i n u						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m e						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i z j r u						
138-4				s i n u						
146-4				a r u k u						
161-4				j u						
171-4				k a w a						
182-4				k e b u h i						
188-4				j a m a						
196-4				j o r u						
262-4				h i r u m a						
300-4				h e s o						
313-4				d e						
350-4				s e b a i						
352-4				t i k a i						
396-4				h u r ui						
424-4				u t a u						
442-4				s i m e t u k e r						
455-4				i k i t j r u						
15-4				a r e						
22-4				n a k						
24-4				m i ɴ n a						
49-4				o n n g j						
78-4				a b u r a m						
89-4				k e						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h i						
192-4				a o i						
199-4				a t ui						
230-4				a n o h i t o						
233-4				a n o h i t o t a						
250-4				h o k a n o						
264-4				k i r i						
274-4				n u r e t a						
298-4				k e g a w a						
303-4				h a r a w a t a						
354-4				a t ui						
369-4				k i r e r u						
