COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
433	s i b u r u r i								ʃ i p u j u ɴ	
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
265							m o j a	m o j a		
81	x o g a								k uː g a	
288			a ɕ	a s i	a s i		a s i			a s i
39			h u t e	h u t o i			ɸ u t eː			
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
1	w a ɴ	w a r e				b a n			w a ɴ	
-136				n e r u	n e r u		n e r u	n e b u r u		
90		ts u b u r i							ɕ i b u r u	
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
215		j o kː j a	j o k a							
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
290			t e		t eː				t iː	
124	x a m u r i								k a n u ɴ	
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
403		h oː r u		h oː r u	h o r u					
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
10	ʔʲ a					vː a			ʔʲ aː	
306	n a r i					n a ɭ			n a i	
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
158					a ŋ e r u					a ŋ e r u
23	ʔ a r a ɴ					a r a ŋ				
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
167	θ e d a					t i d a			t iː d a	
184	u a ts ɨ					u m a ts ɨ				
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
153			s u w a iː tɕ o	s u w a r u	s u w a tː e r u		s u w a r u	s u w a r u		s u w a tː e r u
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
178	m i tɕ a					m t a			ɴ ts a	
399	s ɨ r u r i								ʃ i j u ɴ	
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
38					oː k iː	u k u		oː k iː		oː k iː
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
106						p ɨ s a			h w i ɕ a	
248	ʔ a m a								ʔ a m a	
307		m i	m iː	m i	m iː		m i	m i		m i
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
123			k uː				k uː	k uː		
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
244	x u m a					k o m a n			k u m a	
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
331	u θ u					b u t u		o tː o	u t u	
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
54						b ɨ k i d u m			w i k i g a	
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
13			o i d o ɴ				o r a r a	o r a tɕ i		
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
3			o iː				o r a	o r e		
117				k i m o					tɕ i m u	
340	m a ɕ u					m aː s o			m aː ɕ u	
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
86			s iː b o							s i pː o
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
443		s a g e r u		s a g e r u						
88	h i g i					pˢ ɨ g i				
261		s o r a		s o r a						s o r a
32				j o k e	j oː k e					
450			u r e i t a	u r e t a			o r e t a			
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
406		n a g u r u						n a g u r u		n a ŋ u r u
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
432			s u i u		s uː		s uː	s uː		s uː
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
355					g o ts ui	u d a				
73	s i s i					s ɨː s ɨ			s i s i	
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
45							k o m eː		g u m a s a ɴ	
427							k a ŋ u	k a g u		k a ŋ u
449					dʑ u k u s i t a					dʑ u k u s i t a
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
437					k o w a ŋ a r u					k o w a ŋ a r u
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
269	ʔ i x i	i k e		i k e			e k e	i k e		
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
286								m u k oː z u n e	h w i ɕ a	
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
5					a ɴ t a					a n a t a
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
2				a s i	w a t e					w a t a s i
387				eː	eː		eː			iː
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
58		s a k a n a			s a k a n a					s a k a n a
206						m t i			m iː	
251	b i tɕ i n a								b i ɕ i n u	
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
159				j a r u			j a r u	j a r u		
383	n a b i r o s a r i					n a b ɭ ɨː				
457					n a w a			n a w a		
386						m a tː oː β u			m a tː oː b a	
