COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
909		pʰ e l u l a	pʰ e l u l a		pʰ e l o	pʰ e l o	pʰ e l u l a	
637			a u	a u	a u	a w u	a u	a u
2517	ŋ a m tʃ a	ŋ a m tʃʰ a	ŋ a m tʃʰ a	n a m tʃ a ŋ	ŋ a m tʃ a		ŋ a m ts i	
2149					n u p kʰ ə n		n u p kʰ ə n	
200		pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a			pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	
827	bʱ i		bʱ i	bʱ i	b i h̥	b i h̥	bʱ i	
2624	d̪ u n ts i				d u n tʃ i			
67				n a n	n a n			
2452	n u ŋ k a l a	n o ŋ kʰ u			n o ŋ kʰ ə n	n o ŋ kʰ u	n o ŋ tʃ u kʰ ə n	
989	tʃʰ a b u l a			tʃʰ a b u				
1734	z i m u		z i m b u	z i m u	z e m b u	z i m b u	z i m b u	
1761					s a ʔ	s a h̥		
1628		ɾ i tʃ i k p u	ɾ i tʃ i k p u			ɾ i tʃ i k p u		
493			ɾ i d o n	ɾ i d o n	ɾ i d o n	ɾ i d o n	ɾ i d o n	
66			z a m i ŋ			z a m i n		z a m i n z i m b u
2092		l e m	tʃ a m l e m b o		l e m b o	l e m b o		
464		t o tʃ a ŋ	t o tʃ a ŋ		t o tʃ a ŋ	t o tʃ a ŋ	t o ʃ a ŋ	
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
1566	m ĭ n k a	m i n p a n		m ĭ n k a			m i ŋ kʰ e n	
581		d u i p a	d u i p a		d u i p a	d u i p a	d u i p a	
2414		l u s p u z i g tʃ u		l u ʃ p u z i g tʃʰ a m	l u s p u z i g p o		l u s p u z i kʰ e n	
1602	tʃ a			tʃ a				tʃ a
535	s o s o		s o s o	s o s o	s o s o	s o s o	s ŭ s u	s o s o
582	p u r tʃ i			p u r tʃ i				
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
379	g u ɾ gʱ a ŋ			kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ		kʰ u r kʰ a ŋ	
2302	ʃ o ŋ l a k a	ʃ o ŋ l a i			ʃ o ŋ l a kʰ a n		ʃ o ŋ l a kʰ a n	ʃ o ŋ l a l a n
311		d a			d a	d a	d a	
755		tʃ j a m t u ɾ t a	tʃ j a m t u ɾ t a					
2766		i ŋ o m	i ŋ o m		ɲ i ŋ a m	ŋ a m tʃ a	i ŋ a m	
116	tʰ u l u	tʰ u l i	tʰ u l i	tʰ u l u		tʰ u l i		tʰ u l i
389		g o g a	g o g a		g o g a	g o g a	g o g a	g o g a
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
1307		t̪ʰ e p z a	t̪ʰ e p z a	k e p k a	t e p k a	t e p k a	t e p k a	k e p k a
1612		dʒ i p a n			dʒ i d p æ n			dʒ i p a n
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
1264				z o ɾ				z o ɾ
517	t i ŋ p u			t i ŋ p u				
2034						g o k u	g o kʰ e n	
1486	p a s a g o ŋ			p a s a g o m				
1584	g a ɾ i l a m	g a ɾ i l a m			g a ɾ i l a m	g a ɾ i l a m		g a ɾ i l a m
2379			tʰ i ŋ kʰ u		tʰ i ŋ kʰ ə n	tʰ i ŋ kʰ u	tʰ i ŋ kʰ ə n	tʰ i ŋ m a n
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
2588		kʰ u	kʰ u		kʰ u	kʰ u	kʰ u	
562	s a ŋ k a			s a ŋ k a				
1815		b r o ŋ b u	b u ŋ p u		a t ə r o ŋ b a	b ă ɾ o ŋ b a	a t ə r o ŋ b a	
1521		tʃʰ u	tʃʰ u		tʃʰ u	tʃʰ u	tʃʰ u	tʃʰ u
918		j a ŋ l u	j a ŋ l u		j a ŋ l u	j a ŋ l u ŋ	j a ŋ l u ŋ	j a ŋ l u ŋ
845	ɾ o k o	ɾ o k	ɾ o k		ɾ o k	ɾ o k	ɾ o k	ɾ o k o
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
1809					tʃ i kʰ e n		tʃ i kʰ e n	
819		z a m b a	z a m b a		z a m b a	z a m b a	z a m b a	z a m b a
1235	n a m n i ŋ	n a m n i ŋ	n a m n i ŋ		n a m n i ŋ	n a m n e ŋ	n a m n i ŋ	n a m n i ŋ
2416						z i k a n		z i g p a n
80	tʰ u ŋ a	tʰ u ŋ g a		tʰ u ŋ g a	tʰ u ŋ g a	tʰ u ŋ g a	tʰ u ŋ g a	
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
1487		dʒ o g t a ŋ	dʒ o g t a ŋ		dʒ o k t a ŋ	dʒ o k t a ŋ	tʃ o k t̪ a ŋ	tʃ o k t̪ a ŋ
2045			l e j a ŋ b o		l e ŋ b o	l e j a ŋ b o		
1263		ɾ j u	ɾ j u			ɾ j u	ɾ j u	
1924		k ɾ e m ʃ i pː a				k ɾ e m ʃ i pː a		
1352	g u	g u	g u	g u	g u	g u	g u	
1049	b u		b u	b u	b u	b u	b u	b u
