ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	English	ɔ l	ɔ l	1
2	German	a l	a l	1
3	Albanian	g ə r v i ʃ	g ə r v i ʃ	8
4	French	g r a t	g - r - a t	8
5	German	k r a ts	k - r - a ts	8
6	English	j ɛ l o	j ɛ l - o	14
7	French	ʒ o n	ʒ o n - -	14
8	German	g e l b	g e l b -	14
9	English	n ɑ t	n ɑ - t	24
10	German	n i x t	n i x t	24
11	Latin	n oː n	n oː n -	24
12	English	h j u m ə n	h j u m ə n	47
13	French	y m ɛ n	- - y m ɛ n	47
14	Latin	h o m i n	h - o m i n	47
15	German	h au t	h au t -	52
16	Latin	k u t i	k u t i	52
17	English	g o	g o	59
18	German	g eː	g eː	59
19	English	ə r θ	ə r θ -	66
20	German	eː r d ə	eː r d ə	66
21	French	t ɛ r	t ɛ r -	67
22	Latin	t e rː a	t e rː a	67
23	English	k o l d	k o l d	72
24	German	k a l t	k a l t	72
25	French	f r w a d	f r - w a d -	73
26	Latin	f r iː g i d o	f r iː g i d o	73
27	English	b l o	b l o -	78
28	German	b l aː z	b l aː z	78
29	Latin	f l aː	f l aː -	78
30	Albanian	m e	m e -	92
31	German	m i t	m i t	92
32	French	ɛ̃ t ɛ s t ɛ̃	ɛ̃ - t ɛ s t - - ɛ̃	100
33	Latin	i n t e s t iː n o	i n t e s t iː n o	100
34	English	l e k	l e k -	111
35	French	l a k	l a k -	111
36	Latin	l a k u	l a k u	111
37	English	i t	i t -	116
38	German	e s	e s -	116
39	Latin	e d e	e d e	116
40	French	k ø	k ø - -	123
41	Latin	k au d a	k au d a	123
42	English	s p l ɪi t	s p - l ɪi t	149
43	German	ʃ p a l t	ʃ p a l - t	149
44	French	f ɑ̃ d	f ɑ̃ - d -	150
45	Latin	f i n d e	f i n d e	150
46	English	s w ɪ m	s w ɪ m	155
47	German	ʃ v i m	ʃ v i m	155
48	Albanian	n o t o	n o t o	158
49	Latin	n aː	n aː - -	158
50	English	k au n t	k au n t -	162
51	French	k ɔ̃ t e	k ɔ̃ - t e	162
52	Albanian	n u m ə r u a r	n u m ə r u a r	164
53	Latin	n u m e r aː	n u m e r - aː -	164
54	English	g ʊ d	g ʊ d	167
55	German	g uː t	g uː t	167
56	French	b ɔ n	b ɔ n -	168
57	Latin	b o n o	b o n o	168
58	English	w ai d	w ai d	181
59	German	v ai t	v ai t	181
60	English	f ɑ r	f - ɑ - - r -	188
61	German	f e r n	f - e - - r n	188
62	Latin	p r o k u l	p r o k u l -	188
63	Albanian	m a ð	m a ð - -	198
64	Latin	m a g n o	m a g n o	198
65	English	b r ɛ s t	b r ɛ s t	205
66	German	b r u s t	b r u s t	205
67	English	f ɔ l	f ɔ l	220
68	German	f a l	f a l	220
69	English	n au	n au - -	232
70	German	n uː n	n uː n -	232
71	Latin	n u n k	n u n k	232
72	English	d e	d e -	238
73	German	t aː g	t aː g	238
74	French	ʒ u r	ʒ u - r	239
75	Latin	d i eː	d i eː -	239
76	French	m œ r	m œ r -	257
77	Latin	m o r iː	m o r iː	257
78	English	a ʃ	a ʃ -	271
79	German	a ʃ ə	a ʃ ə	271
80	French	s ɑ̃ d r	s ɑ̃ d - r	272
81	Latin	k i n e r	k i n e r	272
82	French	m ɔ v ɛ z	m ɔ v ɛ z	278
83	Latin	m a l o	m a l o -	278
84	English	n o z	n o z -	284
85	French	n e	n e - -	284
86	German	n aː z ə	n aː z ə	284
87	Latin	n aː s o	n aː s o	284
88	English	k l ɔ	k l ɔ -	301
89	German	k l au ə	k l au ə	301
90	French	f l ø v	f l ø v - -	309
91	Latin	f l uː m i n	f l uː m i n	309
92	English	r au n d	r au - - n d -	315
93	French	r ɔ̃ d	r ɔ̃ - - - d -	315
94	German	r u n d	r u - - n d -	315
95	Latin	r o t u n d o	r o t u n d o	315
96	French	m a r i	m a r i - -	321
97	Latin	m a r iː t o	m a r iː t o	321
98	Albanian	s e p s e	s e p s e	336
99	French	p a r s	p a r s -	336
100	English	o l d	o l d	342
101	German	a l t	a l t	342
102	Albanian	v j e t ə r	v j e t ə r	343
103	French	v j ɛ j	v j ɛ - - j	343
104	Latin	w e t e r	w - e t e r	343
105	French	a r b r	a r b - r	348
106	Latin	a r b o s	a r b o s	348
107	Albanian	d r u r	d r u r	349
108	English	t r i	t r i -	349
109	English	f r i z	f r i z	373
110	German	f r iː r	f r iː r	373
111	French	ʒ ɛ l e	ʒ ɛ l e	374
112	Latin	g e l aː	g e l aː	374
113	English	h ɛ r	h ɛ r	379
114	German	h aː r	h aː r	379
115	French	ʃ ə v ø	ʃ ə v ø - -	380
116	Latin	k a p i lː o	k a p i lː o	380
117	Albanian	ʃ	ʃ -	385
118	English	s i	s i	385
119	German	z eː	z eː	385
120	French	v w a	v - w a	386
121	Latin	w i d eː	w i d eː	386
122	English	g r i s	g r i s	391
123	French	g r ɛ s	g r ɛ s	391
124	English	s i	s i	397
125	German	z eː	z eː	397
126	French	m ɛ r	m ɛ r -	398
127	Latin	m a r e	m a r e	398
128	English	j ɪ r	j ɪ r	403
129	German	j aː r	j aː r	403
130	French	a n e	a n e	404
131	Latin	a nː o	a nː o	404
132	French	e k ɔ r s	e k ɔ r s - -	410
133	Latin	k o r t i k	- k o r t i k	410
134	English	w ɑ t	- w ɑ t	416
135	French	k w a	k w a -	416
136	German	v	- v - -	416
137	Latin	kʷ o	kʷ - o -	416
138	French	f œ j	f œ j - -	427
139	Latin	f o l i o	f o l i o	427
140	English	s ə n	s ə n - -	433
141	French	s ɔ l ɛ j	s ɔ l ɛ j	433
142	German	z o n ə	z o n ə -	433
143	Latin	s oː l	s oː l - -	433
144	English	s a n d	s a n d	442
145	German	z a n d	z a n d	442
146	Albanian	r ə r	- r ə r -	445
147	Latin	a r eː n a	a r eː n a	445
148	English	ai s	ai s	448
149	German	ai s	ai s	448
150	French	g l a s	g l a s - -	449
151	Latin	g l a k i eː	g l a k i eː	449
152	English	m u n	m u n -	454
153	German	m oː n d	m oː n d	454
154	French	l y n	l y n -	455
155	Latin	l uː n a	l uː n a	455
156	French	p u r i	p u - r i - -	460
157	German	f au l	f au - l - - -	460
158	Latin	p u t r i d o	p u t r i d o	460
159	German	n eː b ə l	n eː b ə l -	466
160	Latin	n e b u l a	n e b u l a	466
161	English	n u	n u - - -	473
162	French	n u v ɛ l	n u v ɛ l	473
