COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i +								
2-1	e x + t t w w								
8-1	w e j +								
16-1	e s + tɬ +								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + o k								
53-1	n a k a s								
54-1	tɬ aː l l i								
55-1	k w a								
60-1	iː x + i l l								
83-1	tɬ e + tɬ								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m aː + n								
106-1	k a k i								
138-1	n e ʔ w								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː i + tɬ i								
186-1	k e tʃ +								
190-1	j a k a + +								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + i								
314-1	k w a w + +								
315-1	t m e								
322-1	t e ʔ w m e t								
323-1	tɬ a								
9-1	t t t o + tɬ								
17-1	o m i + tɬ								
22-1	tɬ a t i a								
30-1	w i i								
88-1	i i i								
158-1	w e j a k								
159-1	a t i m i +								
177-1	m i tɬ + k								
184-1	t oː k aː t +								
187-1	j a n k w i + k								
227-1	x aː + l l								
1-2		u tʃ i							
2-2		e x + t e e t							
8-2		w e t i							
16-2		e s + t i							
24-2		i s t i							
32-2		m i b i							
51-2		u n + i							
52-2		w a + u							
53-2		n a b a s							
54-2		t a l							
55-2		b w a							
60-2		i x + t i l u l u							
83-2		t e + t							
87-2		p a t a n i							
92-2		m a b a							
103-2		m a t							
106-2		b a b i							
138-2		n e h							
139-2		m i b + t i a							
142-2		m a t i							
145-2		m u + t e b a							
176-2		t a a + t							
179-2		n a b a + t							
180-2		m eː i + t i							
186-2		b e tʃ +							
190-2		j a b a + t							
194-2		s eː							
220-2		u h + t i							
231-2		i t a							
240-2		b u tʃ i							
283-2		t e + t							
293-2		i n + i							
314-2		b w a w i + t							
315-2		n m e							
322-2		t e h e e							
323-2		t e							
9-2		t n t u + t							
17-2		u m + t							
22-2		t a t i a							
88-2		i i i							
158-2		w e j a							
159-2		a t i m i + t							
177-2		m i a k							
184-2		t n b a a							
187-2		j a n b w i +							
227-2		x a h l l							
1-3			n o tʃ i						
2-3			n e x + + w						
8-3			w eː +						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + i						
53-3			n a k a s						
54-3			t aː l i						
55-3			k w aː						
60-3			iː x + t l o l o						
83-3			t e + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː +						
106-3			k a k i						
138-3			n e h						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː a + t						
179-3			n a k a + t						
180-3			m eː i + t i						
186-3			k e tʃ + ʔ						
190-3			a k a + t						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + t						
293-3			i n i						
314-3			k w a w + +						
315-3			oː m e						
322-3			t e h w m n						
323-3			t e						
9-3			t oː t o + t						
17-3			o m + t						
22-3			t a t i a						
30-3			w i ts						
88-3			i i i						
158-3			w e + a ʔ						
159-3			aː t i m + t						
177-3			m i a ʔ k						
184-3			t o k aː +						
187-3			a n k w i + k						
227-3			x aː l l						
1-4				o tʃ i					
2-4				e x + t e e					
8-4				w e j					
16-4				e s + tɬ i					
24-4				i s t i					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l l					
55-4				k w a					
60-4				i x +					
83-4				tɬ e + tɬ					
