COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
235	m o + tɬ aː l i aː	m u + r a l i h + t u k	m o + t aː l i a	m o + tɬ a l i a	m o + t aː l i	m u + t aː l i a		m o + tɬ a l ɨ + h a	m o + tɬ ø l iː a
6	i ʔ t e	i h t i		i h t e	i h t i	i h t i		ɨ h t ɨ	i h t e
289	k w i tɬ a p i l + l i	b w i r a p i l	k w i t a p iː l	k w i tɬ a p i l	b i t a p i l	k w i tɬ a p i l		k w i tɬ a + p ɨ l	k w iː tɬ a p iː l
221	n e l w a + tɬ		n e l w a + ʔ	n e l w a + tɬ		n e l w a + t		n e l w a + tɬ	n e l w a + j u + tɬ
101	ts o n + tɬ i	ts u n + t i		ts o n + tɬ i			ts o n	ts o m	ts o n + tɬ iː
3	eː w a + tɬ			j e w a + j o		eː w a + j u		ɨ w aː + j oː + tɬ	j e w a + j u + tɬ
219		t r a i k			t a + t a w i + k				
228	ʔ t o aː		k + i h t o a	i h t o a	i h t o a				ʰt o a
320	aː + tɬ		aː ʔ + t i	a + tɬ	aː + t	aː + t	a + t	aː + tɬ	ø + ts i n + tɬ i
284	t oː n a + t i w	r o n t i n		t o n a l + ts i n + tɬ i	t oː n a t i	t uː n a l	t u n e l		t u n a l iː
28	iː ts + t i k	s e s e k	s e s eː ʔ		s e s eː k	s e s e k		s e s e + k	
14			p iː s + t i ʔ		p i s + t i k				
27				i ts + t i k					i ts + t iː k
12			t a n + k w a		t a m + b a	t a n + k w a		k ɨ h + ts o m a	
13	tɬ iː l + t i k			tɬ i l + t i k		t iː l + t i k		tɬ iː l + t ɨ + k	tɬ i l + t iː k
143	i s w a + tɬ	i s w a + t	i s w a ʔ		i s w a + t	i s w a + t		ɨ s w a + tɬ	
79	i h w i + tɬ	i j + u h w i + j u		i h w i + tɬ				ɨ w ɨ	
294	t e ʔ w aː + tɬ	t e h e	t e h	t e h w a	t e h a	t a		t ə h a	t a h a
19	tʃ iː tʃ iː w a l		tʃ iː tʃ i w a l	tʃ i tʃ i w a l	tʃ i tʃ i w a l			tʃ iː tʃ iː w a l	tʃ i tʃ iː w a l
290	i n + oː n	h uː n i		i n + o n	h oː n	u n i		oː n	iː n + u
85			t oː p o h		t oː p o h				
144				x i w i + tɬ			x u t		x iː b iː tɬ
84	m i tʃ + i n			m i tʃ i		m i tʃ i n	m i tʃ o m	m ɨ + tʃ ɨ + m	m iː tʃ iː
107	j oː l + l i	j u h + l u		j o l + o		j u l	n	j oː l	j u l o h + tɬ iː
318	t o + t oː n + k i	t r uː n i k	t o t oː n i ʔ	t o t o n k i	t o t oː n i k	t u t uː n i k		t o + t oː n ɨ + k	t o t u n + k iː
97	j e k + tɬ i							j eː k + tɬ ɨ	
93	k w a l + l i			k w a l i					k w a l iː
328	s i w aː + tɬ	s u w a + t	s i w aː + ʔ	s i w a + tɬ	s o aː + t	s i w aː + t		s i	s o w a + tɬ
213	k i j a w + tɬ		k i a h u aː + ʔ	k i j a w i + tɬ					k iː j a b iː + tɬ
