COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ə n			
2054-1	d ɔ n ə ə			
1375-1	l ɪ x			
760-1	w ɪ n d			
756-1	s n			
726-1	m d ə r			
1351-1	x r ɛɪ n n t ɑ t ə r r			
1353-1	x r ɛɪ n + ə d ə r			
412-1	b ɑ eː aː ə r + aː d ə r			
406-1	s eː ɣ ə r + m ʉ d ə r			
1005-1	s t eː n t ɑ ə r			
1012-1	s t ɔ p ə ə d ə r			
1016-1	w ɛ t ə ə r			
1069-1	s x			
509-1	v ɔ l ə			
693-1	t uː ə l r			
2179-1	n ɛ s t			
1753-1	v ɔ s ə			
1131-1	w ɔ l f			
1198-1	b aː n t ə			
2032-1	h ɑ r ə			
2241-1	n ə n ə			
2244-1	l ɪ p ə			
610-1	k n k			
945-1	h ɛ t			
1534-1	l ɪ k ə			
384-1	z uː k ə			
1650-1	n n t			
1663-1	z ə l t			
2279-1	l ɛɪ n ɛɪ n			
471-1	z ə ə			
1385-1	z ɑ d ə k			
792-1	+ ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɛɪ n d ə r d			
1970-1	v ɔ l			
1230-1	d ə n t ə ə			
2017-1	n ɛɪ			
968-1	w ɛ l t			
1674-1	l ɛɪ n d			
1671-1	h ɛ ɣ ə l			
829-1	k l ɪ p ə			
1025-1	w eː t ə r			
1027-1	z iː			
1832-1	r ɑu w			
-1816-1	oː s ə			
-335-1	l ə ɣ ə ə			
1043-1	s t r ɛɪ m			
423-1	s t ɛɪ n			
2049-1	m ɛɪ n			
2062-1	s t ɔ r m			
2065-1	r ɛɪ n ə ə + b oː x ə			
1368-1	s ɑ d ə			
1365-1	d œy ɛɪ			
754-1	r ɛɪ ə			
768-1	w ɛ t ə r			
1211-1	v ɛɪ r ə			
106-1	m ɛɪ n			
-98-1	b aː v eː			
719-1	v ɑ t ə r			
1341-1	z oː n			
-2027-1	d ɑ n ə			
-2026-1	n eː v ə			
409-1	s x eː x ə r + l oː n			
402-1	d w x ɣ ə r ɛɪ n ɔ l t ə			
1014-1	s t eː p ɑ d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	d t s			
2199-1	k ɑ l f			
2197-1	s oː p			
1523-1	z oː			
1521-1	b ɔ k			
512-1	m eː r			
2141-1	h ɛ n			
2147-1	x ə n s			
814-1	k r eː			
810-1	d oː f			
1755-1	h ɔ n			
1758-1	m œy s			
1760-1	r ɔ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ eː s			
1309-1	l ɛɪ s			
1307-1	n ɪ t			
1305-1	v l iː			
711-1	w ɔ s p ə			
1442-1	v l iː ɣ			
62-1	m ʉ x			
-73-1	m eː s k ɛɪ t oː			
1810-1	h ɑu d			
1805-1	v l eː s			
1813-1	h aː r			
1811-1	b l ɛɪ d			
690-1	r ʉ p ə			
2177-1	h aː s			
246-1	oː x ə r eː k ə ɑu			
249-1	oː x l ə d ə iː d			
1506-1	n ɔ s ə r ə l l			
2242-1	m ʉ ɛɪ t			
2245-1	t ɔ ŋ			
1196-1	d eː k			
2174-1	s x l t ə r			
575-1	r n ə ə ə ə			
603-1	s l ʉ n + b oː x ə			
601-1	h ɑ n d			
615-1	v ɪ ŋ ə ə r			
901-1	k l ɑu			
608-1	v ɔ t			
596-1	t eː ə			
937-1	b r ɛ s t			
936-1	n aː v ə l			
646-1	l ɪ ŋ			
947-1	l ɛɪ v ə r			
1606-1	h ʉ p			
472-1	n n n ə ə			
1535-1	z w ɛ t ə			
1546-1	s p ɛ k			
1959-1	s l aː p ə			
694-1	s n ɑ r			
1961-1	d r ɛɪ m ə			
323-1	r aː v ə m			
1885-1	x r ɑ p			
2156-1	b r + k eː l t ə ɪ			
1903-1	w ɛɪ n d ə			
525-1	z w ɛ l ɪ ŋ			
276-1	l ɑ m m			
274-1	d ɔ p			
278-1	b l ɪ n d			
258-1	b ə n d r r ŋ k			
256-1	n eː k ə t			
383-1	s t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː f ə			
2003-1	k ɑ t ə l			
2024-1	p ɑ n			
1321-1	k oː p			
1976-1	t ɔ ŋ ə			
1243-1	m aː l ɛɪ t			
1265-1	p ɛɪ l			
1261-1	z iː v ə			
655-1	b r eː d			
650-1	d ə x			
1532-1	k n d t ə			
-36-1	z ə p ə			
34-1	b oː n			
-1647-1	v ɛɪ ɣ			
-1615-1	oː ɔ l			
125-1	v ɑ t			
1659-1	h oː n ɪ x			
1661-1	m ɛɪ l k			
1676-1	b oː d ə r			
480-1	d r ɛɪ ɣ r ɑ ŋ k			
1466-1	k l aː s r ɪ			
2277-1	w ɔ l ə			
2271-1	v ɑ l t			
2293-1	l aː d ə r			
624-1	s p ɛɪ n ə			
628-1	s p ɛɪ n d ə l			
626-1	w ɛ v ə			
633-1	n ɛɪ d ə l			
1185-1	s uː eː t ə r r			
1179-1	h ɛ t			
2168-1	k oː m			
1952-1	d ɔ r			
899-1	l ɛɪ d ə r			
922-1	b ɑ d			
-934-1	l ə m eː ə			
916-1	d r ɔ x			
1726-1	v ə l t			
2108-1	p l iː			
1133-1	v ə r k			
2114-1	s p aː d ə			
1272-1	r ɛɪ x ə			
1979-1	x r ɑ s			
1989-1	h aː j			
-2260-1	p l ɑ n t ə			
70-1	b uː k			
-89-1	w ɛɪ n + s t			
-12-1	p ɛɪ p ə			
713-1	z ə p			
747-1	z eː t ə l			
308-1	d ə			
289-1	b ɪ n d ə			
1930-1	b r ɛ k ə			
1928-1	s p l s t ə			
858-1	s t r ɛ k ə			
1577-1	h w ə ə ɑ ŋ ə			
908-1	w ɔ t ə			
648-1	b ɔ r ə			
1855-1	d ɔ l ə r l ə			
657-1	h ɑ m ə r			
2058-1	n aː t ə l			
949-1	s l iː t m ə			
1642-1	x ɔ ɑ t			
1640-1	z ə l f ə r			
1633-1	m r ə n			
1630-1	d ɪ n			
1469-2		s ɑː n		
2047-2		s ɔ		
2054-2		θ ɔ n n		
1375-2		l aɪ d		
760-2		w aɪ n		
756-2		s n eɪ		
726-2		s n d		
1351-2		ɡ r aɪ t d		
1353-2		ɡ r aɪ t s		
412-2		s ɪ eɪ r		
406-2		s aɪ n		
1005-2		s aɪ		
1012-2		s t aɪ		
1016-2		w aɪ d		
1069-2		s k		
509-2		f ɔ l		
693-2		m iː l		
2179-2		s ɪ s		
1753-2		f aɪ t		
1131-2		w əʊ l		
1198-2		b ɛ r t		
2032-2		h aɪ r n		
2241-2		s n		
2244-2		l aɪ f		
610-2		k n n		
945-2		h ɑː r		
1534-2		l eɪ k		
384-2		s iː		
1650-2		s n t		
1663-2		s ɛ l		
2279-2		l aɪ n		
471-2		s		
1385-2		s ɑː d r		
792-2		r ɪ k		
1111-2		h ɑː s		
197-2		s d		
2020-2		l eɪ ŋ		
867-2		h aɪ n d		
1970-2		f ɔ l		
1230-2		d r aɪ d		
2017-2		n iː		
968-2		w ɛ l		
1674-2		l ɑː d		
1671-2		h aɪ ə l		
829-2		k l aɪ f		
1025-2		w əʊ r		
1027-2		s eɪ		
1832-2		r əʊ		
-1816-2		s s n̩ n		
-335-2		l əʊ		
1043-2		s d r aɪ		
423-2		s t ɛ n		
2049-2		m aɪ		
2062-2		s t ɔː r		
2065-2		r aɪ n k ɔ		
1368-2		s l		
1365-2		θ aʊ		
754-2		r aɪ		
768-2		w ɛ n		
1211-2		f ɔː		
106-2		m ɑː n		
-98-2		b		
719-2		f aɪ d r		
1341-2		s aɪ		
-2027-2		d ɑː n d		
-2026-2		n iː v		
409-2		s w aɪ r n d ɪ		
402-2		s w aɪ n d aɪ t t		
1014-2		s iː z d ɔː t v		
1059-2		w ɪ		
120-2		s d ɑː l		
2194-2		əʊ s		
2199-2		k ɑː l f		
2197-2		s ɑː əʊ p		
1523-2		s iː		
512-2		m ɛ r		
2141-2		h aɪ		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
