COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
396	h u r u s a r i	h u r u s i kʲ a	ɸ u r i	h u r ui	h u r ui		ɸ u r iː	h u r u s iː	h u r u s a ɴ	h u r ui
286								m u k oː z u n e	h w i ɕ a	
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
90		ts u b u r i							ɕ i b u r u	
167	θ e d a					t i d a			t iː d a	
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
49	o n a g u	o ɴ n a g o	o n a g o	o n a g o	o n a ŋ o			o ɴ n a	w i n a g u	o ɴ n a
130	mʲ uː r i		m i	m i r u	m i r u	m iː ɭ	m i r u	m i r u		m i r u
178	m i tɕ a					m t a			ɴ ts a	
73	s i s i					s ɨː s ɨ			s i s i	
84		o b a		o	oː		o	o		
306	n a r i					n a ɭ			n a i	
300	h u s u	h e tsː o g o	h e i s o	h e s o	h e s o		ɸ e s o	h e s o	h u s u	o h e s o
387				eː	eː		eː			iː
443		s a g e r u		s a g e r u						
431		n o m u		n o m u						
426		k a m a r u		k a m u						
269	ʔ i x i	i k e		i k e			e k e	i k e		
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
54						b ɨ k i d u m			w i k i g a	
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
45							k o m eː		g u m a s a ɴ	
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
455	ʔ i k i tɕ u r i	i k i t e	i k iː tɕː o	i k i tʲ uː	i k i t e r u		e k e tɕ o r u	i k i t o r u	ʔ i tɕ i ts oː ɴ	i k i t e r u
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
161	ʔʲ u r i	j u	j u i u	j uː	j uː		e o	j uː	ʔʲ u ɴ	j uː
406		n a g u r u						n a g u r u		n a ŋ u r u
119	k i m o	k i m o	k i m o	k i m o	k i m o	ts ɨ m u		k i m o	tɕ i m u	k i m o
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
58		s a k a n a			s a k a n a					s a k a n a
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
262	h i r u h i ɴ m a	h i r u m a	h i j i	h i r u m a	h i r u m a		ɸ i r u	h i r u m a	h w i r u	h i r u m a
158					a ŋ e r u					a ŋ e r u
21	n uː					n a u			n uː	
124	x a m u r i								k a n u ɴ	
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
432			s u i u		s uː		s uː	s uː		s uː
350	s e b a s a r i	s e b a kʲ a	s e m e	s e b a i	s e b a i		s e m eː	s e m a i	ʃ i b a s a ɴ	s e m a i
146	ʔ a kː u r i		a j u ɴ	a r u k u	a r u k u	a ɭ ɨ f u	a r u k u	a r u k u	ʔ a tsː u ɴ	a r u k u
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
345	w a r a b ɨ					j a r a b i			w a r a b i	
383	n a b i r o s a r i					n a b ɭ ɨː				
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
340	m a ɕ u					m aː s o			m aː ɕ u	
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
211				eː	eː		eː	eː		iː
123			k uː				k uː	k uː		
5					a ɴ t a					a n a t a
23	ʔ a r a ɴ					a r a ŋ				
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
188	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a		j a m a
215		j o kː j a	j o k a							
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
171		k u a	k a i w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː r a	k a w a
255		tɕ iː t o					tɕ iː t o			
261		s o r a		s o r a						s o r a
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
251	b i tɕ i n a								b i ɕ i n u	
134	s i tɕ u r i		s i j i tɕ o	s i tː j uː	s i tː e r u	s ɨː	s i tɕː o r u	s i tː o r u	s i tsː oː ɴ	s i tː e r u
248	ʔ a m a								ʔ a m a	
78		a b u r a n i k u	a b u r a m i	a b u r a	a b u r a	a vː a	a b u r a	a b u r a n i k u		a b u r a m i
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
331	u θ u					b u t u		o tː o	u t u	
159				j a r u			j a r u	j a r u		
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
22		n a kː j a	n a k a	n a i	n a i		n eː	n a i	n eː ɴ	n a i
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
13			o i d o ɴ				o r a r a	o r a tɕ i		
1	w a ɴ	w a r e				b a n			w a ɴ	
235	x j a s i		i k e ɴ						ts aː	
117				k i m o					tɕ i m u	
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
106						p ɨ s a			h w i ɕ a	
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
206						m t i			m iː	
244	x u m a					k o m a n			k u m a	
155	i r u r i	i t e							i ts oː n	
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
39			h u t e	h u t o i			ɸ u t eː			
88	h i g i					pˢ ɨ g i				
313	n a ɴ θ ɨ	d e	d e	d e	d e		d e	d e	u t i	d e
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
437					k o w a ŋ a r u					k o w a ŋ a r u
-136				n e r u	n e r u		n e r u	n e b u r u		
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
420	ʔ u θ ɨ r u r i	o t e r u	o ts u		o tɕ i r u	u t i ɭ	o tɕ i r u	o tɕ i r u	ʔ u t i j u ɴ	o kː o tɕ i r u
456	ts ɨ n a	ts u n a	ts u n a	t u n a		ts ɨ n a	ts u n a		ɕ i n a	ts u n a
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
386						m a tː oː β u			m a tː oː b a	
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
