COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	x u r i									
18-1	n a a r ɴ									
35-1	h u θ u θ u									
36-1	h u θ tɕ ts u									
48-1	n a g a s a r i									
60-1	θ u r i ɴ									
63-1	s i r a m i									
64-1	k i									
67-1	h u ɴ									
68-1	n g ɨ									
71-1	ʔ i									
76-1	h u n g									
83-1	ts ɨ n o									
87-1	h a ɴ g e r									
95-1	m i mʲ i									
98-1	h a n a									
99-1	k u u i									
-102-1	s i j a									
103-1	ts ɨ m ɨ									
110-1	θ e									
116-1	h u n a ɴ									
120-1	n u m u r i									
132-1	k i k u r i									
139-1	x u r u s u r i									
140-1	ʔ j u ɴ u r i									
156-1	θ a tɕ u r u									
168-1	ts u k i									
169-1	h u s i									
170-1	m uː d u									
173-1	ʔ s i ɨ									
180-1	x u m u									
185-1	h u s									
186-1	m u r r u									
187-1	m uː ɨ i									
190-1	ʔ x a a a r									
193-1	x iː r u i									
194-1	s i r u s a r i									
195-1	x u r u s a r i									
216-1	m a r u s a r i									
221-1	n a i									
239-1	ʔ ts u ɨ									
252-1	mʲ uː tɕ u									
253-1	j u ts u									
254-1	ʔ ts u ts u ɨ									
266-1	x a d ɨ									
267-1	n a g a r i r u r i									
268-1	ʔ mʲ i i									
272-1	ʔ m ɨ ɴ x									
276-1	ʔ a a u r									
281-1	m u s i									
304-1	ts ɨ b a i									
305-1	ts i tɕ i									
308-1	h a n a									
309-1	x u s a									
310-1	θ u									
311-1	n i									
342-1	j u k i									
346-1	k u r a s a r i									
347-1	k i r u r i									
348-1	h i r u s a r									
351-1	θ tɕ b a r i									
361-1	ʔ b u ɕ a r									
379-1	x u s a r u a									
394-1	h i n a a i									
395-1	mʲ a ɴ i r i									
400-1	h i ɨː a r u									
412-1	s a x ɨ r u r i									
413-1	ts ɨ k i s u s i									
414-1	h u r u r i									
422-1	h u k u r i r u									
423-1	x a a g x a r u									
430-1	h a x u r i									
435-1	h u k u r i									
446-1	s i j a ɴ i a									
447-1	ʔ o r r									
458-1	θ u s i									
56-1	h u θ u									
62-1	ʔ mʲ u									
70-1	θ a n g ɴ									
96-1	m a									
101-1	h u									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o ts u								
36-2		h u t e ts u								
48-2		n a g a kʲ								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h a a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o j o g u								
156-2		t a tsː e r u								
168-2		ts u k i								
169-2		h o s i								
170-2		m i z u								
173-2		i s i								
180-2		k u m o								
185-2		h a kʲ								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a i								
193-2		k oː r o kʲ								
194-2		s i r o kʲ a								
195-2		k u r o kʲ a								
216-2		m a r u kʲ i r								
221-2		n a a								
239-2		i ts u								
252-2		m i ts u								
253-2		j o ts u								
254-2		i ts u ts u								
266-2		k a dʑ e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e g u								
