COGID	dutch	english	french	german
111	k ɪ n t			k ɪ n t
260	m uː			m yː d ə
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
1648	s m eː d ə			ʃ m iː d ə n
1696	w ɛ r p ə			v ɛ r f ə n
2144	k œy k ə	tʃ ɪ k ɪ n		
1144	k aː l			k aː l
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
1530	k oː n ɛɪ n			k a n iː n + x ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
1052	z ɛɪ			z iː
785	w iː l	w iː l		
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
159	h aː v ɪ k			h aː b ɪ x t
1892	x ɪ f			ɡ ɪ f t
166	v oː ɣ ə l			f oː ɡ ə l
2216	v l øː ɣ ə l			f l yː ɡ ə l
677	t ɛ l ə			ts ɛː l ə n
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1038			v a ɡ	v oː ɡ ə
685		t aɪ m	t ɑ̃	
850	t ɔ p	t ɔ p		
1047	b r ɔ n			b r ʊ n ə n
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
2094		ʃ ʌ v l̩		ʃ au f ə l
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
514	h ɛ ŋ s t			h ɛ ŋ s t
1644	x iː t ə			ɡ iː s ə n
7	w oː n ə			v oː n ə n
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
1666	v l ɑ k t ə			f l ɛ x ə
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
2105		r eɪ k		r ɛ x ə n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1828	s x œy m			ʃ au m
393	k ɑu w ə			k au ə n
127	v eː			v iː
1556	x eː w ə			ɡ a f ə n
1553	h uː s t ə			h ʊ s t ə n
268	d ɛɪ	θ aɪ		
-588	p l ɑ t			p l a t
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
885	d eː l ə			au s + t ai l ə n
-1158	b ɑ l	b ɔː l		
727	m ɑ n			m a n
776	v ə r + d eː l ə			t ai l ə n
51		b r ɪ k	b ʀ i k	
782	w ɛ x			v ɛ k
635	v ɛ r v ə			f ɛ r b ə n
1906	z w ɑ k			ʃ v a x
1571	m eː n ə x t ə			m ɛ ŋ ə
2000	b l ɑ t			b l a t
280	b oː x			b oː ɡ ə n
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
-346		r iː f		r ɪ f
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
1638	k oː p ə r	k ɔ p ə r		
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
716		b ɑː k		b ɔ r k ə
162	aː d ə l aː r			aː d l ə r
-1259	d iː n eː	d ɪ n ə r		
1091	uː v ə r			uː f ə r
2055	b l ɪ k s ə m			b l ɪ ts
1066	j ɛɪ	j uː		
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
436	h ɑu t			h ɔ l ts
517	p aː r t			pf eː r t
300		f əʊ l d		f a l t ə n
1439	z ɛ n d ə	s ɛ n d		
1401		ɡ r ɑː s p		ɡ r ai f ə n
1821	r ʉ x			r ʏ k ə n
1518	s p ɪ ts			ʃ p ɪ ts ə
1181	m ʉ ts			m ʏ ts ə
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
736	v r ɑu w			f r au
-1337	v ɔ r k	f ɔː k		
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
186	s x ʉ l t			ʃ ʊ l t
30	l ɛɪ m			l ai m
1542	b r aː k ə			ɛ r + b r ɛ x ə n
122	d iː r			t iː r
2038	n ɪ x t			n ɪ x t ə
1267	n iː r			n iː r ə
232	k oː p ə			k au f ə n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
-1021	m uː r ɑ s			m oː r a s t
-2035		k ʌ z n̩		k uː z iː n ə
2006	p ɔ t	p ɔ t		
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
-1033	b aː j	b eɪ		
931	k aː r s			k eː r ts ə
855	l aː x	l əʊ		
864		s aɪ d		z ai t ə
1300	x ɛ r s t			ɡ ɛ r s t ə
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
1720	b uː r			b au ə r
874	m ɑ n	əʊ l d + m æ n		
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
352	eː r s t ə			eː r s t ə
1689		l ɪ f t	l ə v e	
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1799	k n oː p			k n ɔ pf
-425	r ɔ ts	r ɔ k		
2001		l iː f		l au p
1188	n ɑu w	n æ r əʊ		
1295	h aː v ə r			h aː f ə r
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1447	b oː m			b au m
1002	k l ɛɪ	k l eɪ		
940	m aː x			m aː ɡ ə n
2091	b ə + w aː r ə			b ə + v aː r ə n
-1161	l ɛɪ n	l aɪ n		
1274	h aː j			h ai
1431	d r aː ɣ ə			t r aː ɡ ə n
1895		h iː l		h ai l ə n
2111	x r aː v ə			ɡ r aː b ə n
271		l eɪ z ɪ		l ɛ s ɪ x
1851		f l əʊ		f l iː s ə n
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
2125	w ɪ k ə l ə			v ɪ k ə l n
-1682	v ɑ l ɛɪ	v æ l ɪ		
2159	k r ɔ p			k r ɔ pf
1608	b ɔ r s t			b r ʊ s t
-78	p ɛɪ m + b oː m	p aɪ n		
672	d eː k ə			d ɛ k ə
612	b eː n			b ai n
20	k l ɛɪ n			k l ai n
1389			ʃ o z	z a x ə
27	v l eː s			f l ai ʃ
164	x iː r			ɡ ai ə r
1333		n ɪ ə r		n aː ə
762	w ɔ l k			v ɔ l k ə
2127	d r aː j ə			d r eː ə n
1617	s x ʉ p			ʃ ʊ p ə
108	m ɛɪ s j ə			m ɛː t x ə n
347	t w eː d ə			ts v ai t ə
1472	m ɔ d ə r	m ʌ d		
1939	v l uː r	f l ɔː r		
-2	t ɛ n t	t ɛ n t		
205	ɑ r m + b ɑ n t			a r m + b a n t
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
-1041	r iː v iː r	r ɪ v ə r		
1204	v iː r + k ɑ n t			f iː r + ɛ k
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
2219	v ə r + z aː m ə l ə			z a m ə l n
1199	s l œy j ə r			ʃ l ai ə r
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
-445		f æ m ə l ɪ		f a m iː l iː ə
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1681	d ɑ l			t aː l
758	l ʉ x t			l ʊ f t
2253	k ɛ r v ə	k ɑː v		
