COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e									
56-1	u m a									
96-1	a a a tʃ									
99-1	a a i k a n									
114-1	t o k i tʃ i									
115-1	u n i tʃ									
133-1	t i p a a a i i									
144-1	a w a w a i									
150-1	k a w									
234-1	k o m									
236-1	p i k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	i o m m									
65-1	i w									
74-1	p a n a									
106-1	t u n i tʃ i									
128-1	p o k i i									
147-1	t i m i tʃ i									
231-1	p a n a w o									
232-1	p i u i									
239-1	n a m a k a n									
266-1	i t i									
51-1	u w e									
97-1	m a p o m a									
109-1	u p i a i i									
121-1	k a p i a a k i									
149-1	t o k									
160-1	k i r i k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n i p a t									
139-1	m u k u i i									
142-1	p p a a m a i									
145-1	k a t a t i tʃ i									
148-1	t a a a w a									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	k a w a									
24-1	p a k u k a n									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k a e i m									
151-1	k i w									
154-1	w e									
192-1	t u t									
197-1	t a a i m									
205-1	i p a n									
227-1	a a p w i t									
246-1	i w i									
251-1	w a n a									
52-2		i t e								
56-2		i m e								
96-2		a a a e								
99-2		a a i k o i								
114-2		t o k i e i								
115-2		i r i i								
133-2		t i p a r a i								
144-2		a a a a a i								
150-2		k a w								
234-2		k o m								
236-2		p a k i k								
241-2		a w i k								
249-2		i e e								
74-2		p a k a								
93-2		t o p a k i e i								
95-2		a i k i								
106-2		t i i a i								
119-2		i a a i i i i								
128-2		k o k i i								
147-2		t i m i e i								
231-2		p a k a o o								
232-2		p i i i								
239-2		k a m a k a n								
266-2		i t i m								
51-2		i w i								
55-2		i w a m								
97-2		m a p o m								
121-2		k a p i j a k a								
163-2		i p e n								
167-2		p a								
259-2		t o w a								
66-2		k a a a k a w								
112-2		t a a a i i i i								
116-2		t o p a k a e i								
125-2		k a t i m a s i								
135-2		k i m i								
139-2		m o k o s i								
142-2		p a a a a a								
148-2		t a a a r i								
162-2		i i i k								
166-2		i m i								
179-2		t a								
45-2		i a o a a a a								
84-2		p i w a k								
131-2		t o k i t i m i								
146-2		i r a a a								
154-2		w e								
192-2		t i t								
197-2		t i m i m								
235-2		e o w i								
237-2		i m a ã i								
246-2		i w i								
250-2		m o r o k a k k								
52-3			i tʃ t							
56-3			u m a							
96-3			a tʃ a t							
99-3			a i i k a							
114-3			tʃ u k i e							
115-3			t i i e							
133-3			tʃ e i a a a							
