COGID	Albanian	English	French	German	Latin
560-1	v j m				
438-1	g ə				
1222-1	e				
353-1	p e j c				
201-1	c ə n u				
20-1	u j ə				
503-1	p e ł				
957-1	d				
728-1	l ł g u				
244-1	n e m				
289-1	n j d				
911-1	p e d r				
724-1	d r r r				
145-1	d u j				
992-1	u				
1181-1	k j n d				
741-1	p y e				
1150-1	u g r v i				
585-1	t y				
814-1	v j r				
560-2		w ɑ t n			
438-2		f r			
1222-2		f v ɑ			
353-2		f ʊ s k			
201-2		f ɪ n p			
20-2		w ə r r			
503-2		f l l n ə			
957-2		s n			
728-2		l au ŋ			
244-2		n ɑ m			
289-2		n ɑ t t			
911-2		w ə r ə			
724-2		θ r t t			
145-2		s w ɑ			
992-2		w ɑ			
706-2		au k			
106-2		f ɛ r r r			
741-2		p ʊ h			
421-2		b l ɑ m			
227-2		f ɛ t			
920-2		h ɑ r m			
1083-2		h ɑ r n			
1066-2		j t			
1125-2		j ɪ n o			
1197-2		m ə t r r			
473-2		n ɑ w ɑ t			
284-2		n o s			
661-2		h n			
701-2		r i t			
315-2		r au n			
1169-2		s i l			
1150-2		s i r m			
982-2		s i m			
987-2		n n ə n			
1055-2		s t a r n			
1130-2		s e j			
433-2		s ɑ l			
625-2		l ɪ n			
1186-2		w ɪ n			
560-3			v j		
438-3			f r		
1222-3			v e		
353-3			p s s s		
201-3			f ɑ̃ l		
20-3			f ɛ r		
503-3			p u l t		
957-3			ɑ̃		
728-3			l a n		
244-3			n u		
289-3			n r w		
911-3			v ɛ r		
724-3			f r		
145-3			d		
992-3			k ɛ		
1181-3			s ɑ̃ n		
706-3			p k		
106-3			p u a i r		
741-3			p s ʃ		
421-3			f l u		
227-3			p u		
920-3			k ɔ r		
1083-3			k k r l e		
1066-3			ʒ w		
1125-3			ʒ ɑ̃ l		
1197-3			m i r i r		
473-3			n ɥ v		
284-3			l e r		
661-3			y n		
701-3			d ɥ b r		
315-3			d ɔ̃ t		
1169-3			k u l a		
1150-3			s ɛ r r j		
982-3			s ɑ̃		
987-3			s l e z		
1055-3			s a ɲ r		
1130-3			s u ʒ e		
433-3			s u l		
585-3			f		
625-3			v ɑ̃		
1186-3			d ɑ̃ t e		
814-3			v ɑ̃ r t a		
560-4				v i i	
438-4				f r	
1222-4				ʃ l	
353-4				f x ʃ h	
201-4				f i b	
20-4				v a r r	
503-4				f l aː n	
957-4				e n	
728-4				l a ŋ	
244-4				n i m n	
289-4				n ai x t	
911-4				r u x	
724-4				d r x t	
145-4				b oː	
992-4				h	
1181-4				h a n	
706-4				ai k z	
106-4				f au d ə r	
421-4				f l au r r	
227-4				f eː x	
920-4				h a r	
1083-4				h a r n	
1066-4				ai g	
1125-4				g eː n	
1197-4				m eː r ə r	
473-4				n d v u	
284-4				n aː z	
661-4				v n	
701-4				r aː l ə	
315-4				r au n	
1169-4				ʃ a l t	
1150-4				ʃ a r x t	
982-4				ʃ eː x	
987-4				n n aː	
1055-4				ʃ t t r	
1130-4				ʃ ŋ k	
433-4				ʃ a l	
585-4				d eː	
625-4				l i n	
1186-4				r i n	
814-4				v r r	
560-5					w e m n
438-5					w r u i
1222-5					w f i
353-5					p oː s k i
201-5					p e n u
20-5					p u r r
503-5					p l l i
957-5					n n n
728-5					l a n
244-5					n oː m i n
289-5					n oː w
911-5					w e n i i
724-5					t r iː t
145-5					r i lː
992-5					k e i
1181-5					k e n n a
706-5					w i t
106-5					p aː nː a
741-5					p uː m i
421-5					f l o n r
227-5					p u t
920-5					k o r m i n
1083-5					k o r n u
1066-5					g e
1125-5					g e n o
1197-5					m e r a
473-5					n oː w i
284-5					n aː
661-5					w n
701-5					r e p
315-5					r o n t o
1169-5					s aː l n
982-5					s oː n i
987-5					s n aː
1055-5					s t a aː l
1130-5					s h k i
433-5					s o l u i i
585-5					t t o
625-5					w e n u
1186-5					w e n u
814-5					w e p r t
