COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r ɨ r									
18-1	d s r ɨ r									
35-1	h u θ u θ u r									
36-1	h u s θ u r									
48-1	n s g a ɴ r									
60-1	u r r r									
63-1	ʔ ɴ r s u ɴ r									
64-1	k ɴ r									
67-1	h s r									
68-1	n ɨ r									
71-1	tɕ ɴ r									
76-1	h u n ɨ r									
83-1	θ u n u r									
87-1	h s n ɨ r									
95-1	m ɴ m ɴ r									
98-1	h s n s r									
99-1	k u u ɴ r									
-102-1	ʔ i θ s r									
103-1	θ u m ɨ r									
110-1	ɨ r									
116-1	u u a ɨ r									
120-1	n u m u r									
132-1	k ɴ k u r									
139-1	k u r u ʔ u r									
140-1	u g u g u r									
156-1	s s ɨ r u r									
168-1	θ u k ɴ r									
169-1	h u ʔ ɴ r									
170-1	m ɴ m u r									
173-1	ɴ ʔ ɴ r									
180-1	k u m u r									
185-1	h a ɴ r									
186-1	m u ɨ r u r									
187-1	m ɴ tɕ ɴ r									
190-1	s k a ɴ r									
193-1	k r u ɴ r									
194-1	ʔ ɴ r u ɴ r									
195-1	k u r u ɴ r									
216-1	m s r g r									
221-1	n s r									
239-1	ɴ θ u r									
252-1	m ɴ θ u r									
253-1	n u x u r									
254-1	ɴ θ u θ u r									
266-1	k s tɕ i r									
267-1	n s g s r ɨ r u r									
268-1	u u ɴ r									
272-1	s m i r r									
276-1	s r s ɨ r									
281-1	m u x ɴ r									
304-1	θ u r s r									
305-1	u ɴ r									
308-1	h s n s r									
309-1	k u ʔ s r									
310-1	u r									
311-1	n ɴ r									
342-1	ts u k ɴ r									
346-1	k u r a ɴ r									
347-1	k ɴ r u r									
348-1	h ɴ r a ɴ r									
351-1	d ɴ r r									
361-1	u u a ɴ r									
379-1	k u ʔ s r s r									
394-1	h ɴ d s r ɴ r									
395-1	m ɴ g ɴ r									
400-1	h ɴ e s r u r									
412-1	ʔ s k ɨ r u r									
413-1	ts u k ɴ k s ʔ u r									
414-1	h u r u r									
422-1	h u k u r ɨ r u r									
423-1	k s i g s ɨ r u r									
430-1	h s k u r									
435-1	h u k u r									
446-1	ʔ ɴ a r r									
447-1	u i r									
458-1	u x ɴ r									
56-1	h ɴ u r									
62-1	ɴ n ɨ r									
70-1	s n ɨ r									
96-1	m ɨ r									
101-1	h s r									
114-1	k u r ɴ r									
119-1	k ɴ m u r									
134-1	ʔ ɴ w u r u r									
138-1	ʔ ɴ n u r									
146-1	s r u k u r									
161-1	ʔʲ ʔ r									
182-1	k ɨ m u r ɴ r									
188-1	n s m s r									
196-1	g u r u r									
262-1	h ɴ r u u s r									
300-1	h ɨ x u r									
313-1	d ɨ r									
350-1	ʔ ɨ m a ɴ r									
352-1	tɕ ɴ k a ɴ r									
396-1	h u r g r									
401-1	u ʔ u r									
420-1	u θ i r ɨ r									
424-1	u s u r									
442-1	ʔ ɴ m ɨ θ u k ɨ r r									
455-1	ɴ k ɴ ɨ r u r									
15-1	s r ɨ r									
49-1	u ɨ n a r r									
130-1	m ɴ r u r									
149-1	k u r u r									
175-1	ʔ u n s r									
199-1	s θ g r									
230-1	s n a r ɴ u r									
233-1	s a u h ɴ u s r									
264-1	k i r ɴ r									
274-1	n u r ɨ s r									
298-1	k ɨ g s r s r									
303-1	h s r s θ s s r									
354-1	s d g r									
369-1	k ɴ r ɨ r u r									
376-1	θ s r g r									
415-1	m u ʔ u r u r									
418-1	n ʔ r									
456-1	θ u n s r									
59-1	ɨ u r									
118-1	ʔ ɴ i m d r									
142-1	u r u r									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o ts u								
36-2		h u t a a u								
48-2		n a g a i								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o k o g u								
156-2		t a r e r u								
168-2		ts u k i								
169-2		h o s i								
170-2		m i dʑ u								
173-2		i s i								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a i								
193-2		k h r o i								
194-2		s i r o i								
195-2		k u r o i								
216-2		m a r ui								
221-2		n a								
239-2		i a u								
252-2		m i ts u								
253-2		a o ts u								
254-2		i t u u u								
266-2		k a dʑ e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e kʲ a								
276-2		a r a u								
281-2		m u s i								
304-2		ts u b a								
305-2		tɕ i								
308-2		h a n a								
309-2		k u s a								
310-2		t o								
311-2		n i								
342-2		ts u k i								
346-2		k u r a i								
347-2		k i r u								
348-2		h i r o i								
351-2		t oː i								
361-2		o m o i a								
379-2		k u s a r a								
394-2		h i d a r i								
395-2		m i g i								
400-2		h i g a r u								
412-2		s a k e r u								
413-2		ts u k i s a s u								
414-2		h o r u								
422-2		h u k u r e r u								
423-2		k a i g a e r u								
430-2		h a k u								
435-2		h u k u								
446-2		s i t a								
447-2		u e								
458-2		t o s i								
56-2		h u t o								
65-2		k a r a								
70-2		t a n e								
75-2		k a r a								
114-2		k u b i								
119-2		k i m o								
161-2		j u								
171-2		k a r a								
188-2		a a m a								
196-2		a o r u								
262-2		h i r u m a								
300-2		h e s o								
313-2		d e								
350-2		s e m a i								
352-2		tɕ i k a i								
396-2		h u r ui								
401-2		o s u								
420-2		o u i r u								
424-2		u t a u								
442-2		s i m e r u k u								
455-2		i k i t u r u								
22-2		n a i								
24-2		m i i n a								
49-2		o n a a o								
78-2		a b u r a								
89-2		k e								
149-2		k u r u								
183-2		h i								
192-2		a o i								
250-2		h o k a n o								
264-2		k i r i								
298-2		k e g a r a								
303-2		h a r a tɕ a t a								
314-2		m o s i								
354-2		a a ui								
369-2		k i r e r u								
376-2		dʑ a r ui								
415-2		m u s u b u								
451-2		h o k o r i								
456-2		ts u n a								
72-2		n i k u								
80-2		t a m a g o								
104-2		a s i								
118-2		s i i dʑ oː								
150-2		n e t e r u								
204-2		i a i								
14-3			k o r e							
18-3			i a r e							
35-3			h t o u							
36-3			h u t a k u							
48-3			n a g a							
60-3			t o r							
63-3			s i r a m							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			tɕ i							
76-3			h o n e							
83-3			u u n o							
87-3			h a n e							
95-3			m i m							
98-3			h a n a							
99-3			k u tɕ i							
-102-3			s i t a							
103-3			u u m e							
110-3			t e							
116-3			m u n e							
120-3			n o m u							
132-3			k i k u							
139-3			k o r o s u							
140-3			o j o g u							
156-3			t a s e r u							
168-3			u u k i							
169-3			h o s i							
170-3			m i z u							
173-3			s i							
180-3			k u m o							
185-3			h a							
186-3			m o e r u							
187-3			m i tɕ							
190-3			a k a							
193-3			k b r o							
194-3			s r o							
195-3			k u r o							
216-3			m a r g							
221-3			n a ɴ							
239-3			e u							
252-3			m i w u							
253-3			j o w u							
254-3			e u u u							
266-3			k a z e							
267-3			n a g a r e r u							
268-3			u m							
272-3			a m e a							
276-3			a r a u							
281-3			m u s i							
304-3			u u h a							
305-3			tɕ i							
308-3			h a n a							
309-3			k u s a							
310-3			t o							
311-3			n							
342-3			a u k							
346-3			k u r a							
347-3			k i r u							
348-3			h i r o							
351-3			t oː							
361-3			o m o a							
379-3			k u s a r a							
394-3			h i i a r							
395-3			m i g							
400-3			h i b a r u							
412-3			s a k e r u							
413-3			u u k s a s u							
414-3			h o r u							
422-3			h u k u r e r u							
423-3			k a ɴ g a e r u							
430-3			h a k u							
435-3			h u k u							
446-3			s i t a							
447-3			u e							
458-3			t o s i							
56-3			h i t o							
62-3			u n u							
65-3			k a w a							
70-3			t a n e							
75-3			k a w a							
96-3			m e							
101-3			h a							
114-3			k u h i							
119-3			k i m o							
134-3			s i ɴ u u							
138-3			s i n u							
146-3			a r u k u							
161-3			j u							
171-3			k a w a							
182-3			k e m u i							
188-3			j a m a							
262-3			h r u m a							
300-3			h e s o							
313-3			i e							
350-3			s e m a							
352-3			tɕ i k a							
396-3			h u r i							
401-3			o s u							
420-3			o t e r u							
424-3			u t a u							
442-3			s m e r u k e r							
455-3			k t e u							
15-3			a r e							
22-3			n a							
49-3			o ɴ n a o							
78-3			a h u r a							
89-3			k e							
130-3			m r u							
149-3			k u r u							
175-3			s u n a							
183-3			h							
192-3			a o							
199-3			a e tɕ							
230-3			a n o h t o							
233-3			a n o h t o t a							
250-3			h o k a n o							
264-3			k i r i							
274-3			n u r e t a							
298-3			k e g a w a							
303-3			h a r a w a t a							
314-3			m o s i							
354-3			a u oː							
369-3			k i r e r u							
376-3			w a r i							
418-3			n u							
456-3			u u n a							
59-3			u o							
72-3			n k u							
80-3			t a m a g o							
104-3			a s							
118-3			s i ɴ z oː							
142-3			t o h u							
150-3			n e t e u							
204-3			b a							
14-4				k o r e						
18-4				d a r e						
35-4				h i t u w u						
36-4				h u t a o u						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				u i						
76-4				h o n e						
83-4				w u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u u i						
-102-4				s i t a						
103-4				w u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o k o g u						
156-4				t a r u r u						
168-4				w u k i						
169-4				h o s i						
170-4				m i h u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k h r o						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r ui						
221-4				n a						
239-4				i w u						
252-4				m i r u						
253-4				j o w u						
254-4				i w u a u						
266-4				k a h e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e a						
276-4				a r a u						
281-4				m u s i						
304-4				w u b a						
305-4				u i						
308-4				h a n a						
