COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
443		s a g e r u		s a g e r u						
32				j o k e	j oː k e					
265							m o j a	m o j a		
184	u a ts ɨ					u m a ts ɨ				
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
81	x o g a								k uː g a	
158					a ŋ e r u					a ŋ e r u
211				eː	eː		eː	eː		iː
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
159				j a r u			j a r u	j a r u		
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
406		n a g u r u						n a g u r u		n a ŋ u r u
206						m t i			m iː	
426		k a m a r u		k a m u						
286								m u k oː z u n e	h w i ɕ a	
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
255		tɕ iː t o					tɕ iː t o			
331	u θ u					b u t u		o tː o	u t u	
383	n a b i r o s a r i					n a b ɭ ɨː				
23	ʔ a r a ɴ					a r a ŋ				
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
307		m i	m iː	m i	m iː		m i	m i		m i
450			u r e i t a	u r e t a			o r e t a			
191	ʔ oː s a r i								ʔ oː s a ɴ	
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
403		h oː r u		h oː r u	h o r u					
21	n uː					n a u			n uː	
45							k o m eː		g u m a s a ɴ	
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
289		u d e		u d e		u d i	o d e	u d e		u d e
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
387				eː	eː		eː			iː
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
235	x j a s i		i k e ɴ						ts aː	
2				a s i	w a t e					w a t a s i
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
90		ts u b u r i							ɕ i b u r u	
54						b ɨ k i d u m			w i k i g a	
355					g o ts ui	u d a				
10	ʔʲ a					vː a			ʔʲ aː	
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
-136				n e r u	n e r u		n e r u	n e b u r u		
117				k i m o					tɕ i m u	
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
386						m a tː oː β u			m a tː oː b a	
431		n o m u		n o m u						
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
345	w a r a b ɨ					j a r a b i			w a r a b i	
58		s a k a n a			s a k a n a					s a k a n a
155	i r u r i	i t e							i ts oː n	
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
251	b i tɕ i n a								b i ɕ i n u	
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
39			h u t e	h u t o i			ɸ u t eː			
