COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
208	ʔ ɨ n kʼ u l a l	ʔ ɨ n kʼ u l a l	ʔ ɨ n kʼ w ɨ r a		ʔ a n kʼ w ə	ʔ ə n kʼ o kʼ ɨ h o	ʔ ɨ n kʼ w ɨ r a	ʔ ɨ n kʼ w ɨ r a	ʔ ɨ n kʼ u r a	ʔ a kʼ u ħ	ʔ ɨ n kʼ w ɨ r a	ʔ a n kʼ o	ʔ a n kʼ w ə	ʔ a n kʼ w ə		ʔ ɨ n kʼ o kʼ ɨ ħ o		ʔ ɨ n kʼ ʔ o t	ʔ ɨ n kʼ ə kʼ u
210	z ɨ h o n	z ə h o n	ʒ ə x w ə r ə		ʒ ə x w ə r ə		ʒ ə x w ə r ə	ʒ ə x w ə r ə	ʒ ə x w ə r a	d o x o n	ʒ ə x w ə r ə	z ə x o n	ʒ ə x w ə n ə	z ɨ x o n	d ə x a n o			d ə h ə n o	d ə h ə n o
582																l a h ai̯			j a h ai̯
375	s ə w	s ə w	s ə b	s ə w	s ə b	s ə b			s ə b		s ə b				s ə b	s ə b	s ə b ʔ ai̯	s ə b	s ə b
109	g u n tʃʼ	g u n tʃ e								tʃʼ aː tʃʼ u	g u n tʃʼ ə	g u n tʃʼ ə		g u n tʃʼ ə	g u n tʃʼ o		n u n tʃʼ i		
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
164			b ə k ə m	b e kː ə	b ə k ə m		b ə kː j ə m	b ə k ə m	b ə kʼ ə	b ə kʼ a	b ə k ə	b ə ʃː ə m	b ə kː ə	b ə kː j ə m	b ə tʃ e		b ə x ə j ə	b ə tʃ e	b aː tʃ i
167			g ɨ j ə	g ɨ j ə	g ɨ jː ə		g ɨ j ə	g ɨ j ə	g ɨ j ə		g ɨ j ə		g ɨ j ə	g ɨ j ə					
113	b u nː a	b u nː			b u n a	b u nː a			b u n o	b u n		b u n a			b u n o	b u n	b u n	b u n o	b u n a
4	dʒ ə r b a	dʒ eː d	g j i ʃ ə	g j i ʃ ə	g ɨ n ʒ ə			dʒ j i ʃ ə	g i ʃ ə		g i ʃ ɨ ʔ ə	g ɨ n ʒ ə	g ɨ n ʒ ə	g ɨ n ʒ ə					
354										w a r aː b a					w ə r a b ə			w ə r a b ə	ʔ u r aː b a
264										ʔ aː z j ə g ə d u					z ə g ə d o				
319															d u m			d u m i	
346				ʔ e t ə h ə							ʔ ə t ə k a								
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
365															w ə r b a			w ə r a b e	
297			g u n ə r		g u nː ə r		g u n ə r	g u n ə r	g u n ʔ ə r		g u n ʔ ə r	g u nː ə n	g u nː ə n	g u nː ə n					
551			s ɨ s ə		s ɨ sː ə		s ɨ s a	s ɨ s ə						s ə sː ə					
304						z i ʔ a h u				z i j u									
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
309										ʔ a t ə w aː kʼ					ʔ ɨ n tʃ a kʼ o			ʔ ɨ n tʃʼ a kʼ o	ʔ ɨ n tʼ aː kʼ
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
418		b ə r b ə r e				b ə r b ə rː e				b ə r b ə r i						b ə r b ə r e	b ə r b ə r ə	b ə r b ə r e	b ə r b aː r i
597	m ə n g ə d ə ɲː a	h e m ə ɲː a	ʔ e m ə n ə	m e ɲː ə	ʔ e m ə nː ə		ʔ e m ə n ə	ʔ e m ə n a	m a r ə d ə ɲ ə		ʔ e m ə ɲ ə	ʔ ə n g ə d ə ɲː a	ʔ ɨ m a t ə ɲː a	m ə n g ə d ə ɲ a				ʔ u n g ə t ə ɲː e	ʔ u n g ə t ə ɲ ə
380	ʔ a h u n	ʔ a h a ɲ	ʔ ə x w a	ʔ a kː ə	ʔ ə x w a		ʔ ə x w a	ʔ ə x w a	ʔ ə x w a	ʔ a xː a ʔ		ʔ a x u	ʔ ə x w a	ʔ a x u ɲː a	ʔ a kː u			ʔ a h u	ʔ a h u
211	m ɨ ʃː ɨ t	m u ʃ e d				m ɨ s e t				m ə ʃ eː t		m ɨ ʃ ə r			g ə bː a t	m ɨ s e	m ɨ ʃ ə t		m ɨ ʃ i t
126						w a l d				w iː dʒ						w ə l a d			
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
495		tʃ ə h e d	tʃʼ e t		tʃʼ e t		tʃʼ e t	tʃʼ e t					tʃʼ e t						
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
393										l ə f l ə f								l ə f l ə f	l e f l ə f
420			ʔ o z a t		ʔ o z a t		ʔ o z a t	ʔ o w z a t	ʔ a w z a t					ʔ o z a t					
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
42															b ə r eː d ə			b ə r e d ə	
