COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a á n a									
1285-1	n w a i									
1303-1	ŋ g ɔ m a									
2197-1	z i a l á									
2828-1	i n a									
3572-1	s ɔ n i.i									
1095-1	l i m a									
1755-1	i n ɛ									
1789-1	k a l a.a á ŋ g a									
3207-1	β u l a									
3519-1	t ʊ m a									
3686-1	á i á m b a									
4249-1	k ʊ m i.i									
4451-1	β i.i s i									
448-1	i ʊ̀ n n n i									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ i m b ɛ									
1216-1	g a β á n a									
1228-1	b w a									
1418-1	z i m n a									
1475-1	g w a									
2026-1	d w ɛ									
2775-1	β ʊ m b a									
3397-1	β ɔ l									
3826-1	z ɔ k a									
4003-1	n i n β a									
4040-1	ɛ n i.i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s ʊ.ʊ g ʊ l ʊ̀									
116-1	f i.i k a									
181-1	ɔ.ɔ i ŋ g ɔ.ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ g ɔ									
660-1	l ɛ.ɛ l a									
848-1	k a l a									
1083-1	l i.i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	Ø j a									
1374-1	n i a.á a n ɛ									
1396-1	z ɔ Ø ʊ									
1430-1	i n s ɔ									
1666-1	Ø a a.a n ɔ									
1767-1	g ɔ k ɔ									
1906-1	i ŋ g i l a									
2177-1	ŋ g h á									
2286-1	l a									
2317-1	f u β a									
2419-1	s ɛ k a									
2750-1	ɛ.ɛ i z i									
3018-1	z i l a									
3275-1	k a.a á n a									
3441-1	s a i ŋ g a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m ɛ l a									
3885-1	s u m ɔ									
3981-1	i n m á n a									
4192-1	f i.i i m b a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i ʊ m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	a.á l Ø a									
459-1	l ʊ m a									
508-1	h ɔ f u									
528-1	β i l i									
575-1	t a									
871-1	d a.á m a									
1137-1	z i k u									
1339-1	d w i.i g									
1585-1	a á l a									
1712-1	f u l ɔ									
1872-1	p a									
2088-1	β i.i s a									
2166-1	i u i m b									
2334-1	f i g ɔ									
2393-1	m a.a n a									
2537-1	l ɔ m ɔ									
2665-1	i i ŋ g i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ z i.i									
2893-1	z i k ʊ a.a									
2997-1	k a n z									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l w ɛ.ɛ a l ɛ									
4028-1	β w ɛ									
4137-1	m i l á									
4238-1	i s ɔ z i.i									
4316-1	t a t ʊ									
4429-1	i z a									
4440-1	β i.i l i.i									
4485-1	s ʊ̀									
4574-1	n w a l á									
4688-1	i i w ɛ									
143-1	β u									
240-1	ɔ n g									
388-1	p á Ø u m									
401-1	d á									
2689-2		ɲ a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		s n a l a								
2828-2		s i n a								
3572-2		s o n iː								
1095-2		l i m a								
1789-2		k a l a á ŋ g a								
3207-2		b u l a								
3519-2		t u m a								
3686-2		m i m m b a								
4249-2		k u m i								
4451-2		v iː s iː								
448-2		n m m i								
630-2		v e e l e								
814-2		ŋ o m b e								
1216-2		dʒ a w a								
1228-2		b w a								
1418-2		s i m m m m a								
1475-2		g w a								
2026-2		t w e								
3826-2		o k a								
4003-2		n iː a v a								
4373-2		l i m i								
4384-2		i n o								
84-2		m m g u l u								
116-2		p i k a								
419-2		l o g								
587-2		o m ŋ g o								
660-2		l e.e l a								
848-2		g á l a								
1122-2		v i n a								
1159-2		a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i ŋ g i l a								
2419-2		s e k a								
2750-2		e s i								
3441-2		s e e ŋ g a								
3464-2		w o n a								
3639-2		d e.e dʒ n n e.e m a								
3981-2		i l m o.o n a								
4192-2		w iː m b a								
4350-2		l e e l oː o								
278-2		v a								
3971-2		k a m a								
55-2		ɲ a m a								
43-2		s m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s g u								
1585-2		a l a								
1872-2		p a								
2166-2		u u m b a								
2872-2		k o s i								
2997-2		dʒ a a n s a								
3075-2		dʒ u l u v e								
3675-2		l w l e								
4137-2		m i l a								
4238-2		iː iː s o s i								
4316-2		t a.a t u								
4574-2		s w a a l a								
3067-2		n d u								
3531-2		a n i k a								
1033-2		k o Ø o l a								
3185-2		v i n k a								
794-2		w e.e g a								
143-2		w u n								
240-2		o dʒ a								
388-2		u m a								
2689-3			ɲ a m a							
893-3			a n a							
1285-3			n w a							
1303-3			ŋ k o m a							
2197-3			dʒ a l a							
2828-3			dʒ i.i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a.a Ø g a.a							
3207-3			f u.u l a							
3519-3			r u m a							
3686-3			i.i m b a							
4249-3			x u m i							
4451-3			β i s ìì							
448-3			n u.u ɲ k k i							
630-3			β e e l e							
1216-3			k a.a β l l a.a							
1228-3			b w a							
1418-3			dʒ i m k a							
1475-3			k w a							
3397-3			β o l a							
4003-3			ìì β a.a							
4040-3			k e n i							
4373-3			tʰ i m i							
4384-3			i ɲ o							
181-3			k o e ŋ k o							
419-3			l o g a.a							
587-3			o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			tʰ j a							
1374-3			n s a n e							
1396-3			s o f u							
1666-3			Ø n o							
1767-3			x o x o							
1906-3			ìì k i l a							
2177-3			ŋ k a							
2286-3			l a							
2317-3			f u p a							
2750-3			e e s i							
3275-3			x a n a							
3464-3			β o n a							
3639-3			tʰ m ŋ ŋ a							
3981-3			ìì m u ŋ a							
4192-3			f i m b a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			r a.a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			u a l w a							
508-3			p o f u							
528-3			β i l i							
1137-3			s i x u							
1585-3			a a l a							
1712-3			f u l o							
2088-3			β i s a							
2334-3			f i k o							
2393-3			m a ɲ a							
2665-3			i ŋ k i							
2738-3			β e e l e							
3675-3			l w l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			dʒ Ø a a l a							
4688-3			ŋ w e							
2798-3			n w a							
3067-3			n tʰ u							
3531-3			a a n i.i x a							
3767-3			l o							
4632-3			x Ø s i.i							
401-3			tʰ a							
2689-4				n a m a						
893-4				a a n Ø Ø a						
1285-4				n Ø a a						
3572-4				s ɔ n e						
1755-4				i Ø a						
1789-4				k a l a a ŋ g a						
3686-4				Ø e m b a						
4451-4				b e s u						
1216-4				k a Ø a Ø a						
4003-4				a Ø b a						
419-4				l ɔ k a						
1122-4				Ø u Ø a						
1430-4				e Ø s ɔ						
1666-4				t a Ø ɔ						
1767-4				k ɔ k ɔ						
55-4				Ø a m a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
1339-4				t Ø e Ø						
4632-4				k Ø Ø e						
2689-5					n a m a					
893-5					a n					
1285-5					n w					
1303-5					ŋ g o m a					
2197-5					ʃ a l					
2828-5					ʃ i n a					
3572-5					s o n i					
1095-5					l i m a					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i m p a					
4249-5					k u m i					
448-5					n u n ʃ ʃ i					
630-5					β e e l e					
814-5					ŋ o m f e					
1228-5					f w a					
1418-5					ʃ i m ʃ a					
2026-5					t w e					
2775-5					β u m f a					
3397-5					β o l a					
3826-5					s o k a					
4040-5					e n i					
4373-5					d i m i					
4384-5					i n o					
84-5					ʃ ʃ g u l u					
116-5					f i k a					
587-5					o ŋ g o					
848-5					k á l a					
1159-5					n a					
1350-5					d j a					
1396-5					ʃ o f u					
1430-5					i s o					
1767-5					o k o					
2286-5					l a					
2317-5					f u p a					
2419-5					s e k a					
2750-5					e ʃ i					
3018-5					ʃ i l a					
3275-5					k á n a					
3441-5					s á ŋ g a					
3885-5					s e m o					
4192-5					β i m p a					
4260-5					s w a á					
4350-5					l e l o o					
278-5					β					
745-5					t á k o					
3971-5					k a m a					
55-5					a m a					
94-5					β o k o					
2717-5					Ø a ŋ g a					
4139-5					m i n a					
200-5					β i i					
374-5					l w a					
508-5					p o f u					
528-5					β i l i					
575-5					t a					
1137-5					s i k u					
1339-5					t w e e					
1872-5					p a á					
2537-5					l o m o					
2738-5					β e l e					
2872-5					k o s i					
2893-5					ʃ i k u					
3675-5					l w l e					
4028-5					w e					
4238-5					i i s o ʃ i					
4429-5					a s a					
4485-5					s u					
2798-5					n w a					
3531-5					á n i k					
3767-5					l o					
4632-5					k á ʃ i					
1033-5					k o ʃ o l					
3185-5					β i i k					
1303-6						Ø Ø ɔ Ø				
1755-6						Ø n Ø				
448-6						Ø u n Ø Ø i				
1475-6						Ø Ø				
3397-6						Ø o l Ø				
2286-6						l				
278-6						Ø Ø				
2717-6						Ø k a Ø k a				
4137-6						Ø i Ø Ø				
3767-6						l ɔ				
1033-6						k ɔ Ø Ø Ø ɔ l Ø				
2689-7							ɲ a m a			
893-7							a n a			
1285-7							n w a			
1303-7							ŋ o m a			
2197-7							z ŋ a a			
2828-7							i n a			
3572-7							tʃ o n i			
1095-7							t i m a			
1755-7							ʃ n e			
1789-7							k a r á ŋ k a			
3519-7							t u m a			
3686-7							i ɣ m b a			
4249-7							k u m i			
4451-7							v i tʃ i			
814-7							ŋ o m b e			
1216-7							ɣ a v ʃ a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							ŋ i ŋ v a			
4040-7							ɣ e n i			
84-7							ŋ ɣ u u			
116-7							s i k a			
181-7							ɣ o o ŋ ɣ o			
419-7							o g			
587-7							o ʃ ŋ ɣ o			
660-7							e a			
848-7							k á a			
1122-7							f u n a			
1159-7							Ø a			
1374-7							n ʃ a n á			
1396-7							z o v u			
1430-7							i ŋ s o			
1906-7							i ŋ t i a			
2177-7							ŋ ɣ ŋ á			
2419-7							s e k a			
3018-7							z i a			
3275-7							k a n a			
3441-7							s ŋ k a			
3464-7							v o n a			
3639-7							t t m ŋ ŋ a			
3885-7							z u m u			
4192-7							v i m b a			
745-7							t k o			
3971-7							k á m a			
55-7							ŋ a m a			
2717-7							ŋ á a ŋ g a			
4139-7							m i ɲ a			
93-7							k o n o			
459-7							u m a			
575-7							t a á			
1712-7							f u r o			
2088-7							v i tʃ a			
2166-7							u u m b a			
2334-7							b i g o			
2393-7							m a ɲ a			
2537-7							r o m o			
2665-7							i ŋ ŋ ɣ i			
2997-7							g a z a			
4028-7							ɣ w e			
4316-7							t t u			
4429-7							p á s a			
4688-7							w e			
3067-7							n t u			
3185-7							v i i k a			
794-7							v r ɣ a			
143-7							v u Ø			
388-7							ŋ a ɲ u m a			
2689-8								n a m a		
1285-8								n w a		
1303-8								ŋ g o m a		
2197-8								ʝ a r a		
2828-8								ʝ î n a		
3572-8								ʝ o n î		
1755-8								n e		
1789-8								k á r á á ŋ g a		
3207-8								b u r a		
3519-8								t u m a		
3686-8								r î m b a		
4249-8								k u m î		
4451-8								v î t î		
814-8								ŋ ô m b e		
1228-8								b w a á		
2026-8								t w e e		
2775-8								β u m b a		
3826-8								ʝ ô k a		
4040-8								e n î		
181-8								g o ʃ ŋ g o		
660-8								r e r a		
848-8								k a r a		
1083-8								r î r a		
1159-8								n a		
1350-8								r Ø a á		
1396-8								ʝ o v u		
1666-8								t á á n ô		
2177-8								ŋ g d d á		
2317-8								v u v a		
4260-8								ʃ w a		
745-8								t á k o		
3971-8								k á m a		
94-8								β o k o		
2717-8								a ŋ g a		
4139-8								m î d a		
43-8								ʝ i d m u		
575-8								t a á		
871-8								Ø á m a		
1339-8								t w î i		
1585-8								á á r á		
