COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a n a									
1285-1	n w a									
1303-1	g o m a									
2197-1	z a l a									
2828-1	i n a									
3572-1	s o n i									
1095-1	l i m a									
1755-1	n e									
1789-1	k á l a ŋ g a									
3207-1	f u l a									
3519-1	t u m a									
3686-1	i m b a									
4249-1	k u m i									
4451-1	b i s i									
448-1	n u n i									
630-1	b e e l e									
814-1	ŋ o m b e									
1216-1	k a v a									
1228-1	b w a									
1418-1	s i m a									
1475-1	g w a									
2026-1	t w e									
2775-1	b u m b a									
3397-1	b o l									
3826-1	z o k a									
4003-1	i b a									
4040-1	g e n i									
4373-1	l i m i									
4384-1	i n o									
84-1	s u g u l u									
116-1	f i k a									
181-1	g o ŋ g o									
419-1	l o g a									
587-1	o ŋ g o									
660-1	l e r a									
848-1	k á l a									
1083-1	l i l a									
1122-1	v i n a									
2689-2		ɲ a m a								
893-2		a n a								
1303-2		g o m a								
2197-2		z a a								
2828-2		z i n a								
3572-2		s o n i								
1095-2		i m a								
1789-2		k á l a ŋ g a								
3207-2		b u l a								
3519-2		t u m a								
3686-2		i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n ɔ n i								
630-2		β ɛ l ɛ								
814-2		ŋ o m b e								
1216-2		ɣ a v a								
1228-2		b w a								
1418-2		z i m a								
1475-2		g w a								
2026-2		t w i								
3826-2		o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n ɔ								
84-2		s u g u r u								
116-2		f i k a								
419-2		o ɣ a								
587-2		o ŋ g o								
660-2		r e r a								
848-2		k á a								
1122-2		v i n a								
2689-3			ɲ a m a							
893-3			a n a							
1285-3			n w a							
1303-3			g o m a							
2197-3			z a l a							
2828-3			i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n ɛ							
1789-3			k á l a ŋ g a							
3207-3			f u l a							
3519-3			t u m a							
3686-3			i m b a							
4249-3			k u m i							
4451-3			β i s i							
448-3			u n i							
630-3			β e e l e							
1216-3			g a b a							
1228-3			b w a							
1418-3			ʃ i m a							
1475-3			g w a							
3397-3			β o l							
4003-3			i b a							
4040-3			e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			g ɔ ŋ g o							
419-3			l ɔ g a							
587-3			o ŋ g o							
660-3			l ɛ l a							
1083-3			l i l a							
2689-4				ɲ a m a						
893-4				a n a						
1285-4				n w a						
3572-4				s o n i						
1755-4				n e						
1789-4				k a l a ŋ g a						
3686-4				i m b a						
4451-4				β i s i						
1216-4				g a v a						
4003-4				i β a						
419-4				l o g a						
1122-4				v i n a						
2689-5					ɲ a m a					
893-5					a a n a					
1285-5					n w a					
1303-5					g o m a					
2197-5					z a l a					
2828-5					i n a					
3572-5					s o n i					
1095-5					l i m a					
3207-5					f u l a					
3519-5					r u m a					
3686-5					i i m b a					
4249-5					k u m i					
448-5					ɲ u n i					
630-5					β e e l e					
814-5					ŋ g o m b e					
1228-5					b w a					
1418-5					s i m i a					
2026-5					t w e					
2775-5					b ʊ m b a					
3397-5					β o l a					
3826-5					z o k a					
4040-5					k e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					g ʊ l ʊ̀					
116-5					i k a					
587-5					o o ŋ g o					
848-5					k a l a					
1303-6						ŋ o m a				
1755-6						n e				
448-6						n u n i				
1475-6						g w a				
3397-6						β o l a				
2689-7							ɲ a m a			
893-7							a a n a			
1285-7							n w a			
1303-7							g o m a			
2197-7							s a l a			
2828-7							i n a			
3572-7							s o n i			
1095-7							d i m a			
1755-7							n ɛ			
1789-7							k a l a a ŋ g a			
3519-7							t u m a			
3686-7							iː m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o o m b e			
1216-7							g a v a ɲ a			
1475-7							g w a			
2026-7							t w e			
