COGID	1	10	2	3	4	5	6	7	8	9
660	l ɛ l a	l e l a	l e l a				r e r a	r ɛ r a		
848	k a l a	k á l a			k á l aː		k á a	k a r a		
1083	l i l a		l i l a					l i r a	l i l a	l i l a
1122	f u n a	v i n a		b i n a			v i n a			b i n a
1159	ɲ a	ɲ a			ɲ		ɲ a	ɲ a		
1350	l j a a	d j a	l j a		l j			l j a		
1374	n a á n ɛ	n s a a n á	n a a n e				n a n e		n á a n a	
1666	t a a n ɔ		r a a n o	t á n o				t á n o	t á n o	
1906	i ŋ g i l a	iː n dʒ i l a	ŋ g i l a				i ŋ g i a		i ŋ g i l a	
2177	ŋ g a		ŋ g a				ŋ g a h i	ŋ g á p i	ŋ g a	
2286	l a		l a		l a	l a				l a
2317	β ʊ β a		β u β a		f u β a			f u p a		f u f a
2419	s ɛ k a	s e k a			s e k		s e k a		s e k a	
2738	β ɛ ɛ l ɛ		β e e l e		β e e l e		v e e		b e l e	
2750	ɛ ɛ z i	a s i	e e s i		e ʃ i				e z i	
3018	z i l a				ʃ i l a		z i a		z i l a	ts i l a
3275	k a á n a		k a a n a		k a a n		k á n a			χ á n a
3441	s ɛ ɛ ŋ g a	s a a ŋ g a			s e ŋ g a		s a ŋ g a		s á ŋ g a	
3639	d i t i m a	t e t e m e l a	tʰ e r e m a				t e t e m a			t ɛ t ɛ s ɛ l a
3865	s a s i		dʒ a s i		s á s e				s á s e	t ɬʰ á s i
3981	i m a	iː m a	i i m a						i m a n a	ɛ m a
4192	β i i m b a	j i i m b a	β ìì m b a		f i m b		v i m b a			
4260	s w a a		s w a		s w a			ʃ w a	s w a	
4350	l ɛ ɛ l ɔ ɔ	l e e l o	l e e l o		l e e l o				l e l o	
278		v a	β a		β	ɓ a			b a	
745			tʰ a x o		t á k o		t á k o	t a k o	t á k o	
1180		w a	f w a		f w		f w a		k w a	
3971		k a m a	x a m a		k á m		k á m a	k a m a		
4374			l i m i	l e m u	l i m i				l á m i	l i m i
55		ɲ a m a		ɲ a m a	n a m a		a m a		ɲ a m a	
94				b ɔ g ɔ	β o k o			β ɔ k ɔ	b o k o	b ɔ χ ɔ
2717				ŋ g a ŋ g a	ŋ a ŋ g a	g a ŋ g a	ɣ a ŋ g a	g a ŋ g a		
43	z i m u	s i i m u						d î m u		d i m ʊ
93	k ɔ n ɔ	k o n o	x o n o				k o n o			
374	a a l w a a		l w a		a l w a					dʒ a l w a
508	h ɔ f u		β o f u		p o f u					f o f u
528	β i l i		β i l i		β i l i				b i l i	
575	t a a				t a		t a	t a		
871	t a m a							t a m a	t á m a	r á m a
1137	ʃ i k ʊ	s i k u	s u k u		ʃ i k u					
1273	l ɔ ɔ t a		l o o r a		l o o t					l ɔ r a
1339	t w i i			t w e e	t w i			t w i		
1430	i s ɔ				i n s o		i s o		i s o	
1585	a a l a	a l a	a a l a					a r a		
1712	f u l ɔ		f u l o				f u o			f u l ɔ
1872	p a a	p a			p			p a		
2088	β i s a		β ìì x a				v i s a		b i s a	
2166	n u u m b a	ɲ u u m b a					u m b a		u m b a	
2334	f i g ɔ		b i k o				f i ɣ o		p i k ʊ̀	
2393	m a n a		m a ɲ a				m a ɲ a		m e ɲ a	
2537	l ɔ m ɔ				l o m o		o m o		l o m o	
2665	i ŋ g i		i i ŋ g i				i ŋ g i		i ŋ g i	
2872	k ɔ s i	k o s i			k o ʃ i				k o s i	
2893	z i k ʊ				ʃ i k u a			t î k u		s i χ ʊ
2997	g a a n z a	g a a s a					ɣ a n z a		k á s a	
3075	g u l u β ɛ	g u l u v e							g ʊ l ʊ b e	k ʊ l ʊ b ɛ
3419	t ɛ ɛ			t ɛ ɛ	t e		t e			
3675	l w i i l ɛ	l w e e l e	l w á a l e		l w e l e					
4028	w ɛ				β w e		b w e	w e		
4238	i i s ɔ z i	i s o s i			s o ʃ i				i s o z i	
4316	d á t ʊ	t a t u					t á t u	t á t u		
4429	β a s a				p á s a		a z a		a s a	
4440	β i l i		β i l i					β i r i	b i l i	
4485	s u				s u			ʃ u	s ʊ̀	
4574	z w a á l a	w a a l a	f w a a l a						b w á l a	
4688	i i ŋ w ɛ		w e				w e	a n w e		
2798			n w a		n w a			n w a	n w a	
3067		n d u	n tʰ u				n t u		n t ʊ̀	
3531		a a n i k a	a a n i x a		a n i k					a n ɛ χ a
3767			l o		l o	l ɔ			l o	
4632			x a s i	a s i	k á ʃ i				k á z i	
1631				k o ɲ i	k u n i			k u n i		χ ʊ ŋ̍
