COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a n a									
1285-1	n w a									
1303-1	g o m a									
2197-1	z a l a									
2828-1	i n a									
3572-1	s o n i									
1095-1	l i m a									
1755-1	n e									
1789-1	k á l a ŋ g a									
3207-1	f u l a									
3519-1	t u m a									
3686-1	i m b a									
4249-1	k u m i									
4451-1	v i s i									
448-1	n u n i									
630-1	β e e l e									
814-1	ŋ o m b e									
1216-1	k a v a									
1228-1	b w a									
1418-1	s i m a									
1475-1	g w a									
2026-1	t w e									
2775-1	β u m b a									
3397-1	β o l									
3826-1	o k a									
4003-1	i v a									
4040-1	ɣ e n i									
4373-1	l i m i									
4384-1	i n o									
84-1	s u g u l u									
116-1	f i k a									
181-1	ɣ o ŋ g o									
419-1	l o g a									
587-1	o ŋ g o									
660-1	r e r a									
848-1	k á l a									
1083-1	l i l a									
1122-1	v i n a									
1159-1	ɲ a									
1350-1	l j a									
1374-1	n a a n e									
1396-1	z o v u									
1430-1	i s o									
1666-1	t á n o									
1767-1	k o k o									
1906-1	i ŋ g i l a									
2177-1	ŋ g a h i									
2286-1	l a									
2317-1	f u β a									
2419-1	s e k a									
2750-1	e s i									
3018-1	z i l a									
3275-1	k á n a									
3441-1	s a ŋ g a									
3464-1	v o n a									
3639-1	t e t e m a									
3885-1	tʃ u m o									
3981-1	i m a									
4192-1	v i m b a									
4260-1	s w a									
4350-1	l e e l o									
43-1	d i m u									
93-1	k o n o									
200-1	β i									
374-1	a l w a									
459-1	u m a									
508-1	p o f u									
528-1	β i l i									
575-1	t a									
871-1	t a m a									
1137-1	s i k u									
1339-1	t w i									
1585-1	a l a									
1712-1	f u o									
1872-1	p a									
2088-1	v i s a									
2166-1	u m b a									
2334-1	f i ɣ o									
2393-1	m a ɲ a									
2537-1	o m o									
2665-1	i ŋ g i									
2738-1	β e e l e									
2872-1	k o ʃ i									
2893-1	ʃ i k u									
2997-1	ɣ a n z a									
3075-1	g ʊ l ʊ b e									
3675-1	l w e l e									
4028-1	b w e									
4137-1	m i l a									
4238-1	s o ʃ i									
4316-1	t á t u									
4429-1	a z a									
4440-1	β i l i									
4485-1	s u									
4574-1	w a a l a									
4688-1	w e									
143-1	v u									
240-1	o o g a									
388-1	u m a									
401-1	d a									
599-1	t á m b i									
649-1	l e e t									
755-1	k u l a									
836-1	tʃ u m b i									
969-1	z a									
994-1	t e r e k a									
1006-1	ɲ u ŋ g u									
1032-1	x o l o l a									
1043-1	β á r a									
1110-1	t e m a									
1263-1	t á h a									
1273-1	l o o t									
1329-1	i k a a									
1362-1	g i									
1606-1	o t o									
1617-1	ʃ i k o									
1629-1	k w i									
1744-1	i v a a									
1895-1	dʒ a									
1917-1	f u m a									
1969-1	m a m a									
1989-1	ʃ a ɣ a									
2037-1	ŋ g á t a									
2128-1	ɣ e m b e									
2186-1	ɣ a n a									
2483-1	u l u									
2592-1	l o l a									
2615-1	d a									
2700-1	ɣ a ŋ g a									
2784-1	k u l i									
2797-1	o m o									
2884-1	p j a									
2904-1	k e n d a									
2972-1	z e									
3030-1	l i p									
3148-1	i t a									
3160-1	l u r a									
3261-1	t e t e									
3364-1	ʃ o t a									
2689-2		ɲ a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		z a l a								
2828-2		i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k á l a ŋ g a								
3207-2		f u l a								
3519-2		t u m a								
3686-2		i m b a								
4249-2		k u m i								
4451-2		β i s i								
448-2		n u n i								
630-2		β e ɛ l e								
814-2		ŋ o m b e								
1216-2		k a b a								
1228-2		b w a								
1418-2		z i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		z o k a								
4003-2		i β a								
4373-2		l i m i								
4384-2		i n o								
