COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a á n n n a.a									
1285-1	Ø w á n									
1303-1	ŋ g ɔ m a									
2197-1	s n á l á									
2828-1	n i n a									
3572-1	s ɔ n i									
1095-1	l i m á									
1755-1	Ø n ɛ									
1789-1	Ø a.á l á á ŋ g a									
3207-1	β u l a									
3519-1	t ʊ m á									
3686-1	z i.i Ø m b á									
4249-1	k ʊ m i.i									
4451-1	β i s i									
448-1	Ø ʊ n Ø Ø i									
630-1	β ɛ n l ɛ									
814-1	g ɔ n m b ɛ									
1216-1	g a β a Ø a									
1228-1	b w a									
1418-1	Ø i m Ø n n á									
1475-1	g w a									
2026-1	t w i									
2775-1	β ʊ m b á									
3397-1	β ɔ.ɔ l Ø									
3826-1	z ɔ k a									
4003-1	Ø i.i Ø β a									
4040-1	g ɛ n i.i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s u g ʊ l ʊ									
116-1	Ø i k á									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ Ø ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a a									
1083-1	l i.i l a									
1122-1	β i Ø a									
1159-1	Ø									
1350-1	Ø j á									
1374-1	Ø s a.á a Ø ɛ									
1396-1	Ø ɔ β ʊ									
1430-1	i n s ɔ.ɔ									
1666-1	t ʊ ʊ n ɔ									
1767-1	k ɔ.ɔ k ɔ.ɔ									
1906-1	i.i ŋ g i l a									
2177-1	ŋ g a.a n á									
2286-1	l a									
2317-1	Ø ʊ Ø a									
2419-1	s ɛ k á									
2750-1	ɛ ɛ Ø i									
3018-1	Ø i.i l a									
3275-1	k á á n á									
3441-1	s Ø a ŋ g a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m Ø a									
3885-1	s u m ɔ.ɔ									
3981-1	i.i Ø m á Ø a									
4192-1	Ø i ʊ m b á									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i Ø m ʊ									
93-1	k ɔ n ɔ									
200-1	β i.i									
374-1	Ø a.á l Ø a									
459-1	ʊ m a									
508-1	p ɔ Ø ʊ									
528-1	β i.i l i.i									
575-1	t a									
871-1	t a.á m a									
1137-1	s i k ʊ									
1339-1	t w i.i Ø									
1585-1	a a l a									
1712-1	Ø u l ɔ									
1872-1	p									
2088-1	β i.i s a									
2166-1	n u n m b a									
2334-1	Ø i.i g ɔ									
2393-1	m a.a Ø a									
2537-1	l ɔ.ɔ m ɔ.ɔ									
2665-1	i.i Ø ŋ g i.i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	t Ø k ʊ a.á									
2997-1	g a.a n n s a									
3075-1	g ʊ l ʊ β Ø									
3675-1	l β Ø ʊ l ɛ									
4028-1	Ø w ɛ									
4137-1	m i l a									
4238-1	i s ɔ Ø i									
4316-1	t t ʊ									
4429-1	p á Ø a									
4440-1	β i.i l i.i									
4485-1	s ʊ									
4574-1	b w a.á a l a									
4688-1	a Ø w ɛ									
143-1	β ʊ									
240-1	ɔ n g a									
388-1	b Ø ʊ m a									
401-1	d a									
599-1	t m b i									
649-1	l ɛ ɛ t á									
755-1	g ʊ l a									
836-1	s u m b i.i									
969-1	Ø Ø a									
994-1	t Ø l Ø Ø a									
1006-1	Ø u g u									
1032-1	Ø Ø l Ø l a									
1043-1	Ø ʊ l a									
1110-1	t ɛ m Ø									
1263-1	t Ø p Ø									
1273-1	l Ø Ø t á									
1329-1	i.i k a Ø Ø									
1362-1	g i.i									
1606-1	ɔ Ø t ɔ									
1617-1	Ø Ø k Ø									
1629-1	Ø Ø i									
1744-1	i.i β a.a a									
1895-1	Ø a									
1917-1	Ø ʊ m Ø									
1969-1	Ø a m a									
1989-1	Ø a g a									
2037-1	n Ø á t a									
2128-1	n ɛ m b ɛ									
2186-1	g a Ø a									
2483-1	g ʊ l ʊ									
2592-1	l ɔ l a									
2615-1	d ʊ									
2700-1	g a ŋ g a									
2784-1	g ʊ l ʊ									
2797-1	Ø Ø m Ø									
2884-1	m p j a									
2904-1	k ɛ Ø n d a									
2972-1	Ø ɛ									
3030-1	l i.i p á									
3148-1	i.i t a									
3160-1	l u t a									
3261-1	t Ø t Ø									
3364-1	z ɔ t a									
3385-1	Ø i.i									
3419-1	t ɛ									
3430-1	ʊ Ø ʊ									
3583-1	Ø ɔ.ɔ a									
3664-1	Ø ɛ g ʊ									
3706-1	t a.á n d Ø Ø ʊ									
3756-1	s i.i n Ø a									
