COGID	1	10	2	3	4	5	6	7	8	9
893-1	a a n a									
2689-1	ɲ a m a									
1285-1	ŋ w a a									
1303-1	ŋ ɔ m a									
1475-1	g w a									
2828-1	l ìì n a									
3464-1	β ɔ n a									
3572-1	s ɔ n i									
448-1	n ɔ n i									
630-1	β ɛ ɛ l ɛ									
1095-1	l i m a									
1755-1	n ɛ									
1767-1	g ɔ k ɔ									
1789-1	k a l a a ŋ g a									
2197-1	z a l a									
3207-1	b u l a									
3519-1	t ʊ m a									
3686-1	i m b a									
4040-1	g ɛ n i									
4249-1	k ʊ m i									
4451-1	β i s i									
814-1	ŋ ɔ ɔ m b ɛ									
1216-1	g a β a									
1228-1	b w a a									
1396-1	z ɔ v u									
1418-1	z i m a									
2026-1	t w ɛ ɛ									
2775-1	β ʊ ʊ m b a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β a									
4137-1	m i l a									
4384-1	i n ɔ									
116-1	ʃ i k a									
181-1	g ɔ ɔ ŋ g ɔ									
200-1	β i i									
419-1	l ɔ g a									
459-1	l u m a									
587-1	ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	f u n a									
1159-1	ɲ a									
1350-1	l j a a									
1374-1	n a á n ɛ									
1666-1	t a a n ɔ									
1906-1	i ŋ g i l a									
2177-1	ŋ g a									
2286-1	l a									
2317-1	β ʊ β a									
2419-1	s ɛ k a									
2738-1	β ɛ ɛ l ɛ									
2750-1	ɛ ɛ z i									
3018-1	z i l a									
3275-1	k a á n a									
3441-1	s ɛ ɛ ŋ g a									
3639-1	d i t i m a									
3865-1	s a s i									
3981-1	i m a									
4192-1	β i i m b a									
4260-1	s w a a									
4350-1	l ɛ ɛ l ɔ ɔ									
43-1	z i m u									
93-1	k ɔ n ɔ									
374-1	a a l w a a									
508-1	h ɔ f u									
528-1	β i l i									
575-1	t a a									
871-1	t a m a									
1137-1	ʃ i k ʊ									
1273-1	l ɔ ɔ t a									
1339-1	t w i i									
1430-1	i s ɔ									
1585-1	a a l a									
1712-1	f u l ɔ									
1872-1	p a a									
2088-1	β i s a									
2166-1	n u u m b a									
2334-1	f i g ɔ									
2393-1	m a n a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ g i									
2872-1	k ɔ s i									
2893-1	z i k ʊ									
2997-1	g a a n z a									
3075-1	g u l u β ɛ									
3419-1	t ɛ ɛ									
3675-1	l w i i l ɛ									
4028-1	w ɛ									
4238-1	i i s ɔ z i									
4316-1	d á t ʊ									
4429-1	β a s a									
4440-1	β i l i									
4485-1	s u									
4574-1	z w a á l a									
4688-1	i i ŋ w ɛ									
84-1	g ʊ l ʊ̀									
240-1	ɔ g a									
251-1	ɔ g ɔ h a									
893-2		a a n á tʃ e								
2689-2		ɲ a m a								
1303-2		g o m a								
1475-2		g w a								
2828-2		i n a								
3464-2		w o n a								
3572-2		s o n i								
448-2		j u n i								
630-2		v e e l e								
1095-2		d i m a								
1789-2		k a l a a ŋ g a								
2197-2		s a l a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		iː m b a								
4249-2		k u m i								
4451-2		v i s i								
814-2		ŋ o o m b e								
1216-2		g a v a ɲ a								
1228-2		b w a								
1418-2		s i m a								
2026-2		t w e								
3826-2		dʒ o k a								
4003-2		iː v a								
4137-2		m i l a								
4384-2		i n o								
116-2		j i k a								
419-2		l o g a								
459-2		l u m a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k á l a								
1122-2		v i n a								
1159-2		ɲ a								
1350-2		d j a								
1374-2		n s a a n á								
1906-2		iː n dʒ i l a								
2419-2		s e k a								
2750-2		a s i								
3441-2		s a a ŋ g a								
3639-2		t e t e m e l a								
3981-2		iː m a								
4192-2		j i i m b a								
4350-2		l e e l o								
278-2		v a								
1180-2		w a								
3971-2		k a m a								
55-2		ɲ a m a								
43-2		s i i m u								
93-2		k o n o								
1137-2		s i k u								
1585-2		a l a								
1872-2		p a								
2166-2		ɲ u u m b a								
2872-2		k o s i								
2997-2		g a a s a								
3075-2		g u l u v e								
3675-2		l w e e l e								
4238-2		i s o s i								
4316-2		t a t u								
4574-2		w a a l a								
3067-2		n d u								
3531-2		a a n i k a								
3185-2		v i i k a								
794-2		v e l e k a								
240-2		o o g a								
251-2		o o g o p a								
893-3			a a n a							
2689-3			ɲ a m a							
1285-3			ɲ w a							
1303-3			ŋ o m a							
1475-3			k w a							
2828-3			s i n a							
3464-3			β o n a							
3572-3			s o n i							
448-3			ɲ u n i							
630-3			β e e l e							
1095-3			l i m a							
1755-3			n e							
1767-3			g o x o							
1789-3			x a l a a ŋ g a							
2197-3			dʒ a l a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			i i m b a							
4040-3			k e n i							
4249-3			x u m i							
4451-3			β i s i							
1216-3			k a β a							
1228-3			b w a							
1396-3			dʒ o f u							
1418-3			s i m i s j a							
3397-3			β o l o							
4003-3			i i β a							
4137-3			m i l a							
4384-3			i n o							
181-3			k o o ŋ g o							
200-3			β i							
419-3			l o k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n e							
1666-3			r a a n o							
1906-3			ŋ g i l a							
2177-3			ŋ g a							
