COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
107	j oː l + l i	j u h + l u		j o l + o		j u l	n	j oː l	j u l o h + tɬ iː
237	eː w a + tɬ			j e w a j o		eː w a j u		eː w a + tɬ	j e w a j o
17	o m i + tɬ	u m i + t	o m i + ʔ	o h m i + tɬ	o m i + t	uː m i + t	o + t	oː m ɨ + tɬ	
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
81			ts o h m i + ʔ		ts o h m i + t				
20		tʃ i tʃ i				tʃ iː tʃ i h			
294	t e ʔ w aː + tɬ	t e h e	t e h	t e h w a	t e h a	t a		t ə h a	t a h a
288			aː + p a t aː n i		aː h k i a				
99		x u x u i + k				x u x u w i + k			
318	t o + t oː n + k i	t r uː n i k	t o t oː n i ʔ	t o t o n k i	t o t oː n i k	t u t uː n i k		t o + t oː n ɨ + k	t o t u n + k iː
183		t eː n	t eː n		t eː n	t eː n	t e n	t eː n + tɬ ɨ	
290	i n + oː n	h uː n i		i n + o n	h oː n	u n i		oː n	iː n + u
320	aː + tɬ		aː ʔ + t i	a + tɬ	aː + t	aː + t	a + t	aː + tɬ	ø + ts i n + tɬ i
186	k e tʃ + tɬ i	k e tʃ	k e tʃ	k e tʃ	g eː tʃ	k e tʃ + k uː j u	k o x + t	k ə tʃ + tɬ ɨ	k e tʃ + k o tʃ tɬ a
313	tɬ a n + tɬ i	t aː n	t a n + t i	tɬ a n	t a n	t a n		tɬ a n	tɬ a n + k o tʃ
27				i ts + t i k					i ts + t iː k
268	s iː tɬ a l + i n	s iː t a l	s iː t a l i n	s i tɬ a l i		s iː t a l		s i tɬ a l ɨ + m	s i tɬ a l iː
220	o ʔ + tɬ i	u h + t i	o h + t i	o h + tɬ i	o h + t i	u h + t i	o tʼ k a n	o h + tɬ ɨ	o h + tɬ iː
232	a tʃ + tɬ i			a tʃ tɬ i			a x + t	aː tʃ + tɬ ɨ	x iː n + ø tʃ + tɬ iː
314	k w a w + tɬ	k o i + t	k w a w i + ʔ	k o w i + tɬ	b a w i + t	k w a w i + t	k w a g u + t	k w a + w ɨ + tɬ	k w a b iː + tɬ
187	j a n k w i + k	j a m b w i + k	j a m k w i + ʔ	j a n k w i + k	j a m b i + k	j a n k w i + k		j a n k w i + k	j a n k w iː + k
213	k i j a w + tɬ		k i a h u aː + ʔ	k i j a w i + tɬ					k iː j a b iː + tɬ
177	m i a k iː n	m i a k p a	m i a ʔ	m i a k	m i a k	m i j a k		m ɨ j a k	m e j a k
30	w i ts		w iː ʔ	w i ts	w iː ts	w iː ts	w i ts	w iː ts	i b i ts
25	m i x + tɬ i		m i x + t i	m e x + tɬ i	m iː x + t i	m i x + t i		m i x + tɬ ɨ	m e x + tɬ iː
284	t oː n a + t i w	r o n t i n		t o n a l + ts i n + tɬ i	t oː n a t i	t uː n a l	t u n e l		t u n a l iː
105	k w aː + tɬ						k w a i + t		
88	kx i + tɬ	i kx i	i kx i	i kx i	i kx i	kx i		ɨ kx ɨ	i kx iː
240	k o tʃ	k u tʃ i	k o tʃ i	k o tʃ i	g o tʃ i	k u tʃ i	k o tʃ i	k o tʃ ɨ	k o tʃ iː
296	n e n e + p i l + l i	n eː n e p i l		n e n e p i l	n e n e p i l	n e n e p i l	n e n e p i l	n ɨ n ɨ + p ɨ l	n e n e p iː l
3	eː w a + tɬ			j e w a + j o		eː w a + j u		ɨ w aː + j oː + tɬ	j e w a + j u + tɬ
184	t oː k aː + tɬ	t u w a + n	t oː k aː + ʔ	t o k a h + tɬ i	t o g a	t uː k e j		t oː k aː h ɨ + tɬ	t u k ø
28	iː ts + t i k	s e s e k	s e s eː ʔ		s e s eː k	s e s e k		s e s e + k	
219		t r a i k			t a + t a w i + k				
158	w eː i j a k	w e j a k	w eː j a k t i ʔ	w e j a k	w eː j a k	w e j a k		w e h e j a + k	b e j a k
249	p oː k + tɬ i	p uː k + t i	p oː k + t i	p o k + tɬ i	p oː k + t i	p u k + t i		p oː k + tɬ ɨ	p u k + tɬ iː
188	j o w a l + l i		j o w a l	j o w a l i			o w e l	j o w a l + l ɨ	j o w a l iː
283	t e + tɬ	x aː l + t e + t	t e ʔ + t i	t e + tɬ	t e + t	t e + t	t o + t	t ə + tɬ	t i e + t e + t u
227	x aː l + l i	x aː h l i	x aː h l i	x a l i	x aː h l i	aː + x aː l		x aː l + l ɨ	x ø l iː
189		t a + j u w a + k			t a + j o a	t a + j u w a			
143	i s w a + tɬ	i s w a + t	i s w a ʔ		i s w a + t	i s w a + t		ɨ s w a + tɬ	
22	tɬ a t i aː	t a t i	t a t i a		t a t a	t a t i a	t a t i	tɬ a + t ɨ + h a	tɬ a t i a
102			ts o n + k a l		ts o n + g a l	ts u n + k a l			
328	s i w aː + tɬ	s u w a + t	s i w aː + ʔ	s i w a + tɬ	s o aː + t	s i w aː + t		s i	s o w a + tɬ
191	a ʔ m oː		a j aː ʔ	a h m o					a m o
84	m i tʃ + i n			m i tʃ i		m i tʃ i n	m i tʃ o m	m ɨ + tʃ ɨ + m	m iː tʃ iː
194	s eː	s e	s eː	s e j a	s e	s eː	s e	s eː	s i e
97	j e k + tɬ i							j eː k + tɬ ɨ	
251	m o + k e ts a		m o + k e ts a	m o + t e l + k e ts a	m o + g e ts a	m u + k e ts a	x + m o + k ts e	k ɨ ts a	m o + k e ts a
10	k e ʔ ts o m								k e ts o m a
182	k a m + tɬ			k a m a + k					k a m a + k
231	t t a	i r a	i t a	i t a	i t a	i t a	i t a	ɨ h t a	ʰt a
289	k w i tɬ a p i l + l i	b w i r a p i l	k w i t a p iː l	k w i tɬ a p i l	b i t a p i l	k w i tɬ a p i l		k w i tɬ a + p ɨ l	k w iː tɬ a p iː l
98	x o x o k + t i k		x o x o k + t i ʔ	x o x o k + t i k	x o x o k + t i k				x o x o k + t iː k
12			t a n + k w a		t a m + b a	t a n + k w a		k ɨ h + ts o m a	
293	i n + iː n	h iː n i	i n + iː n	i n + i n	h iː n	i n i	i n a	i n	i n + i
