COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
146	ʔ a kː u r i		a j u ɴ	a r u k u	a r u k u	a ɭ ɨ f u	a r u k u	a r u k u	ʔ a tsː u ɴ	a r u k u
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
158					a ŋ e r u					a ŋ e r u
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
153			s u w a iː tɕ o	s u w a r u	s u w a tː e r u		s u w a r u	s u w a r u		s u w a tː e r u
437					k o w a ŋ a r u					k o w a ŋ a r u
-107			h iː z a				ɸ u z a			
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
355					g o ts ui	u d a				
447	ʔ w ɨː tɕ i	w e	u eː	u e	u eː	w aː r a	e w e	u e	ʔ w iː ɴ k a i	u eː
290			t e		t eː				t iː	
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
265							m o j a	m o j a		
340	m a ɕ u					m aː s o			m aː ɕ u	
188	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a		j a m a
286								m u k oː z u n e	h w i ɕ a	
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
300	h u s u	h e tsː o g o	h e i s o	h e s o	h e s o		ɸ e s o	h e s o	h u s u	o h e s o
224					a ɴ t a r a					a ɴ t a t a tɕ i
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
261		s o r a		s o r a						s o r a
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
101	h w a		h a	h a	h aː	p aː	ɸ a	h a	h aː	h a
190	h aː s a r i	a k a kʲ a	a i k e	a k a i	a k a i	a k a	a k eː	a k a i	ʔ a k a s a ɴ	a k a i
307		m i	m iː	m i	m iː		m i	m i		m i
426		k a m a r u		k a m u						
449					dʑ u k u s i t a					dʑ u k u s i t a
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
400	h i pː a r u r i	h i pː a r u	h i pː a	h i pː a r u	h i pː a r u	p i k a u	ɕ a b a r u	h i pː a r u	h w i ts u ɴ	h i pː a r u
422	h u k u r ɨ r u r i	h u k u r e r u	h u k u r u	h u k u r e r u	h u k u r e r u	f u k u r i ɭ	ɸ u k u r e r u	h u k u r e r u	h u kː w i j u ɴ	h u k u r e r u
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
180	k u m o	k u m o	k u m o	k u m o	k u m o	f u m u	k u m o	k u m o	k u m u	k u m o
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
432			s u i u		s uː		s uː	s uː		s uː
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
119	k i m o	k i m o	k i m o	k i m o	k i m o	ts ɨ m u		k i m o	tɕ i m u	k i m o
406		n a g u r u						n a g u r u		n a ŋ u r u
396	h u r u s a r i	h u r u s i kʲ a	ɸ u r i	h u r ui	h u r ui		ɸ u r iː	h u r u s iː	h u r u s a ɴ	h u r ui
81	x o g a								k uː g a	
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
244	x u m a					k o m a n			k u m a	
239	ʔ i ts ɨ	i ts u	iː	i t u	i ts u	i ts ɨ	e ts u	i ts u	ʔ i ɕ i	i ts u
