COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ȵ̥ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	ʑ ɔ ⁵⁵								
438-1	m ʐ ʔ ⁵⁵								
334-1	l w ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	m i ³¹								
221-1	i o p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	s ɔ ³¹								
7-1	p a n ³¹								
664-1	o w ŋ ⁵⁵								
246-1	x ɔ k ⁵⁵								
547-1	s a k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	n a p								
891-1	tʰ ə ŋ ³⁵								
528-1	s o ⁵⁵								
797-1	x ʐ o ʔ								
493-1	n k ʔ ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m au u ʔ								
580-1	s o k ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m ɔ ŋ ³¹								
696-1	ȵ̥ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ʂ w k ⁵⁵								
731-1	ʂ i ³¹								
779-1	pʰ ⁵⁵								
589-1	t w ŋ ⁵⁵								
658-1	o m m ⁵⁵								
456-1	m ʐ a ŋ ŋ								
183-1	k ʐ ³¹ ³¹								
785-1	x ɔ ³¹								
714-1	ʑ ⁵⁵								
331-1	l w ³¹								
930-1	ȵ̥ a p ⁵⁵								
161-1	k w ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ o ʔ ⁵⁵								
194-1	ʂ w ʔ ⁵⁵								
727-1	ʂ w ŋ ⁵⁵								
260-1	kʰ ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p au m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ i ⁵⁵								
29-1	p ə ⁵⁵								
316-1	tʰ ɔ k ⁵⁵								
389-1	m ʐ w ŋ ⁵⁵								
118-1	m ɔ ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ ʐ ɔ ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m ɔ ⁵⁵ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ȵ̥ ɔ ³¹								
595-1	tʰ w ŋ ⁵⁵								
660-1	oi a p ⁵⁵								
642-1	ʑ ɔ ŋ ³⁵								
257-1	kʰ ʐ a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	t a p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	tʰ u ŋ ³¹								
884-1	t u ³⁵								
205-1	k u ʔ								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	ɔ ŋ ŋ								
36-1	p ʐ w ŋ ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n o ʔ ⁵⁵							
438-2		m j o ʔ							
334-2		l o ʔ ²¹							
360-2		l a̱i ²¹							
394-2		m j ²¹							
221-2		j u p							
202-2		k ui ²¹							
935-2		u ²¹ ²¹							
93-2		ts o ²¹							
7-2		p a̱ n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m au ²¹							
119-2		m i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹ ²¹							
693-2		ŋ au ⁵¹							
477-2		n a p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n o k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ²¹							
536-2		s o̱ ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		l ⁵¹ ⁵¹							
589-2		tʰ u ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v m m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		u̱ t							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		n a̱ p ⁵⁵							
353-2		l a̱i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		k ui ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ²¹							
727-2		ʃ a ŋ ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p u m ⁵¹							
59-2		t o ʔ ⁵⁵							
506-2		p u̱ ʔ ⁵⁵							
29-2		p i k ²¹							
316-2		tʰ o ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ a ²¹							
490-2		n j ⁵⁵ ⁵⁵							
436-2		m j o ²¹							
927-2		n a̱ n ⁵⁵							
383-2		m o ʔ ⁵⁵							
211-2		j a m ⁵¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s e ⁵⁵							
344-2		l a̱ m ⁵¹							
666-2		ŋ o ²¹							
595-2		tʰ a ŋ							
660-2		v t p ²¹							
642-2		tʃʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		t a̱ p ⁵⁵							
337-2		v o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s ui m ²¹							
718-2		ʃ a n ²¹							
811-2		kʰ au ²¹							
458-2		tʰ u ŋ ²¹							
884-2		tʃ o̱ ⁵⁵							
205-2		k u ʔ ²¹							
499-2		n e ⁵¹							
706-2		ʃ o ⁵¹							
920-2		u ŋ ²¹							
36-2		p j a ŋ							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a ʔ ⁵⁵						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l a ³¹						
394-3			m j ³¹						
221-3			j a p ⁵⁵						
202-3			k au ³¹						
935-3			v ³¹						
93-3			t a ³¹						
7-3			p ɛ̃ ⁵⁵ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			ʃ a k ⁵⁵						
555-3			j a̱ ⁵⁵						
464-3			m au ³¹						
119-3			m a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t au ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			n a ⁵⁵						
797-3			k j au ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
896-3			n ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s a ʔ ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ au ⁵⁵						
86-3			t au ŋ						
384-3			m ɛ̃ ⁵⁵ ³⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			ʃ a ʔ ⁵⁵						
779-3			l a̱ ⁵⁵						
589-3			l au ⁵⁵						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			k j i ³¹						
785-3			kʰ a ³⁵						
331-3			l a ³⁵						
206-3			j a ⁵⁵						
930-3			n ɛ̱ ʔ ⁵⁵						
353-3			l a ⁵⁵						
161-3			k ɔ̃ ⁵⁵						
179-3			k j a ʔ ³¹						
194-3			j a ʔ ³¹						
727-3			ʃ ɔ̃ ⁵⁵						
260-3			kʰ j ɛ ʔ ⁵⁵						
144-3			k ɛ̃ ⁵⁵						
53-3			p ɛ̃ m						
59-3			t a ʔ ³¹						
506-3			pʰ a k ⁵⁵						
29-3			p a k ³¹						
316-3			tʰ a ʔ ⁵⁵						
312-3			kʰ v ³¹						
436-3			m j a ³¹						
927-3			n a̱ ⁵⁵						
383-3			m a ʔ ³¹						
211-3			j ɛ̃ ⁵⁵						
873-3			x a ŋ ⁵⁵						
371-3			l a ŋ ³¹						
877-3			s ɛ ³⁵						
344-3			l ɛ̃ ⁵⁵						
666-3			ŋ a ³¹						
595-3			tʰ ɔ̃ ³⁵						
660-3			v ɛ ʔ ³¹						
642-3			tʃʰ ɔ̃ ³⁵ ³⁵						
257-3			kʰ j ɛ̃ ⁵⁵						
167-3			k j a ³⁵						
880-3			t ɛ̱ ʔ ⁵⁵						
337-3			v a ⁵⁵						
484-3			n ɔ̃ ⁵⁵						
574-3			s a m						
718-3			ʃ ɛ̃ n ³¹						
811-3			kʰ au ³⁵						
458-3			tʰ au ŋ						
884-3			t a̱ ³⁵						
205-3			k au ʔ ³¹						
499-3			n ɛ ⁵⁵						
706-3			ʃ a ⁵⁵						
920-3			u ŋ ³¹						
36-3			p j ɔ̃ ⁵⁵						
665-4				ŋ ɔː ³¹					
495-4				n ou ⁵³					
838-4				n əː ʔ ⁵⁵					
438-4				m j ɔː ʔ ³¹					
334-4				l ɔː ʔ ³¹					
360-4				l e̱i ⁵⁵					
394-4				m j ⁵⁵					
221-4				j uː p ⁵⁵					
202-4				k ou a̱ːu					
935-4				ʃ ³³					
93-4				ʃ ɔː ³¹					
7-4				p a n ⁵⁵					
664-4				w a ŋ ³³					
246-4				k j ʔ ⁵⁵ ³¹					
547-4				s əː k ⁵⁵					
555-4				j ei m ³³					
464-4				m ou ³³					
119-4				m j ŋ ⁵⁵					
835-4				n a̱ː p ⁵⁵					
79-4				t uː ³³					
693-4				ŋ ou ³³					
477-4				n aː p ⁵⁵					
891-4				t ə̱ ŋ ⁵⁵					
528-4				j uː ³³					
797-4				k j uː k ⁵⁵					
493-4				n əː k ⁵⁵					
217-4				j aː p ⁵⁵					
896-4				ts w a̱ ⁵⁵					
452-4				m j uː k ³¹					
580-4				s uː k ⁵⁵					
833-4				n ɔː ³¹					
390-4				m a ŋ ³³					
696-4				ŋ ou ³¹					
86-4				t uː ŋ ³¹					
384-4				m a n ⁵⁵					
61-4				t uː m ³¹					
536-4				ʃ ɔː ʔ ⁵⁵					
731-4				ʃ o ⁵⁵					
779-4				pʰ ³³ ³³					
589-4				tʰ uː ŋ ³³					
680-4				ŋ ɔ ʔ ⁵⁵					
658-4				w uː m ³³					
456-4				m j a ŋ ³³					
183-4				k j əː ⁵⁵					
785-4				kʰ ɔː ⁵⁵					
714-4				w a̱					
331-4				l ɔː ⁵⁵					
206-4				j ɔː ³¹					
930-4				ŋ ɔ p ⁵⁵					
353-4				l e̱i ³³					
161-4				k a ŋ ³¹					
814-4				k ui ⁵⁵					
179-4				k j uː ³¹					
194-4				j ɔː ʔ ³¹					
727-4				ʃ a ŋ ³¹					
260-4				kʰ j aː m ⁵⁵					
144-4				k aː m ³³					
53-4				p uː m ³³					
59-4				t ɔː ʔ ³¹					
506-4				pʰ əː k ⁵⁵					
29-4				p ə̱ː k ³¹					
316-4				tʰ ɔ̱ː ʔ ⁵⁵					
389-4				m j a ŋ ³¹					
118-4				m ɔː ⁵³					
312-4				kʰ j ³³					
490-4				n əː e̱ːi ⁵³					
436-4				m j ɔː ⁵⁵					
927-4				ŋ a̱ː n ³¹					
383-4				m ɔː ʔ ⁵⁵					
211-4				j a m ³¹					
873-4				ʃ əː ŋ ³³					
371-4				l ə̱ ŋ ⁵⁵					
877-4				s ɛː ⁵³					
344-4				l aː m ³¹					
666-4				ŋ ɔː ³¹					
595-4				tʰ a ŋ ³³					
660-4				w uː p ⁵⁵					
642-4				tʃʰ a ŋ ⁵⁵					
257-4				kʰ j aː m ³³					
167-4				k j ɔː ⁵⁵					
880-4				t a̱ː p ⁵⁵					
337-4				w ɔː ³¹					
484-4				n a ŋ ³¹					
574-4				s uː m ³³					
718-4				ʃ a̱ː n ⁵⁵					
811-4				kʰ ou a̱ːu					
458-4				tʰ ə̱ ŋ ⁵⁵					
884-4				t ə̱ː ⁵³					
499-4				n i ³¹					
706-4				ʃ ɔː ³¹					
920-4				ʃ ŋ ŋ					
36-4				p j a ŋ ³³					
665-5					ŋ ɔ ³¹				
495-5					n u k				
838-5					n ɔ ʔ ³¹				
438-5					m j ɔ ʔ ³¹				
334-5					l ɔ ʔ ³¹				
360-5					l a̱ ³⁵				
394-5					m j ³⁵				
221-5					j ʔ ʔ ⁵⁵				
202-5					k u k				
935-5					l ³⁵				
93-5					ts ɔ ³⁵ ⁵⁵				
7-5					p ə ³⁵ ³⁵				
664-5					v ɔ̃ ³¹				
246-5					k ɔ̱ ʔ ⁵⁵				
547-5					s a k ⁵⁵				
555-5					j ŋ ³¹				
464-5					m u k				
119-5					m a ŋ ⁵⁵				
835-5					n ɛ̱ ʔ ⁵⁵				
79-5					t u ³⁵				
693-5					ŋ u k				
477-5					n ɛ ʔ ⁵⁵				
891-5					t a̱ ŋ ⁵⁵				
528-5					j ɔ ³¹				
797-5					kʰ j au k ⁵⁵				
493-5					n a k ³¹				
217-5					j ɛ ʔ ³¹				
896-5					ts a̱ t ⁵⁵				
452-5					m j au k ³¹				
580-5					s ɔ̱ ʔ ⁵⁵				
833-5					n ɔ̱ ³¹				
390-5					m ɔ̃ ³⁵				
696-5					ŋ a ³¹				
86-5					t u ŋ ³¹				
384-5					m ə ŋ ⁵⁵				
61-5					t ɔ̃ ³¹				
536-5					s ɔ ʔ ⁵⁵				
731-5					ʃ i ³⁵				
779-5					pʰ ɔ ³¹				
589-5					tʰ ɔ̃ ³¹				
680-5					ŋ ɔ̱ ʔ ⁵⁵				
658-5					v ɛ̃ ³¹				
456-5					m j ɔ̃ ³⁵				
785-5					kʰ ɔ ³⁵				
714-5					l ³¹ ³¹				
331-5					l ɔ ³⁵				
206-5					j ɔ ³¹				
930-5					ŋ ɛ̱ ʔ ⁵⁵				
353-5					l a̱ k				
161-5					k ɔ̃ ³¹				
814-5					kʰ a ³⁵				
194-5					j ɔ ʔ ³¹				
727-5					ʃ ɔ̃ ³¹				
260-5					kʰ j ɛ ʔ ⁵⁵				
144-5					k ɛ̃ ³¹				
53-5					p a m				
59-5					t ɔ ʔ ³¹				
506-5					pʰ a̱ k ⁵⁵				
29-5					p a k ³¹				
316-5					tʰ ɔ̱ ʔ ⁵⁵				
389-5					m j ɔ̃ ³¹ ³¹				
118-5					m ɔ ⁵⁵				
312-5					kʰ u ³⁵				
490-5					n j k ⁵⁵				
436-5					m j ɔ ³⁵				
927-5					ŋ ə ŋ				
383-5					m ɔ ʔ ³¹				
211-5					j ɛ̃ ³¹				
873-5					x a ŋ ³¹				
371-5					l a ŋ ³⁵				
877-5					s ɛ ⁵⁵				
344-5					l ɛ̃ ³¹				
595-5					tʰ ɔ̃ ³⁵				
660-5					v ɛ ʔ ³¹				
642-5					tʃʰ ɔ̃ ³⁵				
257-5					kʰ j ɛ̃ ³¹				
167-5					k j ɔ ³⁵				
880-5					t ɛ̱ ʔ ⁵⁵				
337-5					v ɔ ³¹				
484-5					n ɔ̃ ³¹				
718-5					ʃ ə ŋ ³⁵				
458-5					tʰ au ŋ				
884-5					t a̱ k				
205-5					k au k ³¹				
499-5					n ɛ ³¹				
706-5					ʃ ɔ ³¹				
920-5					m ŋ ³⁵				
36-5					p j ɔ̃ ³¹				
665-6						ŋ a			
495-6						n ui̯ ʔ			
838-6						n a k			
438-6						m a a k			
334-6						l a k			
360-6						lʰ i j			
394-6						m i ⁵ ⁵			
221-6						j u p			
202-6						k ui̯ ⁵			
935-6						tʃʰ ⁵ ⁵			
93-6						c a ⁵			
7-6						p a t			
664-6						w a			
246-6						kʰ a k			
547-6						r u k			
555-6						j a m			
464-6						m ui̯ ⁵			
119-6						m a ɲ			
835-6						n a p			
79-6						t u ⁵ ⁵			
693-6						ŋ ui̯			
477-6						n a p			
891-6						c a ɲ ʔ			
528-6						r ʊ			
797-6						kʰ j ɔ k			
493-6						n a k			
217-6						j a p			
896-6						tʃʰ u t			
452-6						m j ɔ k			
580-6						s a k			
833-6						n a			
390-6						m a ɲ ⁵			
696-6						ŋ u			
86-6						t u ɲ			
731-6						s i ⁵ ⁵			
680-6						ŋ a k			
658-6						w a m			
183-6						k r i ⁵			
714-6						c			
206-6						j a			
353-6						lʰ i			
814-6						kʰ u j ⁵			
179-6						k r a k			
29-6						p ɔ k			
389-6						m r a m			
118-6						m a ʔ			
490-6						n i j			
436-6						m j a ⁵			
383-6						m a k			
873-6						s a ɲ			
371-6						lʰ a ɲ ⁵			
666-6						ŋ a ⁵			
337-6						w a			
484-6						n a ŋ			
574-6						s u m ⁵			
811-6						kʰ ui̯ ⁵			
205-6						k ɔ k			
665-7							ŋ a ¹		
495-7							n u ³		
838-7							ˀn a k ⁴		
438-7							m j a k ⁴		
334-7							l a k ⁴		
360-7							ˀl i ²		
394-7							m j e ²		
221-7							ˀj u p ⁴		
202-7							g u ²		
935-7							w ²		
93-7							ʃ a ²		
7-7							b a n ²		
664-7							w a ŋ ¹		
246-7							ˀk a k ⁴		
547-7							s i k ⁴		
555-7							ˀj u m ¹		
464-7							m u ²		
