COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m e									
96-1	a t a n									
99-1	a m i z a n									
114-1	t o k i tʃ u									
115-1	z z i									
133-1	t i p a w a									
144-1	a w a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p i k z n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w e m									
65-1	i w									
74-1	p a n a									
106-1	t u n e tʃ									
128-1	p o k t									
147-1	t u m u t									
231-1	p a n a w o									
232-1	p i p i j o									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w e									
97-1	m a z o m									
109-1	u p w j u tʃ									
121-1	k a p u j a k i									
149-1	t o k									
160-1	k i w i k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a w a k a w									
134-1	n i p a t									
139-1	m o n o m i									
142-1	p p a a m a									
145-1	k a t a t k u									
148-1	t a w a w n o									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p a									
21-1	t a w a									
24-1	p o k a k a n									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k a z i m									
151-1	k u w									
154-1	w e									
192-1	t u t									
197-1	t a m									
205-1	i p a n									
227-1	w a p w u t									
246-1	i w i									
251-1	w a n a									
271-1	tʃ u w									
285-1	u m a w u n									
75-1	u p i j a									
79-1	t a n									
104-1	k a p u n									
153-1	tʃ a k									
157-1	t a t a m									
174-1	p u w u									
240-1	t i m a k									
270-1	k a w a t u									
52-2		e t e								
56-2		i m e								
96-2		a k a p								
99-2		a p i w e								
114-2		t o k i s								
115-2		o t i i								
133-2		t i p a p s								
144-2		a t a r g s i								
150-2		k a w								
234-2		k o m								
236-2		p i k u								
241-2		a w i								
249-2		i s e								
74-2		p a a								
93-2		t u h a r i p i								
95-2		s i k i								
106-2		t u e s i								
119-2		w p t i i i								
128-2		h o k i s								
147-2		t i m i p i								
231-2		h a a w u								
232-2		h i i w								
239-2		j a m a k a								
266-2		i s i m								
51-2		t w e								
55-2		i h a m								
97-2		w a h o m u								
121-2		k a p a p a k s								
163-2		i p e								
167-2		p a								
259-2		t o w a								
