COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə																		
63-1	ʔ a tʼ ɨ																		
107-1	g a ə a																		
112-1	d a b ə n a																		
331-1	n ɨ g w s																		
377-1	b ə ʔ ə ə ə																		
381-1	ʔ a ɨ																		
417-1	r u j																		
451-1	s ə tʃʼ a																		
454-1	ʔ a tʃʼ ɨ ɨ																		
484-1	s ɨ j ɨ s tʃʼ																		
535-1	ʔ a s ɨ r																		
543-1	s ə s ə																		
593-1	ʔ a mː w s																		
640-1	a a																		
1-1	ɨ ə mː ə ɨ ə																		
65-1	tʼ u																		
212-1	ʔ j n																		
244-1	ʔ a r b ə																		
248-1	w j a																		
293-1	f ə r ə j																		
373-1	ʔ ə a																		
408-1	b ɨ ʔ a																		
414-1	ɨ ə b a ʔ j a																		
601-1	ʔ ə rː ə																		
642-1	n ɨ f a s																		
60-1	n ə j ə s ə																		
115-1	ʔ ə ʔ a																		
209-1	s ə sː ə																		
242-1	ʔ a sː ɨ s tʃʼ																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼ ə g w																		
638-1	ɨ j ɨ																		
645-1	ʔ a ɨ																		
160-1	ɨ ə rː ə ʔ																		
208-1	ʔ a n ʔ w ə																		
214-1	ʔ a j																		
378-1	ʔ a ʔ g ə tʃʼ																		
379-1	tʃʼ ə tʼ ə																		
409-1	ə ə t ə r ə																		
598-1	k w ə ɨ																		
646-1	ʔ a ɲː ə																		
210-1	j ə ɨ w ə ə																		
215-1	ʔ a tʼ ɨ j ə ɨ																		
285-1	ɨ tʼ a ɨ																		
332-1	ʔ ə g ə ɨ																		
380-1	ʔ a ʔ w a																		
412-1	s a ʔ a n																		
64-1	ɨ a j ə																		
67-1	w ɨ rː																		
251-1	f ə ɲː ə																		
294-1	w ʔ ɨ																		
597-1	ʔ ə ə ə ə ə																		
7-1	ʔ a g a																		
158-1	kʼ ə m ə s																		
372-1	w ə n f ə r																		
374-1	j ə g ə j j																		
375-1	s ə b																		
411-1	tʃʼ ə a ə																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	ə ɨ w a sː a																		
113-1	b u n																		
330-1	ʔ ə d																		
448-1	ʔ ə ɨ a ə j j ə																		
449-1	ʔ a ɨ ə																		
491-1	ɨ ɨ n g ə tʃʼ																		
596-1	j ə g ə																		
4-1	g ɨ n tʼ ə																		
8-1	ʔ ə j ə ə																		
106-1	m ə tʃʼ a																		
290-1	ʔ a g ə j ə																		
489-1	j w ə tʃʼ tʃʼ tʃʼ a a																		
602-1	m ɨ n																		
2-1	tʃʼ u lː ə																		
3-1	ʔ ɨ rː ə																		
213-1	ʔ a r a s																		
486-1	n ə w ə ʔ ə																		
647-1	tʃʼ ə tʃʼ a w ɨ																		
10-1	tʼ ɨ ʔ w r																		
110-1	ɨ a j a																		
152-1	ʔ a ʔ ə																		
211-1	m ɨ h ə t																		
328-1	s ə j ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə j a																		
410-1	ʔ a ə																		
540-1	ə j a																		
109-1	g u n tʃʼ ə																		
153-1	w ə w ə j ə																		
250-1	ə ə																		
289-1	lː ɨ																		
326-1	m ə ʔ ə																		
594-1	g ɨ j ə																		
154-1	ʔ a j ə ə ə																		
245-1	g ə w ə ɨ ə																		
247-1	ʔ ɨ n kʼ u r a r ɨ t																		
286-1	tʃʼ ə g ə r																		
643-1	g ə																		
62-1	f ə lː a																		
288-1	r ɨ ɨ s																		
416-1	ʔ a ɨ																		
5-1	g ə b ə																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g a m ə a																	
112-2		d a m ə n a																	
331-2		n ɨ g w s																	
377-2		b ə kʼ ə ə																	
381-2		ʔ a d a																	
417-2		r a ɨ																	
451-2		s ə b a																	
454-2		ʔ a tʃʼ ɨ r																	
484-2		s ɨ kʼ ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		ə ə																	
593-2		t a m a s																	
640-2		m a a																	
1-2		d ə m ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃʼ ə																	
212-2		ʔ o n																	
244-2		ʔ a r b ə																	
248-2		m a tʃʼ a																	
293-2		f ə r ə ɨ																	
373-2		kʼ ɨ m a																	
408-2		b ə a																	
414-2		g ə b a kʼ w a																	
642-2		n ɨ f a s																	
60-2		n ə fː ə s ə																	
115-2		ɨ a m																	
209-2		s ə m n																	
242-2		ʔ a m ɨ s t																	
415-2		j ɨ n a b																	
450-2		j ə r																	
490-2		tʼ ə b a																	
645-2		kʼ a																	
160-2		w ə rː ə kʼ																	
208-2		ʔ a n kʼ w g																	
378-2		ʔ a n g ə t																	
379-2		tʃʼ ə tʼ ə																	
409-2		ə ə t ə r																	
598-2		k w ə a																	
646-2		ʔ a n a																	
210-2		ɨ ə t w ə																	
215-2		ʔ a w ɨ b ə a																	
285-2		m ɨ tʼ a d																	
380-2		ʔ a n w a																	
412-2		s a h a n																	
496-2		w ə d ə n ə																	
64-2		d a g ə																	
251-2		f ɨ j																	
294-2		m a s																	
597-2		ɨ n ə ə ə ə																	
7-2		ʔ a g a																	
158-2		kʼ ə m ɨ s																	
296-2		a t a a																	
375-2		s ə b																	
541-2		kʼ ə tʃʼ ɨ n																	
113-2		b a n a																	
252-2		ə k ə b ə																	
330-2		kʼ ə l d																	
449-2		k a tʃʼ a																	
491-2		d ɨ n g ə t																	
545-2		k ɨ ʔ ə																	
596-2		n ə g ə																	
4-2		dʒ e ɨ o ə																	
106-2		m ə tʃʼ a																	
254-2		dʒ ɨ m a a																	
290-2		k a ə dʒ ə																	
602-2		m ɨ n																	
2-2		k u w ə																	
3-2		k ɨ n ɨ																	
213-2		ʔ a r a sː																	
486-2		n ə w ə ʔ ə																	
10-2		tʼ ɨ kʼ a r																	
152-2		ʔ a d o																	
211-2		m ɨ tʃ ə t																	
328-2		s ə f ə b ə																	
333-2		m ɨ s ɨ r																	
334-2		ʔ a n b ə s a																	
540-2		ɨ b a																	
109-2		g a n tʃʼ ə																	
250-2		ə ə																	
289-2		l ɨ a																	
326-2		m ɨ o																	
154-2		ʔ a fː ɨ rː ə																	
247-2		ʔ ɨ n kʼ u r a rː ɨ t																	
286-2		tʃ ə g ə r																	
418-2		b ə r b ə o ə																	
416-2		kʼ a																	
455-2		ɨ ə m a																	
456-2		ʔ ə n ə ə a a a																	
495-2		tʃʼ ə																	
61-3			x ə m																
63-3			ʔ a ʒ a m																
107-3			g a m ə ə a																
112-3			x a m ə g a																
331-3			n a g a m																
377-3			b a kʼ a ə ə																
381-3			ʔ a h																
417-3			r a z																
451-3			m ə g a																
454-3			m a m a a																
484-3			m a z a m m																
535-3			ʔ a m a r																
543-3			m ə m m																
593-3			ʔ a m a m																
640-3			m a a																
1-3			x ə p ə r ə m																
65-3			ʒ a																
