COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
542	j ɨ h									j i									
217		ʔ a w								ʔ aː w									
608			g a z				g a z	g a z			g a z			g a z					
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
42															b ə r eː d ə			b ə r e d ə	
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
133												b ai̯							b aː j u
184									d a s ə	d aː m ə s a		d a s ə m			d a s ə m			d a s aː	
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
187										b u tʃ i					b uː tʃ o			b u tʃ o	
246	ʔ a r b					ʕ a r b											ʕ a r b i		
319															d u m			d u m i	
352									s i j a		s i j a								
488	d ɨ n g ai̯	d ɨ n g ai̯																	
277															ʔ ɨ d ə g o t			ʔ a d ə g ə	ʔ a d ə g ə
49																m ə kʼ tʼ ə n			m ɨ s k ə t
506						m ə n b ə r				w ə m b ə r		w ə n b ə r					m ə n b ə r		
466						b ɨ ʕ u l				b a ʔ a w									
346				ʔ e t ə h ə							ʔ ə t ə k a								
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
452	ʔ ɨ s w a	k ɨ sː a													ʔ i ʃ a		n ɨ sː a	ʔ ɨ ʃ ə	
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
87													f u r n o		f u r n o				
649		b ə							b ə	b e								b ə	b ə
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
604		h u m a				j o m										j o m			
364															b ɨ l			b ɨ l	
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
24						ʕ a r a t										ʕ a r a t	ʕ a r a t		
310										w ɨi̯							w u ʕ ui̯		
613						g e s ə m				g i ʃ					g eː s			g eː s	g eː s
561								h a t a							h a tː ai̯				
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
648		kʼ a m ə d i								kʼ a m ə d i									
463				b ə ʔ ə d							b ə ʔ ə d								
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
269												w ə g f ɨ r	w ə g f ɨ r						
423				d ɨ j ə							d ɨ j ə								
658						ʔ əi̯ n u				ʔ aːi̯						ʔ a j a	ʔ a jː ə n	ʔ ai̯ n e	
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
537	k ə zː i j a	w o d g ɨ z e							x ə g ɨ z ɨ j ə										j a n e g i
510							w e g		w ə j ə g							w ə t ə r			
477															d u r e sː ə			d u r e sː ə	
485	tʃʼ ɨ s	tʃ i s																	
