COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	x ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ə e								
438-1	ȵ pʰ ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	m ʐ n ³¹								
221-1	l o p ⁵⁵								
202-1	k au ³¹								
935-1	l ³¹								
93-1	ʈʂ w ³¹ ³⁵								
7-1	ʂ ə n ³¹								
664-1	o w a ⁵⁵								
246-1	x ɔ t ⁵⁵								
547-1	ʂ ə ʔ ⁵⁵								
555-1	n n m ⁵⁵								
464-1	ɕ au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n o p ⁵⁵								
79-1	t o ³¹								
693-1	kʰ au ⁵⁵								
477-1	n w ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	k ʐ u ⁵⁵ ⁵⁵								
493-1	n ə ʔ ³¹								
217-1	x a p ⁵⁵								
896-1	ʈʂ au t ⁵⁵								
452-1	m ʐ u ʔ ⁵⁵								
580-1	ʈʂ u t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w a ³¹								
696-1	ʈʂ ʐ ⁵⁵ ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ɕ ɔ ⁵⁵ ⁵⁵								
731-1	ɕ o ³¹								
779-1	ɕ ⁵⁵ ⁵⁵								
589-1	ʈʂ w a ⁵⁵								
658-1	o ʔ m ⁵⁵								
456-1	m a w a ŋ								
183-1	k ʐ i ³¹								
785-1	x w a								
714-1	n ⁵⁵								
331-1	l ɔ a								
930-1	x m p ⁵⁵								
161-1	ʂ w m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w ⁵⁵ ⁵⁵								
194-1	l ɔ ʔ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p n m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	ʂ a ʔ ⁵⁵								
29-1	p ə ʔ								
316-1	ʈʂ w ʔ ⁵⁵								
389-1	m ʐ w m ⁵⁵								
118-1	m ɔ a								
312-1	x o ³¹								
490-1	n ə ³⁵								
436-1	m ʐ ɔ ³¹								
927-1	n m n ⁵⁵								
383-1	m ɔ ⁵⁵ ⁵⁵								
211-1	x a m ⁵⁵								
873-1	ʈʂ ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	x ɔ ³¹								
595-1	ʈʂ w a ⁵⁵								
660-1	o ʔ t ⁵⁵								
642-1	pʰ w a ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w a								
880-1	t a m ⁵⁵								
484-1	n w a ⁵⁵								
574-1	s l ³¹								
718-1	ʂ ə n ⁵⁵								
811-1	x au ³¹								
458-1	ʈʂ ə ŋ ³⁵								
884-1	ʈʂ ə ³⁵								
205-1	k au ʔ ⁵⁵								
499-1	n ə ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	n ŋ ³⁵								
36-1	p ʐ m a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l w a ³⁵								
4-1	ʂ ə n ⁵⁵								
342-1	l au ʔ ⁵⁵								
280-1	x ʐ ⁵⁵								
612-1	ʈʂ w a ⁵⁵								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ o ³⁵								
148-1	k ə a ⁵⁵								
652-1	o ʔ ⁵⁵								
220-1	x w a ŋ								
562-1	ʂ ə ŋ ⁵⁵								
31-1	p ʐ ɔ ⁵⁵								
386-1	m a ⁵⁵								
804-1	x ʐ ə ŋ ³⁵								
369-1	l ə ʔ ³¹								
125-1	t au ³¹								
314-1	x ʐ w a								
823-1	l ɕ p ⁵⁵								
471-1	n a m ⁵⁵								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w a ³⁵								
272-1	x ʐ w a ³⁵								
463-1	m au ³¹								
1-1	p ɔ ⁵⁵								
214-1	x a ³¹								
123-1	t au t ⁵⁵								
512-1	ʂ ʐ ə ʔ ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	t w ³¹								
849-1	ʂ a t ⁵⁵								
524-1	t au ʔ ⁵⁵								
90-1	t w t ⁵⁵								
541-1	ʂ ə n ⁵⁵								
933-1	x au ³¹ ⁵⁵								
467-1	n ɔ ⁵⁵								
49-1	p au ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵ ⁵⁵								
377-1	l l t ³¹								
127-1	ʈʂ a ⁵⁵								
67-1	t a t ⁵⁵								
864-1	p ʐ ³¹ ³¹								
126-1	ʈʂ w ⁵⁵								
656-1	o ʔ m								
635-1	ʈʂ ɔ ʔ ⁵⁵								
473-1	n m m ⁵⁵								
98-1	ɕ ɔ ⁵⁵								
445-1	m ʑ au ⁵⁵								
379-1	l ui t ⁵⁵								
665-2		n o ⁵¹							
495-2		n u̱i ²¹							
838-2		l a̱ ⁵¹							
438-2		m o o ʔ							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j u p ⁵⁵							
202-2		k j ²¹							
935-2		kʰ pʰ ²¹							
93-2		tsʰ o ŋ							
7-2		p a n ²¹							
664-2		x a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		k a k ⁵⁵							
555-2		j o̱ a ⁵¹							
464-2		m u̱i ²¹							
119-2		tsʰ i ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		k u ²¹ ²¹							
693-2		ŋ j ui							
477-2		n a̱ ʔ ²¹							
891-2		tʃ i ŋ ⁵⁵							
528-2		p u ⁵⁵							
797-2		k j u ʔ ⁵⁵							
493-2		n a k ²¹							
217-2		k a t ⁵⁵							
896-2		tsʰ u̱i t ⁵⁵							
452-2		m j u̱i ʔ ²¹							
580-2		x o ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		n tsʰ ⁵¹							
86-2		k i ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		pʰ a m ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		x a ²¹							
779-2		a ⁵¹ ⁵¹							
589-2		tsʰ a ŋ ⁵¹							
680-2		n o ʔ ⁵⁵							
658-2		x a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ⁵⁵							
714-2		k ⁵¹							
331-2		l o ⁵⁵							
206-2		j o ŋ							
930-2		n a̱ ⁵⁵ ⁵⁵							
353-2		l i̱ ²¹							
161-2		k a ŋ ⁵¹							
814-2		kʰ ui ²¹							
179-2		k j o ⁵⁵ ²¹							
194-2		l o ʔ ²¹							
727-2		x a ŋ ⁵¹							
260-2		kʰ j e t ⁵⁵							
144-2		k a m ⁵¹							
53-2		p j m ⁵¹							
59-2		k o ʔ ²¹							
506-2		pʰ j k ⁵⁵							
29-2		p i k ²¹							
316-2		tsʰ o ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ e ²¹ ²¹							
490-2		n a ⁵⁵							
436-2		m j a ⁵⁵							
927-2		n a̱ n ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
873-2		tʃ i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		k ŋ ⁵⁵							
344-2		l a m ⁵¹							
666-2		n o ⁵⁵							
595-2		pʰ a ŋ							
660-2		p e ⁵⁵ ²¹							
642-2		pʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ⁵⁵							
880-2		k a t ⁵⁵							
337-2		tʃ e ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		k m ²¹							
718-2		x a n ²¹							
811-2		kʰ ui ²¹							
458-2		tʃ i ŋ ⁵⁵							
884-2		p i ⁵⁵							
205-2		k j ʔ ²¹							
499-2		n e ⁵¹							
706-2		a o ⁵⁵							
920-2		a ŋ ⁵⁵ ²¹							
36-2		p j a ŋ							
12-2		p i ⁵¹							
350-2		l a ŋ ⁵⁵							
4-2		p a n ⁵¹							
342-2		j u ʔ ²¹							
280-2		kʰ j e ²¹							
638-2		tsʰ e t ⁵⁵							
729-2		x a ²¹							
72-2		pʰ a ŋ ²¹							
612-2		tsʰ a ŋ ²¹							
459-2		m j i ŋ ⁵¹							
569-2		u ui ²¹							
283-2		kʰ j ui ⁵⁵							
501-2		p o ⁵⁵							
652-2		tʃ e ²¹							
220-2		pʰ a ŋ ²¹							
233-2		j u̱i ʔ ²¹							
562-2		tʃ i e ⁵⁵							
31-2		p j o ʔ ²¹							
386-2		m a ʔ ²¹							
684-2		ŋ j o ⁵⁵ ²¹							
804-2		kʰ j i̱ ŋ ⁵⁵							
618-2		tsʰ j ²¹							
565-2		tʃ ¹ ⁵⁵							
468-2		n a ʔ ²¹							
369-2		l i k ²¹							
314-2		kʰ j o ŋ ⁵¹							
776-2		x ʔ ⁵⁵							
170-2		k j o ⁵⁵							
823-2		l a p ⁵⁵							
471-2		n a m ²¹							
249-2		kʰ a ŋ							
367-2		l i̱ ²¹							
414-2		m a ²¹ ⁵⁵							
503-2		p o ⁵⁵							
40-2		p j i ŋ ⁵⁵							
647-2		tsʰ j i̱							
105-2		tʃ i ²¹							
141-2		k e ŋ							
272-2		kʰ j a ŋ ⁵⁵							
463-2		m u̱i ui							
1-2		p o ⁵¹							
349-2		l a ŋ ²¹							
214-2		j a m ²¹							
841-2		n a̱ t ⁵⁵							
123-2		k u ui							
646-2		tsʰ j ²¹							
433-2		m a ŋ ⁵¹ ⁵¹							
512-2		p j i k ⁵⁵							
518-2		pʰ j u ⁵¹							
878-2		tsʰ o ⁵⁵							
849-2		pʰ a t ⁵⁵							
524-2		pʰ j ʔ ⁵⁵							
90-2		tsʰ o ⁵⁵							
541-2		x a̱ n ²¹							
933-2		kʰ j ²¹							
164-2		k a ŋ ⁵¹							
686-2		ŋ j a t ⁵⁵							
467-2		n a̱ ⁵⁵							
201-2		k j u k ²¹							
784-2		j j e ⁵⁵							
487-2		n ŋ ²¹ ⁵¹							
504-2		pʰ o ʔ ⁵⁵							
49-2		p j e ⁵¹							
822-2		l o ʔ ⁵⁵							
52-2		p o ⁵¹							
281-2		kʰ j u̱i ⁵¹							
46-2		p j e ⁵¹							
377-2		l i̱ a ²¹							
127-2		tʃ o t ²¹							
67-2		k a̱ t ⁵⁵							
192-2		k j o ʔ ⁵⁵							
864-2		p j e ²¹							
126-2		tʃ o ⁵¹ ²¹ ²¹							
546-2		x a ŋ ⁵¹							
635-2		tʃ a̱ ⁵⁵							
473-2		n a̱ m ⁵¹							
3-2		p o ⁵⁵							
98-2		x o ⁵⁵							
445-2		m j ui ²¹							
608-2		tsʰ a m ⁵¹							
210-2		j o ʔ ²¹							
140-2		k j i ²¹							
868-2		x o ⁵⁵							
520-2		p j e ²¹							
166-2		k j k							
48-2		p j a ŋ ⁵¹							
270-2		kʰ j a ŋ ⁵¹							
379-2		l i̱ n							
55-2		p u p ⁵⁵							
665-3			ŋ a ⁵⁵						
495-3			n ui ³⁵						
838-3			n a̱ ⁵⁵						
