COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
106						p ɨ s a			h w i ɕ a	
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
13			o i d o ɴ				o r a r a	o r a tɕ i		
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
1	w a ɴ	w a r e				b a n			w a ɴ	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
269	ʔ i x i	i k e		i k e			e k e	i k e		
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
54						b ɨ k i d u m			w i k i g a	
73	s i s i					s ɨː s ɨ			s i s i	
350	s e b a s a r i	s e b a kʲ a	s e m e	s e b a i	s e b a i		s e m eː	s e m a i	ʃ i b a s a ɴ	s e m a i
88	h i g i					pˢ ɨ g i				
457					n a w a			n a w a		
395	n i g i r i	n i g i r i	m iː	m i g i	m i ŋ i	n ts ɨ	m i ŋ i	m i g i	n i dʑ i r i	m i ŋ i
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
38					oː k iː	u k u		oː k iː		oː k iː
369	k i r i r u ɴ	k i r e r o	k i r u	k i r e r u	k i r e r u	tʃː i	j oː			k i r e r u
81	x o g a								k uː g a	
119	k i m o	k i m o	k i m o	k i m o	k i m o	ts ɨ m u		k i m o	tɕ i m u	k i m o
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
45							k o m eː		g u m a s a ɴ	
