COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
440			d z o ŋ ⁴	d z a̰u ʔ ⁵³		ts w i k	
128			l a ⁵³	l ə			
342	n j æ̰ ṵ ³	m j ṵ ŋ ³	m j au ⁵³	m j u ʔ ³		m j w i	m j w i ³²
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
449	ts ṵ ʔ ⁵²		d z u ³²	d z a̰u ⁴		tsʰ u	dʒ ɔ ʔ ⁵⁴
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
284				ɣ i t ²		ʔ ə	w i ³
327	j æu ŋ ⁵					j au ŋ	
435	kʰ j a m ⁵⁴		kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
84	tʃʰ a ³		tʃʰ a ⁵⁴				
202	n j e ŋ ³¹			n j ɛ n ³¹			
290	dʒ ei ³¹		g e ⁵	g i t ³			g i ⁴³
214	l a m ³²	l a m ⁵²	l ɛ m ²		l a ŋ ³¹	l u m	l u m ³¹
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
105	m i ⁵		m ɯ̃ ⁵²				
574			ŋ o̰i ³¹	ŋ a t ³²			
346	ʃ ɛ t ⁵³		ʃ i ʔ ³¹	ʃ a p ⁵³		s i p	ʃ ɪ t ⁵
227	d a ŋ ⁵	t o ŋ ²³	d a ŋ ⁵				d a ŋ ³²
315	tʰ u ŋ ⁵		tʃʰ a ŋ ⁴⁵	tʃʰ a ³²	ts i ⁵⁵		tʰ u ŋ ³⁴
191	k ṵ k ⁵⁴		g o k ⁵³			k a m	k ṵ ʔ ⁵
468	d j ei ³			b ḭ ʔ ⁵⁴		p eː	b i ⁵³
64	k ɔ̰ ³¹		g o ŋ ³	g ɔ ŋ ³¹	kʰ o ³¹	k w i ŋ	k ɔ ʔ ⁵⁴
217	ʔ u ³	w u ³	w u ⁴	ʔ au ³¹		ʔ u	ʔ u ⁵¹
56	l u k ³²		l o ʔ ³⁴	l au k ³²			l ʊ p ³
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
508	b u ³¹		b ɔ ⁴			p a k	
306	tʃʰ oa p ⁵¹		tʃʰ w ɛ p ⁵³	kʰ j æ p ⁵	x ɹ a ʔ ³¹	kʰ j u p	kʰ j u p ⁵⁴
175					p j a ⁵⁵	p r a	
489	m a̰u ⁵			m o ³²			
434						t w i k	tʰ w i ⁵³
256	ʔ a ³	ʔ a	ʔ a ³	j ɪ p ²	ʔ ə		ʔ ə
236			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
331	n j ɔ̃ ³		m j ɔ̃ ³	m i ³	m j a ³¹	h m r aː	m j ɔ ³¹
60	kʰ j a m ⁴¹		kʰ au ³²				
197	n ṵ ə̰ t ⁵⁴		n o̰i ʔ ⁵²	n a̰ t ⁵⁴		h n u t	n ʊ̰ t ⁵
490			dʒ i t ⁵				dʒ ɪ̰ t ⁵
245		p au ⁵²	b j e ³¹	b au ³¹			b w i ³²
