COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j i ŋ						
19-1	n j ʔ ⁵						
44-1	l u ʔ ⁵						
50-1	ʃ ai ŋ ³						
62-1	s ai k ⁵						
70-1	b a n ⁵						
75-1	m j ɔ ʔ ⁵						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³¹						
127-1	kʰ w ei ⁵						
132-1	w ɔ ʔ ⁵						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z i i ³¹						
143-1	ŋ ɔ̰ ʔ ⁵⁴						
149-1	ʔ u ⁵						
152-1	ŋ ə ³						
157-1	b ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³¹						
189-1	m j ɔ ʔ ⁵						
192-1	n au ³						
195-1	n ɔ ³						
200-1	kʰ a a ⁵						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	s w ei ⁵						
253-1	m j i						
270-1	m ei ⁵						
278-1	m j ŋ ŋ ³¹						
279-1	w ɔ ⁵						
285-1	j j m ⁵						
308-1	d j ɛ ⁵						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ						
347-1	ʃ u ʔ ʔ						
362-1	j i ³¹						
391-1	j ṵ p ⁵						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j w p ⁵						
460-1	s a ʔ ⁴²						
463-1	w w ³¹						
464-1	j u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ ɛ ³						
494-1	g ei ⁵						
496-1	h j ŋ ŋ						
516-1	w ɛ ⁵						
1-2		m au ²³					
4-2		l a ⁵²					
18-2		m j ²³ ²³					
19-2		n j ⁵²					
44-2		l u k					
50-2		s a ŋ ²³					
62-2		s a k ⁵²					
70-2		p e n ⁵²					
75-2		m j a ʔ ²³					
97-2		ʃ a ŋ					
112-2		x a ⁵²					
122-2		m j u k ⁵²					
127-2		kʰ w i					
132-2		w a ʔ ⁵²					
133-2		n a ŋ					
135-2		n au ⁵²					
142-2		ts aː au i					
143-2		ŋ a ʔ					
149-2		ʔ u ⁵²					
152-2		ŋ a ⁵²					
157-2		p a ²³					
183-2		ʔ u ²³					
184-2		n au ʔ ⁵²					
185-2		x ẽ m					
189-2		m j a ʔ ⁵²					
192-2		n a ³					
195-2		n a ²³					
200-2		kʰ i ²³					
216-2		s a ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ⁵²					
235-2		kʰ j i					
244-2		s w i ⁵²					
253-2		m i ⁵²					
270-2		m i ⁵²					
278-2		m j i ŋ					
279-2		w a ⁵²					
285-2		j ḛ m ³					
308-2		p j i ²³					
322-2		m i ⁵²					
325-2		kʰ au ²³					
337-2		m j a ŋ					
341-2		ts a a					
347-2		s au ʔ ⁵²					
362-2		j i ³					
391-2		j a̰ p ⁵²					
394-2		m a ʔ ⁵²					
397-2		ʃ i ⁵²					
443-2		n j a̰ p ⁵²					
460-2		s i ʔ ⁵²					
463-2		w i ³					
464-2		ʔ au ŋ ⁵²					
473-2		s a m ⁵²					
476-2		kʰ j au k ⁵²					
481-2		x ẽ ³					
494-2		k i ⁵²					
496-2		f j ŋ ŋ					
516-2		w ẽ ²³					
1-3			m au ³				
4-3			l ə ⁴				
18-3			m j e n				
19-3			n j ʔ				
44-3			l o ʔ ³²				
50-3			ʃ j ŋ m				
62-3			s ə k ⁵				
70-3			b æ n ³				
75-3			m j ɔ ʔ ³				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o ʔ ⁴²				
127-3			kʰ w i ⁴				
132-3			w u ʔ ³				
133-3			n au ³ ³				
135-3			n au ⁴				
142-3			d z w i ³¹				
143-3			ŋ z ʔ ⁵³				
149-3			w u ⁴				
152-3			ŋ ɔ ³				
157-3			b ɔ ⁴				
183-3			ʔ o ³				
184-3			n o ʔ ³				
185-3			tsʰ æ m ³				
189-3			m j ɔ ʔ ³				
192-3			n ɔ̃ ³¹				
195-3			n ɔ ³				
200-3			kʰ e ʔ				
216-3			s ə ŋ ⁴				
218-3			l ɔ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e ³¹				
244-3			s w i ⁴				
253-3			m e ³¹				
270-3			m j ³¹				
278-3			m j ŋ ŋ				
279-3			w a ⁴				
285-3			j ə m ⁴²				
308-3			b j ḛ ⁴				
322-3			m i ⁵				
325-3			kʰ au ⁴				
337-3			m j a ŋ ³				
341-3			d z ɔ				
347-3			ʃ o ʔ ⁵³				
362-3			j i ⁴				
391-3			j ə p ⁵³				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁵				
443-3			m j o̰i p ⁵³				
460-3			s æ ʔ ⁵³				
463-3			w e ⁵¹				
464-3			w o ŋ ⁴				
473-3			s ɛ m ⁴				
476-3			kʰ j o k ⁵³				
481-3			tsʰ e ³¹				
494-3			g i ⁴				
496-3			h j ŋ ŋ				
516-3			w e ³				
1-4				m o ³⁵			
4-4				l a ⁵			
18-4				m j ɪ n			
19-4				n i k			
44-4				l au ʔ ʔ			
50-4				ʃ a ŋ ⁴¹			
62-4				s a k ⁵⁴			
70-4				b e n ⁴			
75-4				m j o ʔ			
97-4				tʃʰ a ŋ ⁵			
112-4				tsʰ o ⁵			
122-4				m j au ʔ ³²			
127-4				kʰ w i ³²			
132-4				w au ʔ ³⁵			
133-4				n u ³⁵			
135-4				n o ³⁴			
142-4				d z i i			
143-4				ŋ o ʔ ⁵⁴			
149-4				ʔ au ʔ			
152-4				ŋ ə ³²			
157-4				p o ⁵			
183-4				ʔ au			
184-4				n au ʔ ⁵⁴			
185-4				tsʰ e m			
189-4				m j ɔ ʔ			
192-4				n o ⁵²			
195-4				n o ³			
200-4				g ɪ ʔ			
216-4				s a ŋ ⁵			
218-4				l o ʔ			
225-4				s a ŋ ³⁴			
235-4				kʰ i i			
244-4				s ø i ⁵			
253-4				m i ³¹			
270-4				m i k			
278-4				m a i ŋ			
