COGID	Albanian	English	French	German	Latin
560-1	m m r				
438-1	y r r				
1222-1	e m				
353-1	p i ʃ r				
201-1	f m ð ð				
20-1	p r r				
503-1	p l ə				
957-1	i r				
728-1	o e r				
244-1	e m r				
289-1	d				
911-1	r d r				
724-1	ð r i				
145-1	d p				
992-1	ð j r				
1181-1	k t				
741-1	p m r				
1150-1	ʃ o r d r				
585-1	t p				
814-1	m r r				
916-1	t				
1079-1	ð i f				
630-1	p θ				
343-1	m t				
8-1	e r j l r				
385-1	j a r				
683-1	k ə r t				
650-1	k o l l				
612-1	f p m				
871-1	r k t				
667-1	l r m				
527-1	p t r r r				
499-1	e				
1029-1	m e				
336-1	p r ɟ r				
198-1	m r ð				
164-1	l m				
560-2		p o j			
438-2		ð r i			
1222-2		j ʃ			
353-2		p s			
201-2		p n n			
20-2		v i r			
503-2		p l ɔ			
957-2		t n			
728-2		l i p			
244-2		i g			
289-2		i d			
911-2		ɔ z j			
724-2		d r			
145-2		t p			
992-2		w o			
706-2		ð g			
106-2		p i d			
741-2		p i			
421-2		v l k g			
227-2		p i t			
920-2		h j r			
1083-2		h r			
1066-2		i d			
1125-2		v j ʊ			
1197-2		p i d			
473-2		ai			
284-2		a s			
661-2		o			
701-2		r ʊ v			
315-2		r d			
1169-2		s i l			
1150-2		k i r			
982-2		s ɪ t			
987-2		l i			
1055-2		s d ɛ ɑ			
1130-2		s p g			
433-2		s ai l			
625-2		l ŋ			
1186-2		t a			
416-2		w			
1233-2		p ɪ			
884-2		p i r m			
1016-2		a l			
952-2					
78-2		v l a s			
514-2		v r ŋ ɑ			
116-2		ɪ t i			
188-2		p ɪ n			
745-2		p o ð ə			
1100-2		f r d j			
47-2		p i			
111-2		l k			
1061-2		ʊ			
24-2		ɪ d			
232-2		ʊ			
671-2		u ɪ g d			
385-2		s o			
945-2		s a m			
644-2		ʊ i			
1041-2		s d o			
492-2		d θ			
1209-2		p ɪ			
527-2		w a t			
14-2		g ɪ l v			
1-2		a l			
915-2		d n d			
271-2		a s ə			
711-2		v ai t			
1112-2		v l ʊ d			
205-2		v r d t d			
301-2		k l i ə			
72-2		k a l d			
162-2		k e ʊ			
238-2		d ɛ g			
560-3			v d		
438-3			i r		
1222-3			s v		
353-3			p s		
201-3			p i g t		
20-3			v ɛ		
503-3			p l ɑ̃		
957-3			t		
728-3			j ɛ b		
244-3			d s v		
289-3			ɛ		
911-3			r e		
724-3			r ɛ		
145-3			p		
992-3			ʃ		
1181-3			ʃ e		
706-3			ɔ		
106-3			p ə		
741-3			p i ʃ		
421-3			f j o s		
227-3			p u		
920-3			ʃ r		
1083-3			ʃ r t		
1066-3			ʒ		
1125-3			g ɛ d		
1197-3			v ə		
473-3			t œ		
284-3			t s		
661-3			p		
701-3			r p t		
315-3			r t		
1169-3			s j		
1150-3			s ɑ̃		
982-3			s		
987-3			s t v		
1055-3			s		
1130-3			s o g		
433-3			s t		
585-3			y		
625-3			d b		
1186-3			u n		
814-3			v ɑ̃		
416-3					
1233-3			v t		
884-3			v ɛ r v		
916-3			e e		
1016-3			u t s l		
952-3			u d		
514-3			b r t		
1079-3			p w b		
1100-3			f		
47-3			v œ		
111-3			l k		
1061-3			s t		
1155-3			ʃ j s		
343-3			v e r		
671-3			i		
460-3			p o t		
8-3			ɑ̃ v s		
644-3			s e		
683-3			s ɑ̃ n ɛ		
650-3			k ø d		
612-3			f v m		
871-3			k		
1209-3			v s ɛ		
667-3			l ɛ v		
499-3			n ɛ		
14-3			i j w		
1029-3			v s		
272-3			k n ɛ r		
278-3			m l		
410-3			k r t k		
336-3			s e p s e		
1009-3			v ɛ n t r		
479-3			v		
712-3			m r		
1113-3			s n ɪ n		
605-3			s s		
752-3			s p i r e		
695-3			n ø b		
73-3			f r i ʒ		
162-3			k t d		
239-3					
560-4				p eː i	
438-4				d yː n	
1222-4				oː f eː	
353-4				f i ʃ h	
201-4				f iː b	
20-4				f a	
503-4				f a a t	
957-4				t n	
728-4				l iː d t	
244-4				n m g	
289-4				n iː t t	
911-4				a l	
724-4				d s	
145-4				t oː	
992-4				h s	
1181-4				h eː t t	
706-4					
106-4				f a d	
421-4				f l d eː	
227-4				f a t	
920-4				h t	
1083-4				h iː n	
1066-4				oi d	
1125-4				g eː n aː	
1197-4				m eː d	
473-4				n s d a	
284-4				n eː r	
661-4				v n	
701-4				aː b	
315-4				ə n ə	
1169-4				s a l t	
1150-4				ʃ a t t	
982-4				s eː t	
987-4				l n m	
1055-4				s t a	
1130-4				s d h s	
433-4				s eː l	
585-4				t d	
625-4				l ŋ	
1186-4				t a d	
814-4				m eː t	
416-4				v l t	
1233-4				h a n t	
884-4				h eː m	
78-4				b l a	
514-4				d eː l s	
116-4				eː t eː	
188-4				f a ə	
745-4				f aː d ə	
1100-4				f oː s	
630-4				t t l ʃ t t	
1155-4				h l	
24-4				n a t	
232-4				n ə n	
671-4				iː s n	
460-4				p aː	
8-4				l g p g ʃ	
385-4				ʃ iː	
945-4				s d n	
1041-4				s t a n	
492-4				d eː n ə	
527-4				v a t	
14-4				j aː l eː	
1-4				a l	
915-4				a n t	
271-4				a ʃ	
711-4				d ai s	
1112-4				d l ə t	
205-4				d r e ʃ s	
301-4				k l a	
72-4				k eː l t	
238-4				t ai	
560-5					k e oː i
438-5					iː i i n
1222-5					oː g i
353-5					p oː k i
201-5					f m k g a
20-5					p e i r
503-5					p l l t
957-5					r i
728-5					l e p i
244-5					n e i i n
289-5					n d i
911-5					i t eː o o
724-5					a i oː a
145-5					d p e
992-5					k e i
1181-5					k e n n a
706-5					b i u a
106-5					p a b a eː i
741-5					p i e
421-5					f l u o i
227-5					p u i i
920-5					k nː i i i n a
1083-5					k a i n i
1066-5					oː a a
1125-5					g a n a
1197-5					m a b a eː i
473-5					n f i a n
284-5					n e eː i a
661-5					p a o
701-5					i d t i
315-5					i a n a i
1169-5					l e l i i
982-5					l e d i
987-5					k i e i
1055-5					e l l eː n a
1130-5					l uː k i
433-5					l a n i i
585-5					t uː a
625-5					l a kː i a
1186-5					d eː a i
814-5					p r i t
416-5					b l d
1233-5					p e o a i
884-5					p a i k i
916-5					
1016-5					a a m a l i
952-5					a i
78-5					b l e e a
1079-5					b i a
116-5					e i i
188-5					f nː eː i a
745-5					f e b a eː i
47-5					p o e l a o
111-5					l a k i
1061-5					m u o d a r
630-5					nː p a o t
1155-5					k eː l l i
24-5					o e t a
232-5					o u i a
343-5					p e oː t r i
460-5					p u r iː
945-5					l e p i n a
644-5					k e i a
683-5					k i n t
650-5					s i oː l
612-5					f uː m aː
1041-5					k e i
871-5					d i k a t
492-5					a p o i
1209-5					b a m a i
667-5					l a w
499-5					n eː
1029-5					w u
272-5					s i d r i
278-5					m o m e m i
410-5					o k o r s i
1009-5					m i l r i
198-5					m k g
479-5					i a m a i
712-5					m o r i
1113-5					s i i
605-5					o s i
752-5					r e s p iː r o i
695-5					nː a g i
73-5					f r i a d i
164-5					n e m r i e k i
239-5					g eː r i
