COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
461				p j ḛ ⁵⁴		pʰ j a k	
398	j ɔ ³		j ɔ ³²		j a ³¹	j aː	j ɔ ⁵³
23		j ə ²³	j ɪ n ⁵³	j ɛ ʔ ²³		j a	
271	tʃʰ au ⁵		tʃʰ au ⁵⁴	tʃʰ u k ⁵⁴		tsʰ w iː	tʃʰ w i ³²
47			m j ḛ ⁴³	m a ³²	m u		m w i ⁵²
520		tʃʰ ḛ ³	d z i ⁵¹	tʃʰ e ⁴¹			ʃ i ⁵³
487	ŋ a n ⁵		ŋ ãɪ ²⁴				
453	m u ⁵		m ɔ ⁵	m au ²⁵		h m uˀ	m u ⁵
128			l a ⁵³	l ə			
167	n ə ³		n ə ³²	n ə ²			
361	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²		h l j a k	j ɔ ʔ ³²
86	j ei ³		j eː ŋ ⁴	ʔ ḭ ʔ ⁵⁴		r a k	ʔ i ⁵
104	l a ³		l a ²				l u m ⁴
313	m ɔə t ⁴¹		m o̰i ʔ ³		m w i ³¹	h m u t	m ə ³
202	n j e ŋ ³¹			n j ɛ n ³¹			
180	l ɔ m ⁵³	l a m ⁵²	l ø̃ m ⁵¹				l ṵ m ³¹
114	n j æ̰ ṵ ʔ ⁵²		n j au k ⁵³				
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
194	l ɔ t ⁴³		l oi ʔ ³²				
125	g j u ʔ ⁴²	ɣ o ²³	g ɛ n ³²	ɣ o k ³²		k r w a t	
282	l ṵ ³				ɹ i ³¹	l a m	
532	tʃʰ w a t ⁵⁴		tʃʰ oi ʔ ⁵³				tʃʰ u t ⁵⁴
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
290	dʒ ei ³¹		g e ⁵	g i t ³			g i ⁴³
518	n i ³				n e ³¹	n iː	
359				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
265				ʔ o k ⁴²			ʔ a̰u ⁵³
81			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
388	g j u k ⁴²		g j o k ³²	g j æu ʔ ⁴³		k r au k	g j u ʔ ³²
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
399	k j ɛ̰ n ³		g j ẽ ŋ ³²	g ɪ n ⁴¹		kʰ r a ts	g i n ³¹
168	b a p ³¹		b ai t ³²	b e ʔ ²¹		p a k	
48	ʃ ə ⁴³		ʃ o ⁵³			tʰ u mˀ	tʃʰ ɔ ³²
173	pʰ ə ³	pʰ ə ³	pʰ ə ⁵³	pʰ ə t ³²			pʰ ə t ⁵
433			j ø k ³			r w i k	
178						k au k	g ɔ k ⁴
490			dʒ i t ⁵				dʒ ɪ̰ t ⁵
503	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³²		tsʰ u	tsʰ u ⁴³
85						h b i n	pʰ ɛ n ³
479					j ɔ ŋ ⁵⁵	h r a ts	
297				pʰ o ʔ ⁴			pʰ ə ³
317	m ɔ t ⁴²		m oi ʔ ³				
90	pʰ ɔ ³		pʰ ɔ ʔ ³	pʰ ɔ ⁵²		h b aːu	pʰ ɔ ⁵⁴
109	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
283			l ḛ ʔ ⁵⁴	l a̰ ³¹	l i ʔ ⁵⁵	h l e	l a̰ ḭ ⁵³
162			j ɛ m ³			ʔ i m	
451			s ai ⁵²	s e ʔ ⁵⁴		s e	s a t ⁵⁴
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
319	b a n ³¹		b ãɪ ⁵¹	b a n ³¹		p a n	
210	w o m ³	x w ĩ ³	w ɛ m ³			w a m	β w a m ³
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
266	j ɛ̰ n ⁴		j o k ³	j a̰ m ³²			j a̰ ŋ ³
292	tʰ a n ³		tʰ ãɪ ⁵²	tʰ ɪ n ⁴¹			tʃʰ ə ⁴
123			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
455	l ɨ̰ ṵ ³	l i ²³	l u ³²				
406	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
35	l a ŋ ³²	l a ŋ ⁵²	l a̰ ŋ ³¹			kʰ j ŋ	l a ŋ ³¹
231	tʃʰ a p ⁵⁴				tsʰ i ʔ ⁵⁵	tsʰ a ts	
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
441	x j ɔ ⁵						h ɔ ⁵³
276	d j ɛ n ³¹	p w i ³	b j e ŋ ⁵³	b j ɪ n ²¹			
497						t u t	d ɔ t ⁵⁴
513			g o ŋ ⁵	k au ŋ ³			
416	d ɨu ⁴³						d u n ⁵³
483					h e ŋ ⁵⁵		h i ŋ ⁴⁵
380			j u ³¹	j u ³		r w eː	
445	l a̰ ŋ k ⁴²					h l au ŋ	
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
219	m a n ⁵		m oi ⁴⁵	m a̰ ḭ t ⁵			m u n ³⁴
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
269		l o ŋ ³			l o ⁵⁵	l a ŋ	l a ŋ ⁵³
59			g j ɛ m ⁵³	dʒ a m ⁴			
543	j a m ³		j æ̰ m ³			r a m	
385				n a ⁵²		ŋ a mˀ	
383			ʔ a ²				ʔ a ²
304				k a̰ ŋ ³²		kʰ a ɲ	
43	l a̰u ⁵¹		l au ⁵¹				l au ⁵³
107	w ɔ m ³		w ø m ²				
13	k a n ²			g e n ⁴			g a n ²
106	g u k ³		k o̰ k ⁵³	g au k ³²	k o ʔ ⁵⁵		g u ʔ ³²
412	t a̰u ⁵			t o̰ k ⁵⁴			
295	kʰ ɨ ʔ ⁵³		kʰ o ʔ ⁵³	kʰ au ³		kʰ au ŋ	kʰ u ʔ ⁵⁴
121	l ai ³⁴		l a ³			h lʷ a	l ə ³
209	kʰ o ŋ ³		kʰ o ŋ ³¹		tʰ a ŋ	k j au k	kʰ u ŋ ⁵³
356	h a m ⁵		h a m ⁴	h e ⁴		h a n	h a m ²¹
84	tʃʰ a ³		tʃʰ a ⁵⁴				
327	j æu ŋ ⁵					j au ŋ	
111			k o̰ k ⁵⁴		k o ʔ ⁵⁵		
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
91	ʔ u n ³¹			ʔ ʊ n ⁴²	ʔ ʊ n ³¹	ʔ u n	ʔ ʊ n ⁵³
392	n o̰ ³		n j ɔ̃ ³¹	m j a ŋ ³			
284				ɣ i t ²		ʔ ə	w i ³
103				pʰ j a k ⁵			pʰ j i k ⁵
281		kʰ j a ⁵²	kʰ j ɔ ⁴	kʰ j ɔ ⁵¹	kʰ ə		kʰ j ɔ ⁵³
434						t w i k	tʰ w i ⁵³
263			d z u ⁴	d z o ³²			dʒ ə ³
249	j ḛ ḭ ⁵		j ḛ ⁵	ʔ ḭ t ⁵			ʔ i ³
33	dʒ ei ⁴²				tsʰ i ⁵⁵	r e	
37			l ai ³²	l ai ³²		l ai	l ai ³¹
536	d e ³		d u ³¹	d au ³		t u	ts ṵ ŋ ⁵³
229	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
