COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼː ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ u ə																		
381-1	ʔ a t																		
417-1	r u z																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ dː ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s o s t																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə																		
248-1	m u l a																		
293-1	f ə r ə z																		
373-1	kʼ ɨ m a l																		
408-1	b o r a																		
414-1	d ə b a kʼ u lː a																		
601-1	ʔ ə r o																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə m a																		
209-1	s ɨ m u t																		
242-1	ʔ a m ɨ s t																		
415-1	z ɨ n a b																		
450-1	z ə r																		
490-1	tʼ ə bː ə																		
61-2		d ə m																	
63-2		ʔ a tʼː ɨ m																	
107-2		g a m e l a																	
112-2		d a m ə n a																	
331-2		n ɨ g u s																	
377-2		b ə kʼ ə ə																	
381-2		ʔ a d																	
417-2		r u z																	
451-2		s ə b a t																	
454-2		ʔ a tʃ ɨ r																	
484-2		s ɨ dː ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		s o s t																	
593-2		h a m u s																	
640-2		m ə n																	
1-2		d ə m ə r ə																	
65-2		tʼː u b																	
163-2		s ə tʃ ə																	
212-2		ʔ e n																	
244-2		ʔ a r b ə																	
248-2		m u l ɨ																	
293-2		f ə r ə z																	
373-2		kʼ ɨ m a l																	
408-2		b o r a																	
414-2		d ɨ b a kʼ u o a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l ə m																	
209-2		s ɨ m u																	
242-2		ʔ a m ɨ s t																	
415-2		z ɨ n a m																	
450-2		z ə r																	
490-2		tʼː ə b ə																	
61-3			d ə m																
63-3			ʔ a tʼ ɨ m																
107-3			g a m e r a																
112-3			d a b ə r a																
331-3			n ɨ g w s																
377-3			b ə kʼ u r																
381-3			ʔ a t																
417-3			r u z																
451-3			s ə b a t																
454-3			ʔ a tʃʼ ɨ r																
484-3			s ɨ t ɨ s t																
