COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l ɔ ⁵						
18-1	n j ɛ n						
19-1	n j ⁵						
44-1	l u ʔ ⁵						
50-1	h j ŋ ³¹						
62-1	s ai k ⁵						
70-1	d a n ⁵						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ u ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³¹						
127-1	kʰ w i ³¹						
132-1	w ɔ ʔ ³²						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z i ³ ³¹						
143-1	ŋ ɔ ʔ ʔ						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	d ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ n						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ						
192-1	n ɔ ³						
195-1	n ɔ ³						
200-1	dʒ a ɛ ⁵³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ⁵³						
244-1	s w ei ⁵						
253-1	m j ⁵						
270-1	m ei ⁵						
278-1	m j ŋ ŋ ³¹						
279-1	w ɔ m						
285-1	j j n ⁵						
308-1	d j ⁵						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u ʔ ⁵³						
362-1	j ɛ ³¹						
391-1	j au p ⁵						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j w p ⁵³						
460-1	s a ʔ ⁵						
463-1	j a ³¹						
464-1	ʔ ṵ ŋ ³						
473-1	s ɔ n ³²						
476-1	kʰ j u k ⁵						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	h j ŋ ³						
516-1	j j ⁵						
522-1	n ɔ ʔ ⁵						
523-1	pʰ j u ³						
524-1	n ɛ ³¹						
540-1	kʰ ɔ ⁵						
3-1	d w ³¹						
6-1	g j ³						
7-1	dʒ u n ³¹						
20-1	n a p ³						
51-1	ŋ a ³						
64-1	k ɔ ŋ ³¹						
65-1	k ṵ k ⁵⁴						
66-1	ts z ɨu ³¹						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j k ³¹ ³						
78-1	m au ³¹						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ ⁵ ³¹						
93-1	l a n ³¹						
94-1	n j ³¹ ³						
100-1	s w n ⁵						
116-1	l ɔ ⁵						
119-1	w a n ³						
124-1	d j u ³						
136-1	l w j ³¹						
137-1	kʰ j au ³ ³						
144-1	s au t ⁵³						
145-1	d u ŋ ³¹						
146-1	m au ⁵						
150-1	g j ɔ ʔ ³						
154-1	n j ³¹ ³						
165-1	kʰ j a ³¹						
166-1	pʰ j ɔ ³						
169-1	k j a̰ ŋ ³¹						
170-1	d j ɔ ³						
171-1	j a ŋ						
174-1	l a m						
181-1	n j ɔ ʔ ⁴³						
193-1	d ə ³¹						
205-1	n au t ⁵⁴						
206-1	n au ⁵ ⁵						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ n ⁵						
217-1	j ɨu ³¹						
224-1	n j au ⁵						
228-1	d au ⁵						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j a ³						
256-1	ʔ a ³						
257-1	pʰ ɔ ʔ						
272-1	m ɔ ⁴³						
273-1	ʔ a ⁵						
274-1	m a ŋ						
1-2		m au ⁵²					
4-2		l a̰ ²³					
18-2		m j ²³					
19-2		n j ²³					
