COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
177	g au ⁵		g au ⁵		k o ³¹		
528	l au ʔ ³¹	l u ²³		l a̰ k ⁵³			
505	l a m ³¹	l ẽ ²³	l æ̰ m ³¹	l e ²			l a m ³²
390	j ɔ̰ ³²	j a ⁵²	j ɔ ²¹	j o ³⁵			j ɔ ⁵¹
477	n j ɛ̰ ⁵³	n a̰u t ⁵²	n j ẽ ʔ ⁵³	n a̰ ḭ ʔ ⁵⁴		h n a ts	n j ɪ̰ t ⁵
407	s u ⁵	ts o̰ ²³	s ɔ ⁴	s u ⁵			s ɔ ⁵²
167	n ə ³		n ə ³²	n ə ²			
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
533			m au ²			h m au ŋ	m a ³²
327	j æu ŋ ⁵					j au ŋ	
57	kʰ j u ŋ ³²						kʰ j u ŋ ⁵³
421	n j ɔ p ⁴¹	n a p ⁵²	m j o k ³²	n a p ⁴		h n a ts	m j u p ³⁴
85						h b i n	pʰ ɛ n ³
370			d e ʔ ³²	d a ⁴³			
562	n j u ŋ ³		m j o ŋ ³	m j æu ŋ ⁴⁵	ŋ ɔ ³¹	m r a ŋ	m j u ŋ ⁵³
357	s ɔ ʔ ⁵³		s ɔ ʔ ⁵³	s ɔ ʔ ⁵⁴		s a k	s ɔ ʔ ⁵⁴
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
317	m ɔ t ⁴²		m oi ʔ ³				
73	dʒ ei ⁵⁴			dʒ i t ⁴⁵		ts eˀ	dʒ i ⁴
422				w a ⁵⁴			w a ŋ ³¹
383			ʔ a ²				ʔ a ²
118				m j a ŋ ³²			m ɔ ³
366	g j ɔ ⁵		g j ɔ ³	g j ɔ ³²			
12	j a ŋ ⁵³		j ɔ ʔ ³¹	j a ⁴¹	j ʊ ŋ		β w ɔ ʔ ³²
332	l a̰ m ³		l æ̰ m ³	l e ³²	l ɛ ⁵⁵	h l a m	l a̰ m ⁵³
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
262	l ə ³					l eː	
469	kʰ au ⁵		kʰ au ³	kʰ o ʔ ⁵⁴	kʰ o ³¹	kʰ w iː	kʰ au ⁵²
475	ŋ ³	ŋ a ⁵²	m ³	ŋ ɔ ³⁵		ŋ aː	ŋ ɔ ³²
376	s ɛ ʔ ⁵³	s j ɛ ²³	s ɛ ʔ ⁵²		ʃ i	s iˀ	s e ⁵³
319	b a n ³¹		b ãɪ ⁵¹	b a n ³¹		p a n	
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
79	g j ɛ n ⁴²		g j ɛ m ⁵¹	ɣ a m ⁵¹		k r i m	g a m ⁵³
67	n j ɛ t ³²				m j ai ʔ ³¹	m r a ts	m ɪ t ⁴³
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
490			dʒ i t ⁵				dʒ ɪ̰ t ⁵
419				kʰ e ʔ ⁵⁴		kʰ dʒʷ eː	
345			g i ³	kʰ i ⁵⁴			g i ³¹
151	b ɛ ³		b ə ³			b a	
80			l a ³²	l ə ²		l a k	l ə ²
179	ʔ u t ⁵	ʔ u ³	w ə ⁵	ʔ au ²			ʔ ʊ t ³²
367	k a̰ ḭ ʔ ⁵³			g e ʔ ⁴²			g ə ³
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
323				kʰ j u m ⁴³		kʰ a p	
429	tsʰ a ʔ ⁴¹		dʒ oi ʔ ⁵			s w eː	
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
479					j ɔ ŋ ⁵⁵	h r a ts	
232	p ṵ ʔ ⁵⁴		b u ʔ ⁵³	b au ³			b u ³
517		ts õ ²³	dʒ a ŋ k ⁵³	dʒ a ³⁴		r a ŋ	dʒ a̰ ŋ ⁵³
5	m ṵ ⁵	m ə ⁵²	m ɔ ⁵³				m ɔ ⁴
