COGID	dutch	english	french	german
1047	b r ɔ n			b r ʊ n ə n
1223	p ɛ d ə l	p æ d l̩		p a d ə l
268	d ɛɪ	θ aɪ		
6011	j ʉ l iː		e t a b l	
-1161	l ɛɪ n	l aɪ n		
256	n aː k t	n eɪ k ɪ d		n a k t
-2284	p l aː ts	p l eɪ s		p l a ts
1928	s p l ɛɪ t ə	s p l ɪ t		ʃ p a l t ə n
1608	b ɔ r s t			b r ʊ s t
1343	k ɪ n t			k ɪ n t
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
650	d eː x	d əʊ		t ai k
762	w ɔ l k			v ɔ l k ə
721			p ɛ ʀ	eː ə
2202	r ɑ m	r æ m		
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
1518	s p ɪ ts			ʃ p ɪ ts ə
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
122	d iː r			t iː r
7	w oː n ə			v oː n ə n
1851		f l əʊ		f l iː s ə n
1317	r ɔ t	r ɔ t n̩		
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
2009	oː v ə	ʌ v n̩		oː f ə n
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
300		f əʊ l d		f a l t ə n
-2027	t ɑ n t ə	ɑː n t		t a n t ə
931	k aː r s			k eː r ts ə
1861	s x eː d ə l			ʃ ɛː d ə l
-1153	r ɔ n t	r aʊ n d		r ʊ n t
601	h ɑ n t	h æ n d		h a n t
782	w ɛ x			v ɛ k
467	d ʉ n	θ ɪ n		d ʏ n
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
1694	d r ʉ p ə l ə	d r ɪ p		t r ɔ pf ə n
1565	m eː r	m ɔː r		m eː r
249	oː ɣ + l ɪ t	aɪ + l ɪ d		au ɡ ə n + l iː t
393	k ɑu w ə			k au ə n
1411	h ɛ b ə	h æ v		h aː b ə n
1397	h ɑu d ə			b ə + h a l t ə n
736	v r ɑu w			f r au
2097		h əʊ		h a k ə
877	w eː ɣ ə			v iː ɡ ə n
512	m ɛ r iː	m ɑː r eɪ		m ɛː r ə
685		t aɪ m	t ɑ̃	
816	l oː n			l oː n
2168	k ɑ m	k əʊ m		k a m
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
1002	k l ɛɪ	k l eɪ		
1630	t ɪ n	t ɪ n		ts ɪ n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
3	h ɔ f			h oː f
-2035		k ʌ z n̩		k uː z iː n ə
798		s n eɪ l		ʃ n ɛ k ə
1696	w ɛ r p ə			v ɛ r f ə n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
-588	p l ɑ t			p l a t
1546	s p yː ɣ ə	s p ɪ t		ʃ p ʊ k ə n
1478	b oː d ə m			b oː d ə n
276	l ɑ m	l ɑː m eɪ		l aː m
1726	v ɛ l t	f iː l d		f ɛ l t
801		f r ɔ ɡ		f r ɔ ʃ
1431	d r aː ɣ ə			t r aː ɡ ə n
2199	k ɑ l f	k ɑː f		k a l p
596	t eː n	t əʊ		ts eː ə
630	v ɑ ŋ ə			f a ŋ ə n
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
995	v l ɛ x t ə			f l ɛ x t ə n
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1532	k n eː d ə	n iː d		k n eː t ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1193	b r eː t			b r ai t
30	l ɛɪ m			l ai m
2216	v l øː ɣ ə l			f l yː ɡ ə l
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
1810	h œy t	h aɪ d		h au t
2038	n ɪ x t			n ɪ x t ə
-73	m ʉ s k iː t	m ə s k iː t əʊ		m ɔ s k iː t oː
1651	z ɑ l f			z a l b ə
1900	z iː k	s ɪ k		
1568	w ɛɪ n ə x			v eː n ɪ x
20	k l ɛɪ n			k l ai n
584	h aː k	h ʊ k		h aː k ə n
409	s x oː n + z oː n	s ʌ n + ɪ n + l ɔː		ʃ v iː ɡ ə r + z oː n
1274	h aː j			h ai
1948	s l ɔ t			ʃ l ɔ s
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
922	b ɛ t	b ɛ d		b ɛ t
684	t ɛɪ t			ts ai t
1144	k aː l			k aː l
1389			ʃ o z	z a x ə
1865	x ə + z ɪ x t			g e + z ɪ x t
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
642	b ɑu w ə			b au ə n
243	d yː r			t ɔy ə r
1417	l ɛɪ d ə	l iː d		l ai t ə n
352	eː r s t ə			eː r s t ə
588	v l ɑ k		p l a	f l a x
2242	m ɔ n t	m aʊ ð		m ʊ n t
1204	v iː r + k ɑ n t			f iː r + ɛ k
646	l ɔ ŋ	l ʌ ŋ		l ʊ ŋ ə
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
1199	s l œy j ə r			ʃ l ai ə r
1179	h uː t	h æ t		h uː t
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
635	v ɛ r v ə			f ɛ r b ə n
814	k r aː j	k r əʊ		k r ɛː ə
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
314	d oː d ə			t ɶː t ə n
51		b r ɪ k	b ʀ i k	
278	b l ɪ n t	b l aɪ n d		b l ɪ n t
1177	d iː p	d iː p		t iː f
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
2144	k œy k ə	tʃ ɪ k ɪ n		
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
2166	b ɔ r s t ə l			b ʏ r s t ə
-2270	r ɛ s t ə			r ɛ s t
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
474	d ɪ k	θ ɪ k		d ɪ k
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
-2290	s t ɔ f			ʃ t ɔ f
837	b l ɛɪ v ə			b l ai b ə n
2159	k r ɔ p			k r ɔ pf
1799	k n oː p			k n ɔ pf
2271	v ɪ l t	f ɛ l t		f ɪ l ts
