ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Beijing	ʈʂʰ u ⁵⁵	ʈʂʰ - u - ⁵⁵	200
2	Changsha	tɕʰ y ²⁴	tɕʰ - y - ²⁴	200
3	Chaozhou	tsʰ u k ²¹	tsʰ - u k ²¹	200
4	Chengdu	tsʰ u ³¹	tsʰ - u - ³¹	200
5	Fuzhou	tsʰ ou ʔ ²³	tsʰ - ou ʔ ²³	200
6	Guangzhou	tʃʰ œ t ⁵	tʃʰ - œ t ⁵	200
7	Hankou	tɕʰ y ²¹³	tɕʰ - y - ²¹³	200
8	Jinan	ʈʂʰ u ²¹³	ʈʂʰ - u - ²¹³	200
9	Meixian	tsʰ u t ¹	tsʰ - u t ¹	200
10	Nanchang	tsʰ i t ⁵	tsʰ - i t ⁵	200
11	Shanghai	tsʰ ɤ ʔ ⁵	tsʰ - ɤ ʔ ⁵	200
12	Shuangfeng	tʰ y ²³	tʰ - y - ²³	200
13	Suzhou	tsʰ ɤ ʔ ⁴	tsʰ - ɤ ʔ ⁴	200
14	Taiyuan	tsʰ w ə ʔ ²	tsʰ w ə ʔ ²	200
15	Wenzhou	tɕʰ y ³²³	tɕʰ - y - ³²³	200
16	XiAn	pfʰ u ²¹	- pfʰ u - ²¹	200
17	Xiamen	tsʰ u t ³²	tsʰ - u t ³²	200
18	Yangzhou	tsʰ w ə ʔ ⁴	tsʰ w ə ʔ ⁴	200
19	ZhongyuanYinyun	tʃʰ j u ²¹⁴	tʃʰ j u - ²¹⁴	200
20	Beijing	t au ⁵⁵	t au ⁵⁵	202
21	Changsha	t au ³³	t au ³³	202
22	Chaozhou	t o ³³	t o ³³	202
23	Chengdu	t au ⁴⁴	t au ⁴⁴	202
24	Fuzhou	t ɔ ⁴⁴	t ɔ ⁴⁴	202
25	Guangzhou	t ou ⁵⁵	t ou ⁵⁵	202
26	Hankou	t au ⁵⁵	t au ⁵⁵	202
27	Jinan	t ɔ ²¹³	t ɔ ²¹³	202
28	Meixian	t au ⁴⁴	t au ⁴⁴	202
29	Nanchang	t au ⁴²	t au ⁴²	202
30	Shanghai	t ɔ ⁵³	t ɔ ⁵³	202
31	Shuangfeng	t ə ⁵⁵	t ə ⁵⁵	202
32	Suzhou	t æ ⁴⁴	t æ ⁴⁴	202
33	Taiyuan	t au ¹¹	t au ¹¹	202
34	Wenzhou	t ɜ ⁴⁴	t ɜ ⁴⁴	202
35	XiAn	t au ²¹	t au ²¹	202
36	Xiamen	t o ⁵⁵	t o ⁵⁵	202
37	Yangzhou	t ɔ ²¹	t ɔ ²¹	202
38	ZhongyuanYinyun	t au ⁵⁵	t au ⁵⁵	202
39	Beijing	f ə n ⁵⁵	f - ə n ⁵⁵	205
40	Changsha	f ə n ³³	f - ə n ³³	205
41	Chaozhou	h u ŋ ³³	h - u ŋ ³³	205
42	Chengdu	f ə n ⁴⁴	f - ə n ⁴⁴	205
43	Fuzhou	x u ŋ ⁴⁴	x - u ŋ ⁴⁴	205
44	Guangzhou	f a n ⁵⁵	f - a n ⁵⁵	205
45	Hankou	f ə n ⁵⁵	f - ə n ⁵⁵	205
46	Jinan	f eː ²¹³	f - eː - ²¹³	205
47	Meixian	f u n ⁴⁴	f - u n ⁴⁴	205
48	Nanchang	ɸ u n ⁴²	ɸ - u n ⁴²	205
49	Shanghai	f ə ŋ ⁵³	f - ə ŋ ⁵³	205
50	Shuangfeng	x w ə n ⁵⁵	x w ə n ⁵⁵	205
51	Suzhou	f ə n ⁴⁴	f - ə n ⁴⁴	205
52	Taiyuan	f ə ŋ ¹¹	f - ə ŋ ¹¹	205
53	Wenzhou	f a ŋ ⁴⁴	f - a ŋ ⁴⁴	205
54	XiAn	f eː ²¹	f - eː - ²¹	205
55	Xiamen	h u n ⁵⁵	h - u n ⁵⁵	205
56	Yangzhou	f ə n ²¹	f - ə n ²¹	205
57	ZhongyuanYinyun	f ə n ⁵⁵	f - ə n ⁵⁵	205
58	Beijing	tɕʰ j e ⁵⁵	tɕʰ j e - ⁵⁵	206
59	Changsha	tsʰ j e ²⁴	tsʰ j e - ²⁴	206
60	Chaozhou	tsʰ j e k ²¹	tsʰ j e k ²¹	206
61	Chengdu	tɕʰ j e ³¹	tɕʰ j e - ³¹	206
62	Fuzhou	tsʰ j e ʔ ²³	tsʰ j e ʔ ²³	206
63	Guangzhou	tʃʰ i t ³	tʃʰ - i t ³	206
64	Hankou	tɕʰ j e ²¹³	tɕʰ j e - ²¹³	206
65	Jinan	tɕʰ j e ²¹³	tɕʰ j e - ²¹³	206
66	Meixian	tsʰ j ɛ t ¹	tsʰ j ɛ t ¹	206
67	Nanchang	tɕʰ j ɛ t ⁵	tɕʰ j ɛ t ⁵	206
68	Shanghai	tsʰ ɪ ʔ ⁵	tsʰ - ɪ ʔ ⁵	206
69	Shuangfeng	tɕʰ j ɛ ²³	tɕʰ j ɛ - ²³	206
70	Suzhou	tsʰ j ɤ ʔ ⁴	tsʰ j ɤ ʔ ⁴	206
71	Taiyuan	tɕʰ j ə ʔ ²	tɕʰ j ə ʔ ²	206
72	Wenzhou	tɕʰ i ³²³	tɕʰ - i - ³²³	206
73	XiAn	tɕʰ j e ²¹	tɕʰ j e - ²¹	206
74	Xiamen	tsʰ j a t ³²	tsʰ j a t ³²	206
75	Yangzhou	tɕʰ j ə ʔ ⁴	tɕʰ j ə ʔ ⁴	206
76	ZhongyuanYinyun	tsʰ j e ²¹⁴	tsʰ j e - ²¹⁴	206
77	Beijing	x w a ⁵¹	x w a - ⁵¹	209
78	Changsha	f a ²⁴	f - a - ²⁴	209
79	Chaozhou	w e ʔ ⁴	- w e ʔ ⁴	209
80	Chengdu	x w a ¹³	x w a - ¹³	209
81	Fuzhou	w a ⁴	- w a - ⁴	209
82	Guangzhou	w aː k ²	- w aː k ²	209
83	Hankou	x w a ³⁵	x w a - ³⁵	209
84	Jinan	x w a ²¹	x w a - ²¹	209
85	Meixian	v a k ⁵	- v a k ⁵	209
86	Nanchang	ɸ w a ²¹	ɸ w a - ²¹	209
87	Shanghai	w a ʔ ¹³	- w a ʔ ¹³	209
88	Shuangfeng	ɣ o ³³	- ɣ o - ³³	209
89	Suzhou	ɦ w a ʔ ²³	ɦ w a ʔ ²³	209
90	Taiyuan	x w a ⁴⁵	x w a - ⁴⁵	209
91	Wenzhou	v a ²¹²	- v a - ²¹²	209
92	XiAn	x w a ⁵⁵	x w a - ⁵⁵	209
93	Xiamen	ɪ k ⁵	- - ɪ k ⁵	209
94	Yangzhou	w a ʔ ⁴	- w a ʔ ⁴	209
95	ZhongyuanYinyun	x w a ²¹⁴	x w a - ²¹⁴	209
96	Beijing	ʈʂʰ u ⁵⁵	ʈʂʰ u ⁵⁵	211
97	Changsha	tsʰ ɤu ³³	tsʰ ɤu ³³	211
98	Chaozhou	tsʰ o ³³	tsʰ o ³³	211
99	Chengdu	tsʰ u ⁴⁴	tsʰ u ⁴⁴	211
100	Fuzhou	tsʰ u ⁴⁴	tsʰ u ⁴⁴	211
101	Guangzhou	tʃʰ ɔ ⁵⁵	tʃʰ ɔ ⁵⁵	211
102	Hankou	tsʰ ou ⁵⁵	tsʰ ou ⁵⁵	211
103	Jinan	ʈʂʰ u ²¹³	ʈʂʰ u ²¹³	211
104	Meixian	tsʰ ɿ ⁴⁴	tsʰ ɿ ⁴⁴	211
105	Nanchang	tsʰ u ⁴²	tsʰ u ⁴²	211
106	Shanghai	tsʰ u ⁵³	tsʰ u ⁵³	211
107	Shuangfeng	tsʰ əu ⁵⁵	tsʰ əu ⁵⁵	211
108	Suzhou	tsʰ əu ⁴⁴	tsʰ əu ⁴⁴	211
109	Taiyuan	tsʰ u ¹¹	tsʰ u ¹¹	211
110	Wenzhou	tsʰ əu ⁴⁴	tsʰ əu ⁴⁴	211
111	XiAn	pfʰ u ²¹	pfʰ u ²¹	211
112	Xiamen	tsʰ ɔ ⁵⁵	tsʰ ɔ ⁵⁵	211
113	Yangzhou	tsʰ o ²¹	tsʰ o ²¹	211
114	ZhongyuanYinyun	tʃʰ u ⁵⁵	tʃʰ u ⁵⁵	211
115	Beijing	pʰ au ³⁵	pʰ au ³⁵	214
116	Changsha	p au ¹³	p au ¹³	214
117	Chaozhou	pʰ au ⁵⁵	pʰ au ⁵⁵	214
118	Chengdu	pʰ au ³¹	pʰ au ³¹	214
119	Fuzhou	pʰ au ⁵²	pʰ au ⁵²	214
120	Guangzhou	pʰ aːu ²¹	pʰ aːu ²¹	214
121	Hankou	pʰ au ²¹³	pʰ au ²¹³	214
122	Jinan	pʰ ɔ ⁴²	pʰ ɔ ⁴²	214
123	Meixian	pʰ au ¹¹	pʰ au ¹¹	214
124	Nanchang	pʰ au ²⁴	pʰ au ²⁴	214
125	Shanghai	p ɔ ¹³	p ɔ ¹³	214
126	Shuangfeng	b ə ³³	b ə ³³	214
127	Suzhou	b æ ³¹	b æ ³¹	214
128	Taiyuan	p au ¹¹	p au ¹¹	214
129	Wenzhou	b ɜ ³¹	b ɜ ³¹	214
130	XiAn	pʰ au ²⁴	pʰ au ²⁴	214
131	Xiamen	pʰ au ²⁴	pʰ au ²⁴	214
132	Yangzhou	p ɔ ⁵⁵	p ɔ ⁵⁵	214
133	Beijing	l i ⁵¹	l i ⁵¹	215
134	Changsha	n i ⁵⁵	n i ⁵⁵	215
135	Chaozhou	l i ³⁵	l i ³⁵	215
136	Chengdu	n i ¹³	n i ¹³	215
137	Fuzhou	l i ²⁴²	l i ²⁴²	215
138	Guangzhou	l ei ²²	l ei ²²	215
139	Hankou	n i ³⁵	n i ³⁵	215
140	Jinan	l i ²¹	l i ²¹	215
141	Meixian	l i ⁵²	l i ⁵²	215
142	Nanchang	l i ²¹	l i ²¹	215
143	Shanghai	l i ¹³	l i ¹³	215
144	Shuangfeng	n i ³³	n i ³³	215
145	Suzhou	l i ³¹	l i ³¹	215
146	Taiyuan	l i ⁴⁵	l i ⁴⁵	215
147	Wenzhou	l ei ²²	l ei ²²	215
148	XiAn	l i ⁵⁵	l i ⁵⁵	215
149	Xiamen	l i ³³	l i ³³	215
150	Yangzhou	l i ⁵⁵	l i ⁵⁵	215
151	ZhongyuanYinyun	l i ⁵¹	l i ⁵¹	215
152	Beijing	k w a ⁵⁵	k w a - ⁵⁵	216
153	Changsha	k w a ²⁴	k w a - ²⁴	216
154	Chaozhou	k w e ʔ ²¹	k w e ʔ ²¹	216
155	Chengdu	k w a ³¹	k w a - ³¹	216
156	Fuzhou	k w a ʔ ²³	k w a ʔ ²³	216
157	Guangzhou	k w aː t ³	k w aː t ³	216
158	Hankou	k w a ²¹³	k w a - ²¹³	216
159	Jinan	k w a ²¹³	k w a - ²¹³	216
160	Meixian	k w a t ¹	k w a t ¹	216
161	Nanchang	k w a t ⁵	k w a t ⁵	216
162	Shanghai	k w a ʔ ⁵	k w a ʔ ⁵	216
163	Shuangfeng	k w ɛ ²³	k w ɛ - ²³	216
164	Suzhou	k w a ʔ ⁴	k w a ʔ ⁴	216
165	Taiyuan	k w ə ʔ ²	k w ə ʔ ²	216
166	Wenzhou	k o ³²³	k - o - ³²³	216
167	XiAn	k w a ²¹	k w a - ²¹	216
168	Xiamen	k w a t ³²	k w a t ³²	216
169	Yangzhou	k w a ʔ ⁴	k w a ʔ ⁴	216
170	ZhongyuanYinyun	k w a ²¹⁴	k w a - ²¹⁴	216
171	Beijing	t au ⁵¹	t au ⁵¹	217
172	Changsha	t au ⁵⁵	t au ⁵⁵	217
173	Chaozhou	k au ²¹³	k au ²¹³	217
174	Chengdu	t au ¹³	t au ¹³	217
175	Fuzhou	t ɔ ²¹³	t ɔ ²¹³	217
176	Guangzhou	t ou ³³	t ou ³³	217
177	Hankou	t au ³⁵	t au ³⁵	217
178	Jinan	t ɔ ²¹	t ɔ ²¹	217
179	Meixian	t au ⁵²	t au ⁵²	217
180	Nanchang	t au ⁴⁵	t au ⁴⁵	217
181	Shanghai	t ɔ ⁵⁵	t ɔ ⁵⁵	217
182	Shuangfeng	t ə ³⁵	t ə ³⁵	217
183	Suzhou	t æ ⁴¹²	t æ ⁴¹²	217
184	Taiyuan	t au ⁴⁵	t au ⁴⁵	217
185	Wenzhou	t ɜ ⁴²	t ɜ ⁴²	217
186	XiAn	t au ⁵⁵	t au ⁵⁵	217
187	Xiamen	t o ¹¹	t o ¹¹	217
188	Yangzhou	t ɔ ⁵⁵	t ɔ ⁵⁵	217
189	ZhongyuanYinyun	t au ⁵¹	t au ⁵¹	217
190	Beijing	ʂ w a ⁵⁵	ʂ w a - ⁵⁵	219
191	Changsha	ɕ ɥ a ²⁴	ɕ ɥ a - ²⁴	219
192	Chaozhou	s w e ʔ ²¹	s w e ʔ ²¹	219
193	Chengdu	s w a ³¹	s w a - ³¹	219
194	Fuzhou	s au ʔ ²³	s - au ʔ ²³	219
195	Guangzhou	tʃʰ aː t ³	tʃʰ - aː t ³	219
196	Hankou	s w a ²¹³	s w a - ²¹³	219
197	Jinan	ʂ w a ²¹³	ʂ w a - ²¹³	219
198	Meixian	s ɔ t ¹	s - ɔ t ¹	219
199	Nanchang	s w ɔ t ⁵	s w ɔ t ⁵	219
200	Shanghai	s ɤ ʔ ⁵	s - ɤ ʔ ⁵	219
201	Shuangfeng	s w a ²³	s w a - ²³	219
202	Suzhou	s ə ʔ ⁴	s - ə ʔ ⁴	219
203	Taiyuan	s w a ʔ ²	s w a ʔ ²	219
204	Wenzhou	s ø ³²³	s - ø - ³²³	219
205	XiAn	f a ²¹	f - a - ²¹	219
206	Xiamen	s w a t ³²	s w a t ³²	219
207	Yangzhou	s w a ʔ ⁴	s w a ʔ ⁴	219
208	ZhongyuanYinyun	ʃ w a ²¹⁴	ʃ w a - ²¹⁴	219
209	Beijing	tsʰ ɿ ⁵¹	tsʰ - ɿ ⁵¹	220
210	Changsha	tsʰ ɿ ⁵⁵	tsʰ - ɿ ⁵⁵	220
211	Chaozhou	tsʰ ɿ ²¹³	tsʰ - ɿ ²¹³	220
212	Chengdu	tsʰ ɿ ¹³	tsʰ - ɿ ¹³	220
213	Fuzhou	tsʰ j e ²¹³	tsʰ j e ²¹³	220
214	Guangzhou	tʃʰ i ³³	tʃʰ - i ³³	220
215	Hankou	tsʰ ɿ ³⁵	tsʰ - ɿ ³⁵	220
216	Jinan	tsʰ ɿ ²¹	tsʰ - ɿ ²¹	220
217	Meixian	tsʰ ɿ ⁵²	tsʰ - ɿ ⁵²	220
218	Nanchang	tsʰ ɿ ²¹³	tsʰ - ɿ ²¹³	220
219	Shanghai	tsʰ ɿ ⁵⁵	tsʰ - ɿ ⁵⁵	220
220	Shuangfeng	tsʰ ɿ ³⁵	tsʰ - ɿ ³⁵	220
221	Suzhou	tsʰ ɿ ⁴¹²	tsʰ - ɿ ⁴¹²	220
222	Taiyuan	tsʰ ɿ ⁴⁵	tsʰ - ɿ ⁴⁵	220
223	Wenzhou	tsʰ ɿ ⁴²	tsʰ - ɿ ⁴²	220
224	XiAn	tsʰ ɿ ⁵⁵	tsʰ - ɿ ⁵⁵	220
225	Xiamen	tsʰ u ¹¹	tsʰ - u ¹¹	220
226	Yangzhou	tsʰ ɿ ⁵⁵	tsʰ - ɿ ⁵⁵	220
227	ZhongyuanYinyun	tsʰ ɿ ⁵¹	tsʰ - ɿ ⁵¹	220
228	Beijing	tɕʰ j a n ³⁵	tɕʰ j a n ³⁵	225
229	Changsha	ts ieː ¹³	ts - ieː - ¹³	225
230	Chaozhou	tsʰ oiː ⁵⁵	tsʰ - oiː - ⁵⁵	225
